ced1;arnd;bfo2;bso3;cso1;amud;asin1;asin2;bso1;adbr;bfo1;cfo1
299.6497230442289;11.253658783629971;45.48381373442056;0.3272219120775689;72.10291149484188;27.0;-0.5733818719904229;-0.1759865990365776;26.51861849649057;1.0;10.744219936960084;20.45626084430472
298.9338666926015;11.3119374349325;45.55845164954923;0.3279318798114274;72.18979423317748;27.0;-0.5733982576406564;-0.1757897170057224;26.53408059751792;1.0;10.755461614073228;20.418974160485217
298.21832698185386;?;45.6329073335203;0.3286410983425498;72.2758223523451;27.0;-0.573414643061519;-0.1755928279431666;26.549391576185123;1.0;10.765141789822792;20.38302099473008
297.5031212713452;11.434847137690976;45.7071812302645;0.3293495684596054;72.36108568852252;27.0;-0.5734310282530275;-0.1753959318570097;26.56453365619193;1.0;10.778402966163892;20.348265597830704
296.7882666852637;11.348805618386445;45.781273782631146;0.3300572909507941;72.44566781165688;27.0;-0.5734474132151518;-0.1751990287549035;26.579490023221062;1.0;10.789697813303697;20.314723312856653
296.07378011516306;11.34544383931507;45.85518543239072;0.3307642666037791;72.52964554082291;27.0;-0.5734637979479088;-0.1750021186449482;26.594244813399484;1.0;10.80070243897296;20.2823639572772
295.35967822247324;11.374588929794728;45.92891662023754;0.3314704962056323;72.61308855974332;27.0;-0.5734801824512687;-0.1748052015347962;26.608783100978;1.0;10.81206627108766;20.2511404383348
294.6459774409849;11.371594663231424;46.00246778579239;0.3321759805427905;72.6960591334488;27.0;-0.5734965667252482;-0.1746082774325481;26.62309088489983;1.0;10.82314579300583;20.22102370546488
293.93269397930925;11.44071465122996;46.07583936760507;0.3328807204010195;72.7786119218912;27.0;-0.5735129507698173;-0.174411346345857;26.637155074738228;1.0;10.835374596354924;20.1919469066674
293.21984382331215;11.404856361684056;46.14903180315709;0.3335847165653857;72.86079388915587;27.0;-0.5735293345849929;-0.174214408282824;26.650963475111883;1.0;10.846651209057992;20.163900683979183
292.50744273852365;11.40565837513811;46.2220455288642;?;72.94264430408754;27.0;?;-0.1740174632512147;26.66450477003951;1.0;10.857720410227364;20.136855767631985
