adfl;bso2;amud;asin2;bso1;bed1;bed2;aimp;ced1;arnd;asin1
0.0;-0.367756542622448;37.0;0.8681646755468098;38.05527518850095;2.0000553208879075;1.132302588226371;0.0;356.4836495956022;27.46111068763428;-0.669449690329903
0.0;-0.5206768753278919;29.0;0.0520685238014808;29.05572542991626;0.2088404136445917;5.149638947326655e-06;0.0;301.667401936281;12.805632075150283;-0.5919915960229583
1.0;-0.3630664136085391;30.0;0.928925624820522;30.913779341954047;2.2472816017946866;0.8207511628222581;0.0;350.2917035082874;32.19579760671333;-0.7334120311674236
0.0;0.3041393339421461;30.0;0.8384869224613097;30.84115752763061;0.3499040883463845;0.0017287334118718;0.0;331.3875722368487;25.15760769780604;-0.7466606067785094
1.0;0.8942148419045859;35.0;0.9503941351634178;35.95191878804592;0.194235777015914;1.3258987544600336e-05;0.0;341.45057108977977;24.602838780483;-0.7291148634392526
1.0;1.2493982885878248;35.0;0.950952481997822;35.95246875001263;0.2126240939084102;2.1037683399646367e-05;0.0;348.9618777891605;24.106211674410243;-0.7289916611857885
0.0;1.0851576560517322;30.0;0.8060764211300768;30.80317687909596;0.4504471167289746;0.0013609161390857;0.0;344.9509566245813;23.121333156326603;-0.6609377990637002
1.0;1.4353483870597483;35.0;0.9512613434658758;35.95277295109635;0.2235818281492728;2.7188164479234623e-05;0.0;353.1491658859272;24.09686099969877;-0.7289232052832787
1.0;1.015101312947627;27.0;-0.1114757374149701;26.88314474126925;0.890902616693844;0.0141992629690345;0.0;365.01772330888485;14.22087364780032;-0.5787114061998867
1.0;0.6024825111698344;28.0;0.1356807891256501;28.140537216549856;1.5579582294503738;0.2668251768277626;0.0;358.9966988363369;16.580962095171103;-0.8009425229116685
1.0;0.0744036552317506;36.0;0.9090890007889624;36.930994005740025;0.5589847348363793;0.0021618226860914;0.0;347.4419821773821;29.51385620688308;-0.6760787314809779
0.0;-0.1387681255362136;36.0;0.9086719443592616;36.92712137761082;0.5877924115979537;0.00279384329766;0.0;349.82321221165404;29.42132275988812;-0.6760050451617812
0.0;-0.052344527764819;35.0;0.99997038783757;36.000008484762205;1.236804862953914;0.6304841324981887;0.0;372.9616307071871;13.442665604565194;-0.7076507436688718
