adbr;bfo1;cfo1;bfo2;bso3;cso1
1.0;10.744219936960084;20.45626084430472;45.48381373442056;0.3272219120775689;?
?;?;20.418974160485217;45.55845164954923;?;?
?;10.765141789822792;20.38302099473008;45.6329073335203;0.3286410983425498;?
1.0;10.778402966163892;20.348265597830704;45.7071812302645;0.3293495684596054;72.36108568852252
1.0;10.789697813303697;20.314723312856653;45.781273782631146;0.3300572909507941;72.44566781165688
?;10.80070243897296;?;45.85518543239072;0.3307642666037791;72.52964554082291
1.0;?;20.2511404383348;45.92891662023754;0.3314704962056323;?
1.0;10.82314579300583;20.22102370546488;46.00246778579239;0.3321759805427905;72.6960591334488
1.0;10.835374596354924;20.1919469066674;46.07583936760507;?;72.7786119218912
1.0;10.846651209057992;20.163900683979183;46.14903180315709;0.3335847165653857;72.86079388915587
1.0;10.857720410227364;20.136855767631985;46.2220455288642;0.3342879698202322;?
1.0;10.868698481953734;20.110780289149886;46.29488098007904;0.3349904809491599;73.024194825965
1.0;10.87806702739126;20.085683462422573;46.36753859109368;?;73.10546967327737
?;?;20.061491589342424;46.44001879514227;0.3363932799598654;?
1.0;10.90024060923722;20.03815963036641;46.51232202440356;0.3370935694050134;73.2672535432333
?;10.91159172229742;20.01565541901303;46.58444871000347;0.3377931198509656;73.34777633002174
1.0;10.922938210965803;?;?;0.3384919320774373;73.42805177694328
1.0;10.933038383537696;?;46.72817416947424;?;73.5080718358716
?;10.937605684892144;?;46.799773800355965;0.3398873449868088;?
1.0;10.937184228215488;19.9340801737062;46.87119860160317;0.3405839472251361;?
?;10.938031052790963;?;46.8425707690812;0.3411787237542154;73.74631756270436
1.0;?;?;46.81401226648848;0.3415961479103258;73.82462446676345
1.0;?;19.882326778576623;?;0.3418691383301837;73.90191302189595
1.0;10.938482046266248;19.866647998090723;46.75710257595927;?;73.97787863804864
1.0;10.940193861164442;19.851599215340915;46.728751051484494;0.3420841358182345;74.05221168488865
?;10.939727197220815;?;46.70046818386047;0.3420658024263996;74.1246005653364
1.0;10.938484626867108;19.823402690443576;46.6722538058411;0.3419840248300425;74.19473478331402
1.0;10.937312600592406;19.810191355018617;?;0.3418506260671034;74.26230795888199
1.0;?;?;46.61602985166808;0.3416752385255678;74.32702075888729
1.0;10.934089647629596;?;46.58801994305537;?;74.38858372227216
1.0;10.932701748258134;19.7737500363804;46.56007785912726;0.3412284330497392;?
1.0;10.929969993116822;19.76258921728148;46.53220343466485;0.3409686174139011;74.50116743421896
1.0;10.924856664831026;?;?;0.3406905066249;74.55168181891621
1.0;?;19.741818785294075;?;0.3403975583104925;74.59803806458773
1.0;10.91500348299802;?;46.44898447191421;0.3400925895918959;74.64003257295619
1.0;10.911379597511036;19.72290671922304;?;0.3397778956739343;74.67748480538441
1.0;10.902785940946154;19.7141818379401;46.39384044979597;0.3394553463595439;?
1.0;10.891393524113928;19.70603201317313;46.36636853500158;0.3391264653012769;?
1.0;10.879778521310085;?;46.3389631343554;0.3387924941238219;?
1.0;10.86883439535906;19.69135886987969;46.31162408583113;0.3384544446265927;74.77913944440301
1.0;10.85919163921009;19.684736534945653;?;0.3381131413214437;74.79206356569453
1.0;10.848565737742016;19.678576912041954;46.2571443990154;0.337769270609164;74.79990712755973
1.0;10.840973633775818;19.672778654724763;?;0.3374233669527396;74.80267608860069
1.0;?;19.66731289924746;?;0.3370758759728917;?
1.0;10.825597429037105;19.662191155624804;46.17591848169141;?;74.79314927391651
1.0;10.816014865521993;19.65743350707484;46.148974165381446;?;74.78099860984172
1.0;10.807119575420232;19.65300486929375;46.12209507800697;0.3360271871855853;74.76406170961448
?;?;19.64893478936979;46.0952810606725;0.3356763643088386;74.74247217989674
?;?;19.64519680601819;46.068531954869606;?;74.71638570922113
1.0;10.77712292833183;?;46.041847602476;0.3349738581254836;74.68597851427128
