adfl;bso2;amud;asin2;bso1;bed1;bed2;aimp;ced1;arnd;asin1
?;0.9321449768970166;27.0;-0.1759865990365776;26.51861849649057;0.1849422399042937;2.748616771548492e-06;0.0;299.6497230442289;11.253658783629971;-0.5733818719904229
1.0;0.9651321906698116;27.0;-0.1757897170057224;26.53408059751792;?;2.6111859329710672e-06;0.0;298.9338666926015;11.3119374349325;-0.5733982576406564
1.0;?;27.0;-0.1755928279431666;?;0.1812618893301983;2.480626636322514e-06;0.0;298.21832698185386;11.244320974409158;?
1.0;1.027974369229113;27.0;?;26.56453365619193;0.1794492704368963;2.356595304506388e-06;0.0;297.5031212713452;11.434847137690976;-0.5734310282530275
1.0;1.0572993198735174;27.0;-0.1751990287549035;26.579490023221062;0.1776547777325273;2.2387655392810685e-06;0.0;296.7882666852637;11.348805618386445;?
1.0;1.084913218451162;27.0;-0.1750021186449482;26.594244813399484;?;2.126827262317015e-06;0.0;296.07378011516306;11.34544383931507;-0.5734637979479088
1.0;?;27.0;-0.1748052015347962;26.608783100978;0.1741194476556501;2.020485899201164e-06;0.0;295.35967822247324;11.374588929794728;-0.5734801824512687
1.0;1.1342210408308886;?;?;26.62309088489983;?;1.919461604241106e-06;0.0;294.6459774409849;11.371594663231424;?
1.0;1.155589086030211;27.0;-0.174411346345857;?;0.1706544706473027;1.8234885240290503e-06;0.0;293.93269397930925;?;-0.5735129507698173
1.0;1.1745953573196988;27.0;?;26.650963475111883;0.1689479259408296;?;0.0;293.21984382331215;?;-0.5735293345849929
1.0;1.1911463058494305;?;-0.1740174632512147;26.66450477003951;?;1.6456983929362182e-06;0.0;292.50744273852365;11.40565837513811;?
1.0;1.2051761035069908;27.0;-0.1738205112587949;26.67776850606011;?;1.5634134732894072e-06;0.0;291.7955062725227;11.412125397273106;-0.5735621015270908
1.0;?;27.0;-0.1736235523136667;26.69074507482718;0.1639300035924611;1.4852427996249368e-06;0.0;291.0840497572976;11.341820032415542;-0.5735784846540115
?;1.22554461675198;?;-0.1734265864234844;26.70342569500032;0.1622907035565365;1.41098065964369e-06;?;290.37308831158225;11.426023524732797;-0.5735948675514893
1.0;1.231885037604525;27.0;-0.1732296135963507;26.715802393576265;0.1606677965209711;1.3404316266615057e-06;0.0;289.66263684316846;11.460751837560304;-0.5736112502195407
1.0;1.2357056613141455;27.0;-0.1730326338399205;26.72786798687969;0.1590611185557614;1.27341004532843e-06;0.0;?;11.473484732922444;?
1.0;1.2370678535175;27.0;-0.1728356471622969;26.739616060527045;0.1574705073702038;1.2097395430620083e-06;0.0;?;?;?
1.0;1.2360546660314176;27.0;-0.1726386535711355;26.751040949656748;0.1558958022965017;1.1492525659089082e-06;0.0;?;11.433007971973998;-0.5736603968469784
?;1.2327691612368157;27.0;-0.1724416530745399;26.76213771810364;0.1543368442735367;1.0917899376134629e-06;?;286.8262216429059;11.163690732664756;?
1.0;1.227332632343123;27.0;-0.1722446456802782;?;0.1527934758308013;1.0372004407327897e-06;0.0;286.118536453808;10.916322586162876;-0.573693160117976
0.0;1.2149527754723806;27.0;?;26.78333066746953;0.1512655410724933;?;0.0;285.41144638551907;10.979947938092325;-0.5737095414092505
0.0;1.1911585067696175;27.0;-0.1718506102301661;26.79342043139652;0.1497528856617684;9.360733977613426e-07;0.0;284.70496493202427;?;?
?;1.156630444318626;27.0;-0.171653582190077;26.803169197709224;0.1482553568051507;8.892697278732755e-07;?;283.99910539403334;10.98375794673874;-0.5737423033033531
?;?;27.0;-0.1714565472839567;26.81257535658;?;8.448062414796117e-07;0.0;283.29388088108834;10.834600406181533;-0.5737586839061681
?;1.0584771216917024;?;-0.1712595055194625;26.82163789833119;?;8.025659294056311e-07;0.0;282.5893043136498;11.024928461480403;-0.573775064279468
0.0;?;27.0;?;26.83035639158397;0.1438520244526809;7.624376329353495e-07;0.0;281.8853884251615;10.916627845163884;-0.5737914444232696
0.0;0.9273159077712302;27.0;-0.1708654014474394;26.838730961165435;0.1424135042081541;7.243157512885821e-07;0.0;?;10.876978280625776;-0.5738078243375428
0.0;0.8517013867927444;27.0;-0.1706683391554507;26.84676226599666;0.1409893691660726;6.880999637241529e-07;0.0;280.47958869596795;10.87929825495272;-0.5738242040223047
0.0;0.7707097864218174;27.0;-0.1704712700368405;26.85445151315872;0.1395794754744118;6.536949655379453e-07;?;279.7777294053545;?;-0.5738405834775252
0.0;?;?;?;26.86180035498406;0.1381836807196677;6.21010217261048e-07;?;?;10.86735596909929;-0.5738569627032211
0.0;0.5966152369416163;27.0;-0.1700771113508387;26.868810924328432;0.1368018439124711;5.899597063979956e-07;0.0;278.376152002077;10.864001430937265;-0.5738733416993742
?;0.5055208761920379;?;-0.1698800217992135;26.875485800807635;0.1354338254733464;5.604617210780958e-07;0.0;277.67645737154413;10.794746824470623;-0.5738897204659663
0.0;0.4130470628909471;27.0;-0.1696829254524995;?;0.1340794872186129;5.32438635024191e-07;?;276.9775074866481;?;-0.5739060990030143
0.0;?;27.0;-0.1694858223183565;?;0.1327386923464268;5.058167032729815e-07;0.0;276.2793136565346;10.68307894019826;?
?;0.2277668483116427;27.0;?;?;?;4.805258681093324e-07;0.0;275.58188702098795;10.664252945254914;-0.5739388553884045
0.0;0.1367717533634862;27.0;-0.1690915957198802;26.89889440718917;0.1300971923687329;4.564995747038658e-07;0.0;274.88523855229374;10.731994813180462;-0.5739552332367338
0.0;0.0480049872942031;27.0;-0.168894472271092;26.903943653796286;0.1287962204450455;4.336745959686725e-07;0.0;274.1893790570819;?;-0.5739716108554926
?;-0.037751365649749;?;?;26.908680875031;0.1275082582405951;4.119908661702389e-07;0.0;273.4943191781513;10.327455917409536;?
?;-0.1197754117383879;27.0;?;26.913111186569022;0.1262331756581891;3.913913228617269e-07;0.0;272.800069396275;10.304822565472673;-0.5740043654042262
0.0;-0.1974101121373257;27.0;-0.1683030614218194;26.917239984235845;0.1249708439016072;3.718217567186406e-07;0.0;272.1066400319877;10.327087854874804;-0.5740207423341994
0.0;?;27.0;-0.168105910997228;?;0.1237211354625912;3.5323066888270853e-07;?;271.4140412473544;10.381864811580128;-0.5740371190345527
0.0;?;?;-0.1679087538485123;26.924615910408804;0.1224839241079653;3.355691354385731e-07;0.0;270.7222830477202;10.322571774858622;-0.5740534955053028
0.0;-0.3984566665861786;27.0;?;26.92787506182252;0.1212590848668856;3.1879067866664445e-07;0.0;270.03137528344394;10.465156942164146;-0.5740698717464199
?;-0.4533797626097953;?;-0.1675144194098049;26.930856697206064;0.1200464940182167;3.028511447333122e-07;0.0;269.3413276516118;?;-0.5740862477579206
?;?;27.0;?;26.93356732800918;0.1188460290780346;2.877085874966466e-07;0.0;268.652149697735;10.419105157455345;-0.5741026235397751
0.0;-0.5432286142953094;?;?;26.93601363791872;0.1176575687872542;2.733231581218143e-07;0.0;267.96385081742903;10.341667646731242;?
0.0;-0.5777998869302758;27.0;-0.1669228675171927;26.93820246312428;0.1164809930993817;2.596570002157236e-07;0.0;?;10.366793365611183;?
?;-0.6053563617632167;27.0;-0.1667256701885678;26.94014077560688;?;2.466741502049374e-07;0.0;266.5899271204703;10.272423830371393;-0.5741517495074898
0.0;-0.6259031914643057;27.0;-0.1665284661910282;26.94183566688121;0.114163021336704;2.343404426946905e-07;?;265.9043203604456;10.281383169859602;-0.5741681243707526
0.0;-0.6395139817904609;27.0;?;26.94329433218329;0.113021391123337;2.22623420559956e-07;0.0;265.21962879048755;10.321311872608868;-0.5741844990043364
1.0;?;27.0;-0.1661340382203094;26.94452405511464;0.1118911772121036;2.1149224953195819e-07;0.0;264.53586108132816;?;-0.5742008734082581
1.0;-0.627130462273723;?;-0.1659368142629074;?;0.1107722654399826;2.009176370553603e-07;0.0;263.85302576352416;10.052293752936526;-0.5742172475824878
1.0;-0.5974859821738124;?;-0.1657395836681449;26.94632616123386;?;?;0.0;263.1711312290192;10.200054115315238;-0.5742336215270423
1.0;-0.5533573366408504;27.0;-0.1655423464437992;26.946913421795728;?;?;0.0;262.49018573268984;10.184577724132334;?
?;?;27.0;-0.1653451025976474;?;0.1074822183841496;1.722617590703395e-07;0.0;261.810197393876;10.14482198472097;-0.5742663687270526
1.0;?;27.0;-0.1651478521378037;26.947497809304224;0.1064073962003081;1.6364867111682253e-07;?;261.13117419789467;10.244627489370316;-0.5742827419824955
1.0;-0.3445178572549056;27.0;-0.1649505950719338;26.94750996541324;0.105343322238305;1.554662375609814e-07;0.0;260.4531239975393;10.226123592775563;-0.5742991150082368
1.0;-0.2533106745444824;27.0;-0.1647533314081523;26.94734544738405;?;?;0.0;259.77605451456265;?;-0.5743154878042586
1.0;-0.1534042570968525;27.0;-0.1645560611541253;26.94701174950749;0.1032469901257628;1.4030827939878573e-07;0.0;?;10.0;-0.5743318603705424
1.0;-0.0461182356133849;27.0;-0.1643587843179681;26.946516337552623;0.1022145202245051;1.3329286542884644e-07;0.0;258.42488794134573;10.044138359470002;-0.5743482327071052
0.0;?;27.0;-0.1641615009074596;26.94586663817519;0.1011923750222601;?;?;?;10.0;-0.574364604813917
?;?;27.0;-0.1639642109303789;26.94507002880409;?;1.2029681104953394e-07;?;257.0777336868583;?;-0.5743809766909947
0.0;0.2636643485807513;?;-0.1637669143948419;26.944133828000457;0.0991786467593171;1.1428197049705722e-07;?;256.40567913255705;10.047308920150348;-0.5743973483383084
0.0;0.3550967132875218;27.0;-0.1635696113085162;26.943065286290285;0.0981868602917239;?;0.0;?;10.010410754658745;-0.5744137197558746
0.0;?;27.0;-0.1633723016795182;?;0.0972049916888067;1.0313947837359417e-07;0.0;255.0646500002736;10.0;-0.5744300909436638
0.0;?;27.0;?;?;?;9.798250445491445e-08;0.0;254.39568899204463;10.103265124855922;-0.5744464619016926
0.0;0.5849137081862229;27.0;-0.1629776628246267;26.93913692087201;0.0952706123541994;9.308337923216873e-08;?;253.7277725374227;?;-0.5744628326299428
0.0;0.645182337453553;?;-0.1627803336145186;26.937609865092806;0.0943179062306574;8.842921027056028e-08;0.0;253.0609071260411;?;-0.5744792031283962
?;0.6967685713862375;27.0;-0.1625829978933094;26.935985411913723;?;?;?;252.3950991318313;?;?
?;0.7395075960728913;27.0;-0.1623856556687803;26.934270236839783;0.0924409798966674;7.980736226918066e-08;0.0;251.7303548143325;10.307520559033422;-0.5745119434359331
0.0;?;27.0;-0.1621883069487128;26.932470895913067;0.0915165700977007;7.581699415572162e-08;0.0;251.0666803199872;10.212940461153504;-0.5745283132450035
0.0;?;27.0;-0.1619909517412252;26.93059382011766;0.0906014043967237;7.202614444793555e-08;0.0;250.40408168342395;10.200335621016748;-0.574544682824251
?;0.8143715515486726;27.0;-0.1617935900539875;26.92864531019717;1.0896953903527564;?;1.0;251.74256503400093;10.163864972315784;-0.5745610521736921
?;0.8218871156964251;27.0;-0.1615962218951183;26.92663153188106;1.078798436449229;?;0.0;252.9235109513454;10.215076770866222;?
0.0;0.821058023875622;27.0;?;26.9245585115072;1.0680104520847369;0.9025000617534156;0.0;253.9678429120968;?;-0.574593790183083
?;0.8122196037592676;27.0;-0.1612014661936161;26.92243213204489;1.057330347563889;0.8573750586657447;0.0;?;10.135185429711884;-0.5746101588430197
0.0;0.7957724717324807;27.0;-0.1610040786667734;?;1.0467570440882503;0.8145063057324575;0.0;255.71595595488608;10.248798223624243;-0.5746265272731239
0.0;0.7721760608047618;27.0;-0.1608066846998797;26.918042089604224;1.036289473647368;0.7737809904458346;0.0;256.44838888593046;10.243492764840113;?
0.0;0.7419418126740415;27.0;-0.1606092843007187;?;1.0259265789108942;0.7350919409235429;0.0;257.10218469817977;?;-0.5746592634437623
0.0;0.7056261291146142;?;-0.1604118774770741;26.91350547310951;1.0156673131217853;0.6983373438773658;0.0;?;10.070743842886843;-0.574675631184295
?;0.6638232033099037;?;-0.1602144642370667;26.911195292939887;1.0055106399905671;0.6634204766834975;0.0;?;10.0;-0.5746919986949459
?;0.6171575953439288;?;?;26.90886386433532;0.9954555335906616;0.6302494528493225;0.0;258.68271059426456;10.150870141015115;-0.5747083659757316
0.0;0.5662770383752481;?;-0.1598196185391007;26.906515985893435;0.985500978254755;0.5987369802068564;0.0;259.10680224873937;10.043694972576864;?
?;0.5118451501093378;27.0;-0.159622186096936;26.90415629388198;?;0.5688001311965136;0.0;259.48915375847673;?;-0.5747410998476348
