Accelerometer RKN_ accY;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit BACK accX;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;Accelerometer HIP accX;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
842.0;0.0;26;847.0;-373.0;213;-917.0;262.0;-124.0;-50.0;438.0;-454.0;26
842.0;-118.0;12;834.0;-355.0;213;-935.0;241.0;-192.0;-57.0;363.0;-407.0;12
1005.0;128.0;62;908.0;-10.0;212;-980.0;169.0;206.0;7.0;357.0;232.0;62
987.0;165.0;150;1268.0;4.0;525;-906.0;305.0;189.0;-129.0;-191.0;213.0;150
990.0;-7.0;-408;969.0;18.0;331;-895.0;-456.0;-464.0;-6.0;79.0;-367.0;-408
970.0;71.0;-48;817.0;80.0;205;-947.0;-231.0;-329.0;-73.0;244.0;-326.0;-48
544.0;255.0;46;817.0;-565.0;237;-880.0;-387.0;-112.0;13.0;-882.0;-494.0;46
665.0;-367.0;83;601.0;-781.0;264;-1104.0;177.0;35.0;18.0;849.0;163.0;83
962.0;117.0;62;893.0;87.0;261;-977.0;468.0;389.0;-39.0;-23.0;559.0;62
979.0;-7.0;26;965.0;20.0;283;-930.0;407.0;410.0;-96.0;14.0;448.0;26
991.0;-42.0;0;936.0;71.0;283;-940.0;410.0;405.0;-64.0;5.0;448.0;0
990.0;3.0;-11;951.0;59.0;288;-936.0;410.0;396.0;-59.0;-3.0;443.0;-11
989.0;63.0;1;939.0;81.0;289;-935.0;412.0;396.0;-42.0;1.0;438.0;1
1053.0;120.0;-19;950.0;122.0;238;-964.0;426.0;399.0;31.0;-51.0;513.0;-19
1438.0;447.0;-74;679.0;-804.0;552;-1222.0;110.0;-200.0;-128.0;654.0;-19.0;-74
886.0;-130.0;-16;943.0;-414.0;256;-971.0;149.0;-117.0;53.0;385.0;-352.0;-16
840.0;-31.0;-17;924.0;-374.0;247;-983.0;117.0;-117.0;94.0;407.0;-354.0;-17
861.0;99.0;-21;936.0;-377.0;239;-972.0;-98.0;-245.0;90.0;203.0;-410.0;-21
871.0;97.0;-10;930.0;-413.0;242;-971.0;172.0;-105.0;68.0;436.0;-343.0;-10
854.0;-18.0;-31;940.0;-387.0;239;-984.0;139.0;-140.0;56.0;413.0;-345.0;-31
860.0;-57.0;-16;946.0;-384.0;240;-970.0;-29.0;-290.0;119.0;-75.0;-430.0;-16
872.0;-55.0;-47;945.0;-390.0;262;-962.0;6.0;-184.0;81.0;151.0;-409.0;-47
861.0;-44.0;0;964.0;-375.0;221;-942.0;62.0;-207.0;117.0;142.0;-343.0;0
865.0;56.0;42;956.0;-406.0;223;-937.0;70.0;-208.0;118.0;110.0;-316.0;42
855.0;108.0;9;944.0;-380.0;227;-942.0;72.0;-195.0;133.0;103.0;-327.0;9
854.0;49.0;-8;908.0;-399.0;212;-994.0;305.0;-45.0;-16.0;552.0;-215.0;-8
865.0;211.0;6;896.0;-393.0;206;-980.0;13.0;-186.0;17.0;305.0;-370.0;6
841.0;-42.0;10;901.0;-393.0;210;-984.0;174.0;-89.0;26.0;399.0;-386.0;10
857.0;-27.0;-24;919.0;-394.0;209;-976.0;174.0;-116.0;11.0;420.0;-387.0;-24
840.0;90.0;33;901.0;-365.0;220;-974.0;167.0;-111.0;15.0;434.0;-386.0;33
860.0;-1.0;-8;902.0;-380.0;223;-968.0;157.0;-113.0;31.0;430.0;-386.0;-8
856.0;36.0;14;967.0;-391.0;222;-988.0;163.0;-58.0;-29.0;459.0;-392.0;14
850.0;13.0;-62;941.0;-384.0;218;-1005.0;160.0;-40.0;-5.0;458.0;-399.0;-62
960.0;-223.0;-1418;892.0;109.0;149;-1021.0;-402.0;-415.0;57.0;235.0;-591.0;-1418
854.0;-60.0;-37;937.0;-387.0;225;-978.0;162.0;-39.0;-2.0;454.0;-390.0;-37
872.0;-64.0;12;912.0;-382.0;237;-988.0;149.0;-41.0;4.0;466.0;-390.0;12
843.0;-13.0;-16;923.0;-372.0;220;-978.0;142.0;-17.0;8.0;438.0;-387.0;-16
867.0;-25.0;9;931.0;-383.0;218;-983.0;146.0;-28.0;12.0;444.0;-386.0;9
847.0;-110.0;-23;931.0;-377.0;222;-971.0;162.0;-7.0;14.0;457.0;-387.0;-23
845.0;43.0;17;923.0;-362.0;215;-1020.0;176.0;-3.0;15.0;459.0;-392.0;17
861.0;-14.0;9;918.0;-383.0;228;-972.0;172.0;-41.0;-19.0;436.0;-367.0;9
848.0;-73.0;-20;896.0;-388.0;220;-955.0;181.0;-46.0;14.0;431.0;-371.0;-20
866.0;-2.0;1;908.0;-388.0;230;-979.0;163.0;-9.0;49.0;466.0;-377.0;1
851.0;73.0;-2;927.0;-372.0;220;-994.0;117.0;-26.0;29.0;449.0;-351.0;-2
857.0;19.0;-8;908.0;-321.0;220;-949.0;107.0;-31.0;-59.0;429.0;-343.0;-8
844.0;12.0;-18;895.0;-330.0;216;-947.0;108.0;-30.0;-50.0;420.0;-348.0;-18
843.0;-62.0;-10;901.0;-374.0;217;-957.0;102.0;-38.0;-65.0;409.0;-330.0;-10
841.0;-47.0;51;888.0;-380.0;216;-950.0;106.0;-49.0;-18.0;412.0;-351.0;51
832.0;34.0;4;947.0;-394.0;220;-926.0;43.0;-208.0;-70.0;150.0;-566.0;4
839.0;2.0;15;953.0;-361.0;221;-910.0;50.0;-204.0;-68.0;123.0;-389.0;15
830.0;-6.0;-26;945.0;-376.0;220;-910.0;56.0;-225.0;-42.0;137.0;-417.0;-26
988.0;-351.0;-8;897.0;102.0;266;-994.0;420.0;340.0;30.0;310.0;265.0;-8
848.0;10.0;-4;916.0;-386.0;219;-907.0;55.0;-227.0;-30.0;138.0;-419.0;-4
836.0;-10.0;-28;951.0;-393.0;216;-904.0;54.0;-229.0;-64.0;134.0;-421.0;-28
850.0;8.0;0;956.0;-374.0;221;-906.0;56.0;-225.0;-57.0;132.0;-424.0;0
824.0;12.0;13;941.0;-382.0;223;-906.0;57.0;-225.0;-46.0;133.0;-423.0;13
845.0;10.0;15;923.0;-375.0;220;-905.0;57.0;-225.0;-49.0;132.0;-423.0;15
1008.0;-303.0;-27;784.0;-82.0;269;-978.0;234.0;132.0;-84.0;-169.0;-103.0;-27
982.0;-912.0;75;1024.0;122.0;417;-696.0;425.0;173.0;-109.0;13.0;218.0;75
998.0;342.0;122;840.0;0.0;288;-1091.0;301.0;329.0;-130.0;-189.0;202.0;122
848.0;-19.0;21;935.0;-385.0;217;-893.0;54.0;-228.0;-26.0;135.0;-399.0;21
827.0;-1494.0;-27;890.0;-372.0;213;-964.0;25.0;-142.0;-35.0;414.0;-559.0;-27
834.0;-48.0;-35;866.0;-374.0;209;-947.0;95.0;2.0;-59.0;434.0;-421.0;-35
839.0;23.0;6;838.0;-376.0;212;-955.0;90.0;-11.0;-48.0;473.0;-354.0;6
933.0;91.0;28;916.0;222.0;275;-982.0;75.0;-1.0;46.0;749.0;212.0;28
973.0;-677.0;-57;935.0;45.0;240;-1017.0;166.0;229.0;-14.0;-496.0;203.0;-57
983.0;-330.0;1565;958.0;33.0;668;-912.0;655.0;313.0;108.0;613.0;723.0;1565
854.0;-99.0;9;840.0;-379.0;215;-954.0;88.0;-35.0;-29.0;462.0;-305.0;9
1009.0;-325.0;2866;1020.0;48.0;-88;-1134.0;345.0;316.0;17.0;-117.0;430.0;2866
828.0;145.0;30;854.0;-355.0;209;-967.0;95.0;-79.0;-20.0;461.0;-382.0;30
833.0;181.0;-22;873.0;-362.0;209;-964.0;95.0;-81.0;-8.0;461.0;-415.0;-22
832.0;43.0;-26;912.0;-363.0;225;-885.0;39.0;-175.0;-10.0;279.0;-356.0;-26
841.0;8.0;27;932.0;-362.0;220;-904.0;38.0;-222.0;0.0;166.0;-349.0;27
848.0;-6.0;-11;948.0;-370.0;215;-902.0;37.0;-225.0;-1.0;165.0;-357.0;-11
941.0;6.0;1;915.0;-26.0;267;-989.0;41.0;-112.0;54.0;794.0;232.0;1
966.0;-315.0;53;947.0;132.0;246;-1036.0;403.0;337.0;69.0;399.0;397.0;53
858.0;4.0;-23;937.0;-364.0;228;-903.0;37.0;-227.0;-11.0;162.0;-377.0;-23
843.0;-10.0;-7;923.0;-360.0;219;-901.0;37.0;-226.0;-7.0;161.0;-384.0;-7
852.0;2.0;13;920.0;-370.0;221;-912.0;37.0;-225.0;-3.0;153.0;-381.0;13
852.0;-8.0;-39;938.0;-365.0;218;-899.0;39.0;-220.0;1.0;150.0;-390.0;-39
843.0;-18.0;-11;918.0;-373.0;223;-901.0;39.0;-219.0;-7.0;149.0;-392.0;-11
850.0;2.0;-27;936.0;-391.0;225;-901.0;39.0;-218.0;-2.0;150.0;-394.0;-27
843.0;7.0;4;917.0;-363.0;223;-896.0;39.0;-219.0;3.0;142.0;-395.0;4
863.0;-10.0;3;924.0;-364.0;224;-897.0;34.0;-257.0;-7.0;119.0;-395.0;3
850.0;0.0;5;924.0;-354.0;227;-897.0;21.0;-294.0;12.0;85.0;-396.0;5
