NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Ind.GL_Metall;PLC_PRG.MaterialIsMetal;MotorData.Motor_Pos4reached;MotorData.ActPosition;MotorData.Motor_Pos1reached
1;0;0;0;260014;0
1;0;0;0;245079;0
1;0;0;0;248356;0
1;0;0;0;254591;0
1;0;0;0;257462;0
1;0;0;0;257462;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;253634;0
1;0;0;0;247312;0
1;0;0;0;244093;0
1;0;0;0;237452;0
1;0;0;0;237452;0
1;0;0;0;234030;0
1;0;0;0;227708;0
1;0;0;0;224431;0
1;0;0;0;224431;0
1;0;0;0;224431;0
1;0;0;0;217384;0
1;0;0;0;211294;0
1;0;0;0;208017;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;251575;0
1;0;0;0;258477;0
1;0;0;0;258477;0
1;0;0;0;264480;0
1;0;0;0;267989;0
1;0;0;0;216021;0
1;0;0;0;209873;0
1;0;0;0;209873;0
1;0;0;0;206190;0
1;0;0;0;200013;0
1;0;0;0;200013;0
1;0;0;0;198331;0
1;0;0;0;204102;0
1;0;0;0;210105;0
1;0;0;0;213614;0
1;0;0;0;219704;0
1;0;0;0;219704;0
1;0;0;0;222836;0
1;0;0;0;228984;0
1;0;0;0;228984;0
1;0;0;0;248675;0
1;0;0;0;248675;0
1;0;0;0;254678;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;193865;0
1;0;0;0;197635;0
1;0;0;0;203870;0
1;0;0;0;203870;0
1;0;0;0;206741;0
1;0;0;0;213237;0
1;0;0;0;213237;0
1;0;0;0;222749;0
1;0;0;0;222749;0
1;0;0;0;229303;0
1;0;0;0;245079;0
1;0;0;0;245079;0
1;0;0;0;249081;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
