aimp;bed1;bed2;ced1;adfl;bso2;adbr;bfo1;cfo1;bfo2;bso3;cso1
0.0;1.0482794878472406;0.1172597885299362;309.46224390188183;0.0;-0.4242464732745205;1.0;13.78107449057376;16.642383791186592;47.37705354782225;0.3529363385951581;75.90629732138471
0.0;0.4700796156612013;0.0069055519370323;295.024867357676;1.0;0.7514866133328785;1.0;14.247174632512529;17.46249389674543;39.590585886036415;0.2950524875957052;65.78485002635371
0.0;0.6615684759687414;0.0394998836287577;306.82380919262584;1.0;1.3926168442332851;1.0;13.153634921309028;19.807492699125014;36.43965656039372;0.2693029424681905;61.65093719063407
0.0;0.894373586616366;0.1840295895445005;311.6262229873442;0.0;0.0750272824353287;1.0;11.101250235934195;23.20300792186536;33.634011992601664;0.2530622184168299;59.97960935591951
0.0;0.2540094671477815;7.312684993821533e-05;308.4122701447041;1.0;1.694030651946236;0.0;0.096348781965208;33.41193576720673;36.92877788854465;0.2814529383872939;67.44693156901542
0.0;0.8710678228522778;0.0289928445751943;304.9331487025664;0.0;-0.5639540528578277;0.0;2.589026513789201;24.696345740037923;41.80061858047149;0.3175861634028015;72.40844080238689
0.0;0.6777534469731848;0.02041657002439;282.46583308805407;1.0;1.0113395002227954;1.0;11.40705850128434;24.62458778102601;44.02829658881762;0.3478440621624756;71.4280491886408
0.0;0.4238279867735587;0.0014117246221782;295.4507251944811;1.0;-0.2791720684015528;1.0;11.577594107668968;23.451209140508222;44.43466958408597;0.3691769332356935;73.94157809999611
0.0;0.5027954316495941;0.0033763596344536;302.906284075422;0.0;-0.3972741831394391;1.0;10.78466187858918;24.428466136294;44.63847408654282;0.3754741819946056;74.32292773323968
0.0;0.596476056270367;0.0080750907096729;309.25693024479256;0.0;0.6950994358721384;1.0;9.758165199111763;25.408382405024224;45.05874972979504;0.382165004719857;74.08653862253563
0.0;0.6797285086480129;0.0157304280570275;313.16091152194133;0.0;0.8771653214989384;1.0;8.936411169906734;26.102165209219056;45.39202452436394;0.3859404345083042;73.93816916581628
0.0;0.7219785877381252;0.0213992675713685;314.63077794909964;1.0;0.4064047051927393;1.0;8.578222394092416;26.40754223114983;45.44929931286752;0.3846008610375865;74.04902028053338
0.0;0.7668548170638236;0.0291110102618247;315.86461002508344;1.0;-0.1034714719446424;1.0;8.198591125218508;26.70499656922432;45.00311400141168;0.382667003675492;74.28493212380471
0.0;0.7746008253169936;0.0306431686966576;316.0458681422941;1.0;-0.1651608797880779;1.0;8.134523256248137;26.753522519434625;44.928111512081735;0.3826488642466844;74.3318640373059
0.0;0.7824250760777713;0.0322559670491133;316.2198982376385;1.0;-0.2174900310777457;1.0;8.070007435893011;26.801632874760784;44.85292547090736;0.3827748209779562;74.37992068590758
0.0;0.2919690621514615;4.781740342560505e-05;310.4773523536775;0.0;0.2368354302925622;1.0;1.7657030051436118;28.80494717681487;32.408604185808244;0.25599074604404;61.0269760588638
0.0;0.7983114744187035;0.0357406837109288;316.5458695044841;0.0;-0.2955361302265117;1.0;7.943452086301441;26.8964388539674;44.80212307196592;0.3834822205197168;74.47779355677287
0.0;0.8145204309955143;0.0396018656076774;316.8417018196152;0.0;-0.3624757349968095;1.0;7.809043166739933;26.98898251681841;44.85143729830034;0.3842921920118033;74.57596206754953
0.0;0.8564973220079054;0.051179686250254;317.44384238213354;0.0;-0.4815207668023435;1.0;7.434005828743921;27.206075175827788;44.9757735072332;0.3863227202328977;74.81408027540529
0.0;0.8738876869787832;0.0567087936290903;317.62740754740537;0.0;-0.5020403705998631;1.0;7.283971697536215;27.285751279705813;45.02593133424661;0.3871365408839254;74.9032033376179
0.0;0.8916311468001052;0.062835228397884;317.7768598999645;0.0;-0.5034318186926869;1.0;7.137800213232803;27.36117134166416;45.07633284720732;0.387950649085115;74.98712464464208
0.0;0.9189241118460446;0.0732879176531669;317.9349755586807;0.0;-0.466237749370081;1.0;6.918273298865385;27.466098634881472;45.15239463594658;0.3891706668755007;75.10118668759756
0.0;0.9282061735818632;0.0771451764770178;317.96956650824166;0.0;-0.4429516772431574;1.0;6.83789227355578;27.49871247820929;45.17787170306855;0.3895764538006675;75.13567483198189
