InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit LUA Quaternion1
-211.0;-518.0;872.0;-505.0;94.0;489.0;-371.0
-178.0;289.0;-820.0;512.0;47.0;182.0;717.0
-120.0;616.0;-809.0;611.0;506.0;588.0;713.0
190.0;-357.0;886.0;-641.0;-36.0;-174.0;-636.0
-330.0;356.0;-660.0;428.0;564.0;433.0;711.0
798.0;179.0;-39.0;-111.0;162.0;388.0;73.0
795.0;183.0;-52.0;1.0;199.0;441.0;93.0
308.0;-223.0;714.0;-691.0;192.0;92.0;-325.0
797.0;189.0;-42.0;63.0;205.0;451.0;100.0
800.0;125.0;106.0;92.0;176.0;377.0;0.0
747.0;416.0;-387.0;277.0;439.0;565.0;335.0
798.0;111.0;135.0;63.0;164.0;353.0;-21.0
744.0;8.0;312.0;-75.0;-34.0;276.0;-132.0
771.0;88.0;265.0;19.0;-7.0;423.0;-2.0
781.0;291.0;-256.0;202.0;259.0;448.0;159.0
785.0;204.0;-169.0;170.0;268.0;435.0;97.0
796.0;198.0;-144.0;130.0;261.0;431.0;89.0
806.0;261.0;521.0;-65.0;192.0;608.0;48.0
837.0;220.0;216.0;40.0;170.0;692.0;194.0
819.0;322.0;58.0;243.0;251.0;576.0;248.0
735.0;252.0;-187.0;236.0;182.0;534.0;192.0
739.0;249.0;-204.0;231.0;206.0;530.0;185.0
585.0;175.0;643.0;-130.0;64.0;15.0;-140.0
814.0;328.0;-84.0;258.0;234.0;567.0;238.0
797.0;287.0;-168.0;174.0;288.0;490.0;175.0
797.0;159.0;89.0;157.0;128.0;381.0;-12.0
799.0;169.0;36.0;172.0;168.0;380.0;10.0
506.0;231.0;403.0;-111.0;382.0;233.0;62.0
823.0;228.0;98.0;76.0;437.0;492.0;153.0
746.0;95.0;172.0;133.0;144.0;303.0;-35.0
730.0;4.0;228.0;19.0;-4.0;241.0;-149.0
177.0;-464.0;781.0;-517.0;-451.0;-317.0;-642.0
420.0;642.0;-820.0;597.0;-65.0;-255.0;525.0
-190.0;325.0;-719.0;699.0;-10.0;-150.0;458.0
77.0;602.0;-920.0;552.0;-120.0;-203.0;560.0
721.0;458.0;-149.0;143.0;485.0;310.0;192.0
586.0;428.0;-99.0;181.0;709.0;383.0;428.0
802.0;275.0;110.0;228.0;84.0;403.0;106.0
848.0;621.0;-171.0;248.0;-125.0;-163.0;557.0
806.0;154.0;174.0;104.0;32.0;284.0;-18.0
805.0;122.0;111.0;34.0;55.0;369.0;-3.0
802.0;107.0;112.0;21.0;47.0;343.0;-21.0
819.0;-89.0;-40.0;-245.0;225.0;-524.0;138.0
891.0;315.0;205.0;-22.0;122.0;319.0;220.0
700.0;431.0;313.0;186.0;-79.0;411.0;-132.0
792.0;170.0;100.0;91.0;21.0;306.0;9.0
815.0;134.0;8.0;85.0;179.0;346.0;-5.0
817.0;171.0;3.0;124.0;226.0;413.0;68.0
792.0;173.0;104.0;92.0;17.0;318.0;21.0
-555.0;-549.0;708.0;-518.0;347.0;462.0;-392.0
-704.0;327.0;380.0;274.0;-461.0;564.0;263.0
