InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit LUA Quaternion1
529.0;246.0;537.0;-121.0;325.0;146.0;-30.0
709.0;352.0;-416.0;292.0;405.0;430.0;233.0
720.0;361.0;-410.0;291.0;407.0;442.0;248.0
731.0;380.0;-400.0;302.0;410.0;469.0;269.0
-255.0;340.0;-833.0;386.0;267.0;216.0;512.0
-322.0;325.0;-818.0;423.0;257.0;111.0;465.0
845.0;241.0;31.0;106.0;232.0;376.0;109.0
-344.0;312.0;-811.0;441.0;251.0;58.0;446.0
764.0;323.0;-287.0;194.0;378.0;547.0;238.0
799.0;325.0;-227.0;282.0;325.0;475.0;182.0
781.0;291.0;-256.0;202.0;259.0;448.0;159.0
782.0;295.0;-267.0;174.0;296.0;477.0;173.0
804.0;292.0;-161.0;130.0;288.0;514.0;178.0
797.0;287.0;-168.0;174.0;288.0;490.0;175.0
768.0;242.0;-224.0;225.0;299.0;430.0;138.0
785.0;204.0;-169.0;170.0;268.0;435.0;97.0
796.0;198.0;-144.0;130.0;261.0;431.0;89.0
821.0;185.0;-82.0;32.0;271.0;426.0;76.0
835.0;194.0;-41.0;27.0;271.0;431.0;86.0
757.0;19.0;242.0;-15.0;-34.0;255.0;-139.0
750.0;14.0;284.0;-39.0;-26.0;277.0;-133.0
744.0;8.0;312.0;-75.0;-34.0;276.0;-132.0
775.0;36.0;274.0;-57.0;32.0;318.0;-110.0
798.0;87.0;189.0;2.0;56.0;362.0;-65.0
804.0;108.0;147.0;21.0;52.0;362.0;-51.0
797.0;159.0;89.0;157.0;128.0;381.0;-12.0
799.0;169.0;36.0;172.0;168.0;380.0;10.0
804.0;244.0;71.0;125.0;215.0;544.0;168.0
799.0;223.0;40.0;110.0;162.0;522.0;128.0
796.0;217.0;21.0;113.0;155.0;519.0;117.0
811.0;221.0;44.0;85.0;99.0;460.0;62.0
813.0;215.0;58.0;75.0;96.0;455.0;55.0
815.0;192.0;103.0;59.0;83.0;438.0;26.0
813.0;183.0;112.0;55.0;78.0;428.0;17.0
806.0;165.0;124.0;59.0;68.0;411.0;-2.0
802.0;158.0;131.0;63.0;57.0;403.0;-10.0
788.0;109.0;181.0;35.0;4.0;309.0;-76.0
784.0;94.0;228.0;58.0;47.0;291.0;-93.0
796.0;118.0;104.0;-94.0;86.0;397.0;34.0
813.0;118.0;82.0;-112.0;129.0;403.0;20.0
805.0;122.0;111.0;34.0;55.0;369.0;-3.0
802.0;107.0;112.0;21.0;47.0;343.0;-21.0
797.0;84.0;118.0;-4.0;49.0;293.0;-53.0
812.0;108.0;139.0;58.0;149.0;311.0;-39.0
821.0;106.0;122.0;55.0;182.0;317.0;-32.0
821.0;105.0;74.0;40.0;193.0;320.0;-35.0
815.0;134.0;8.0;85.0;179.0;346.0;-5.0
817.0;171.0;3.0;124.0;226.0;413.0;68.0
777.0;228.0;-251.0;125.0;396.0;497.0;222.0
-407.0;275.0;-751.0;368.0;340.0;211.0;520.0
-373.0;292.0;-769.0;384.0;340.0;233.0;535.0
-297.0;327.0;-803.0;416.0;353.0;284.0;573.0
-271.0;342.0;-813.0;421.0;362.0;307.0;591.0
769.0;108.0;261.0;-132.0;265.0;363.0;55.0
790.0;176.0;209.0;-27.0;285.0;411.0;102.0
797.0;195.0;192.0;3.0;289.0;419.0;109.0
813.0;218.0;143.0;57.0;286.0;413.0;101.0
817.0;214.0;118.0;79.0;264.0;396.0;84.0
822.0;205.0;126.0;81.0;236.0;388.0;68.0
-285.0;376.0;-762.0;557.0;200.0;84.0;365.0
-261.0;380.0;-771.0;565.0;213.0;69.0;373.0
-252.0;375.0;-777.0;580.0;217.0;61.0;386.0
759.0;54.0;305.0;-64.0;-1.0;297.0;-54.0
782.0;32.0;264.0;-93.0;13.0;317.0;-76.0
784.0;74.0;242.0;41.0;-23.0;364.0;-51.0
756.0;64.0;348.0;-50.0;23.0;314.0;-34.0
775.0;86.0;304.0;-18.0;17.0;334.0;-18.0
777.0;113.0;287.0;13.0;-35.0;334.0;10.0
771.0;88.0;265.0;19.0;-7.0;423.0;-2.0
750.0;99.0;326.0;57.0;-17.0;431.0;-10.0
743.0;103.0;341.0;69.0;-17.0;424.0;-9.0
727.0;64.0;376.0;-3.0;4.0;323.0;-78.0
792.0;75.0;246.0;-42.0;13.0;289.0;-74.0
779.0;54.0;212.0;-5.0;-68.0;262.0;-89.0
769.0;67.0;250.0;19.0;-37.0;248.0;-88.0
754.0;73.0;320.0;15.0;-12.0;225.0;-82.0
752.0;49.0;324.0;-20.0;13.0;194.0;-98.0
795.0;19.0;120.0;-18.0;29.0;188.0;-55.0
790.0;23.0;175.0;2.0;60.0;188.0;-59.0
815.0;37.0;196.0;-122.0;171.0;260.0;6.0
827.0;42.0;64.0;2.0;224.0;351.0;-6.0
826.0;136.0;149.0;52.0;85.0;279.0;45.0
814.0;162.0;88.0;29.0;213.0;444.0;96.0
779.0;189.0;-153.0;256.0;231.0;374.0;82.0
780.0;193.0;-127.0;182.0;207.0;335.0;109.0
863.0;109.0;-69.0;-13.0;105.0;402.0;51.0
773.0;320.0;-239.0;140.0;96.0;503.0;149.0
798.0;286.0;-41.0;224.0;78.0;467.0;149.0
814.0;291.0;-10.0;227.0;141.0;432.0;128.0
828.0;304.0;84.0;244.0;177.0;454.0;143.0
797.0;217.0;144.0;167.0;55.0;416.0;84.0
792.0;173.0;104.0;92.0;17.0;318.0;21.0
792.0;170.0;100.0;91.0;21.0;306.0;9.0
800.0;209.0;136.0;136.0;67.0;351.0;44.0
803.0;207.0;167.0;117.0;79.0;363.0;53.0
774.0;231.0;212.0;185.0;-73.0;405.0;80.0
774.0;215.0;279.0;171.0;-9.0;361.0;35.0
767.0;218.0;327.0;176.0;24.0;355.0;29.0
784.0;157.0;296.0;93.0;112.0;284.0;-13.0
795.0;148.0;258.0;85.0;91.0;278.0;-20.0
806.0;154.0;174.0;104.0;32.0;284.0;-18.0
802.0;166.0;130.0;147.0;10.0;310.0;-8.0
