InertialMeasurementUnit RUA magneticY;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LLA magneticX;Accelerometer RWR accY;InertialMeasurementUnit RLA accX;InertialMeasurementUnit LUA magneticY;Accelerometer RUA^ accZ
-608.0;789.0;178.0;592.0;-520.0;-992.0;-27.0;14.0;856.0;689.0
-165.0;-127.0;877.0;330.0;320.0;548.0;746.0;-800.0;-420.0;382.0
-270.0;42.0;1037.0;0.0;299.0;460.0;1104.0;-1012.0;-191.0;199.0
-296.0;45.0;899.0;35.0;287.0;509.0;841.0;-860.0;-245.0;157.0
-815.0;757.0;-123.0;412.0;-899.0;-500.0;-364.0;328.0;879.0;389.0
-891.0;740.0;-119.0;576.0;-704.0;-337.0;-45.0;329.0;722.0;633.0
-889.0;741.0;-56.0;596.0;-702.0;-333.0;144.0;339.0;717.0;633.0
-885.0;745.0;-170.0;589.0;-692.0;-342.0;-298.0;325.0;725.0;733.0
-517.0;140.0;-246.0;732.0;-119.0;-587.0;-457.0;356.0;357.0;674.0
-875.0;752.0;-130.0;580.0;-662.0;-363.0;-215.0;287.0;740.0;715.0
-870.0;757.0;-154.0;642.0;-661.0;-366.0;-63.0;298.0;728.0;741.0
-416.0;155.0;-331.0;618.0;1.0;-625.0;-361.0;357.0;445.0;752.0
-872.0;758.0;-113.0;641.0;-662.0;-370.0;-96.0;287.0;729.0;739.0
-868.0;760.0;-135.0;662.0;-665.0;-377.0;151.0;266.0;723.0;718.0
-894.0;763.0;-160.0;429.0;-730.0;-358.0;85.0;269.0;772.0;712.0
-891.0;765.0;-208.0;492.0;-754.0;-366.0;54.0;393.0;793.0;694.0
-809.0;768.0;-10.0;279.0;-901.0;-554.0;277.0;309.0;887.0;434.0
-780.0;732.0;-265.0;708.0;-596.0;-488.0;-312.0;25.0;913.0;689.0
-774.0;729.0;419.0;659.0;-596.0;-476.0;352.0;16.0;916.0;514.0
-772.0;755.0;195.0;565.0;-653.0;-490.0;-196.0;-31.0;918.0;932.0
-576.0;134.0;-487.0;715.0;-236.0;-449.0;-238.0;416.0;187.0;699.0
-683.0;123.0;305.0;619.0;-325.0;523.0;236.0;-415.0;-242.0;730.0
-655.0;128.0;846.0;316.0;-70.0;837.0;1028.0;-824.0;-310.0;439.0
-419.0;114.0;1046.0;45.0;186.0;760.0;1144.0;-968.0;-365.0;209.0
-362.0;109.0;995.0;54.0;259.0;518.0;941.0;-911.0;-257.0;152.0
-352.0;114.0;983.0;-37.0;261.0;486.0;958.0;-939.0;-245.0;85.0
-342.0;112.0;1042.0;-49.0;265.0;451.0;946.0;-936.0;-234.0;79.0
-337.0;108.0;1004.0;-78.0;269.0;424.0;932.0;-966.0;-211.0;70.0
-354.0;122.0;1004.0;-106.0;257.0;434.0;900.0;-908.0;-215.0;46.0
-403.0;191.0;1027.0;-163.0;235.0;399.0;905.0;-951.0;-135.0;0.0
-394.0;164.0;1024.0;-170.0;241.0;394.0;970.0;-984.0;-171.0;-8.0
-440.0;231.0;1008.0;-112.0;202.0;361.0;984.0;-926.0;-103.0;21.0
-461.0;262.0;970.0;-89.0;188.0;350.0;879.0;-913.0;-69.0;68.0
-467.0;275.0;960.0;-92.0;186.0;348.0;894.0;-897.0;-57.0;57.0
-456.0;268.0;968.0;-91.0;203.0;361.0;894.0;-889.0;-63.0;83.0
-424.0;204.0;961.0;-72.0;222.0;373.0;940.0;-923.0;-103.0;69.0
-421.0;192.0;1030.0;-109.0;226.0;376.0;971.0;-950.0;-134.0;32.0
-425.0;189.0;984.0;-78.0;224.0;380.0;932.0;-944.0;-139.0;67.0
-424.0;186.0;1002.0;-59.0;223.0;382.0;936.0;-928.0;-142.0;68.0
-429.0;223.0;1027.0;-114.0;225.0;369.0;981.0;-963.0;-133.0;10.0
-438.0;233.0;954.0;-82.0;211.0;364.0;870.0;-838.0;-132.0;67.0
-413.0;231.0;922.0;-132.0;248.0;396.0;785.0;-768.0;-133.0;1.0
-416.0;223.0;1040.0;-118.0;242.0;413.0;966.0;-949.0;-122.0;14.0
-413.0;212.0;1015.0;-96.0;233.0;398.0;972.0;-950.0;-133.0;40.0
-406.0;193.0;1020.0;-75.0;253.0;401.0;986.0;-990.0;-158.0;46.0
-402.0;196.0;1105.0;-104.0;256.0;402.0;1000.0;-1009.0;-161.0;57.0
-407.0;220.0;980.0;-116.0;240.0;403.0;929.0;-925.0;-154.0;41.0
-426.0;242.0;755.0;-83.0;238.0;400.0;604.0;-651.0;-140.0;57.0
-891.0;749.0;-420.0;581.0;-677.0;-392.0;-280.0;290.0;732.0;570.0
-436.0;254.0;999.0;-72.0;250.0;393.0;962.0;-928.0;-107.0;79.0
-442.0;250.0;996.0;-37.0;234.0;393.0;883.0;-901.0;-121.0;116.0
-437.0;251.0;999.0;-31.0;228.0;397.0;962.0;-913.0;-123.0;125.0
-440.0;253.0;962.0;5.0;230.0;402.0;918.0;-902.0;-122.0;139.0
-424.0;229.0;998.0;-61.0;244.0;432.0;952.0;-930.0;-144.0;94.0
-421.0;213.0;997.0;-77.0;227.0;422.0;943.0;-928.0;-165.0;66.0
-457.0;246.0;988.0;40.0;206.0;411.0;956.0;-891.0;-173.0;161.0
-445.0;249.0;999.0;61.0;216.0;413.0;930.0;-877.0;-166.0;165.0
-440.0;227.0;963.0;72.0;217.0;418.0;898.0;-895.0;-183.0;191.0
