InertialMeasurementUnit RUA magneticY;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LLA magneticX;Accelerometer RWR accY;InertialMeasurementUnit RLA accX;InertialMeasurementUnit LUA magneticY;Accelerometer RUA^ accZ
-513.0;122.0;427.0;147.0;-45.0;451.0;628.0;-566.0;-231.0;305.0
-517.0;-262.0;-56.0;548.0;-454.0;601.0;-698.0;133.0;-606.0;828.0
-264.0;125.0;811.0;116.0;-52.0;-179.0;695.0;-131.0;341.0;-18.0
-489.0;216.0;642.0;80.0;221.0;287.0;428.0;-789.0;-150.0;348.0
-542.0;658.0;788.0;33.0;-54.0;162.0;702.0;-583.0;488.0;38.0
232.0;80.0;871.0;-288.0;304.0;-195.0;911.0;-937.0;284.0;-96.0
-466.0;479.0;751.0;59.0;5.0;455.0;690.0;-588.0;362.0;183.0
-488.0;488.0;730.0;-142.0;-9.0;437.0;547.0;-773.0;371.0;117.0
-548.0;416.0;974.0;-40.0;12.0;-550.0;936.0;-892.0;392.0;110.0
-410.0;460.0;680.0;-108.0;175.0;493.0;751.0;-689.0;397.0;35.0
-366.0;453.0;363.0;48.0;-371.0;-426.0;458.0;-131.0;446.0;-2.0
-492.0;497.0;261.0;-65.0;-516.0;-481.0;491.0;-163.0;456.0;357.0
-826.0;793.0;247.0;567.0;-690.0;-445.0;23.0;113.0;871.0;770.0
-258.0;94.0;640.0;-120.0;47.0;-367.0;775.0;-491.0;292.0;-132.0
-652.0;476.0;330.0;114.0;-343.0;326.0;440.0;-227.0;160.0;243.0
-875.0;-31.0;-155.0;641.0;-553.0;754.0;-39.0;191.0;-265.0;723.0
-639.0;790.0;150.0;533.0;-525.0;-1015.0;88.0;46.0;843.0;695.0
-573.0;495.0;572.0;340.0;-594.0;-241.0;384.0;-160.0;415.0;152.0
-472.0;463.0;365.0;70.0;-498.0;-175.0;181.0;-292.0;558.0;396.0
