PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT);NMHC(GT)
1168.0;59.9;4.5;10.3;0.7516;997.0;737.0;1341.0;631.0;1.3;89.0;80.0;81.0
760.0;23.3;9.7;39.6;1.6535;1082.0;965.0;1649.0;844.0;1.8;126.0;105.0;-200.0
867.0;23.8;8.2;35.4;1.3443;976.0;907.0;1546.0;719.0;-200.0;101.0;86.0;-200.0
827.0;60.0;9.2;16.2;1.0937;1124.0;949.0;1671.0;1008.0;-200.0;-200.0;-200.0;-200.0
779.0;36.3;10.2;24.3;1.0852;981.0;985.0;1572.0;1020.0;1.7;97.0;99.0;-200.0
858.0;71.8;5.6;17.1;1.3936;929.0;795.0;1373.0;815.0;-200.0;-200.0;-200.0;-200.0
781.0;44.2;10.4;23.1;1.2317;1075.0;993.0;1682.0;946.0;1.9;110.0;139.0;-200.0
714.0;51.8;15.4;15.1;0.8816;1215.0;1161.0;1802.0;1237.0;-200.0;-200.0;-200.0;-200.0
516.0;44.7;22.1;25.8;1.459;1381.0;1355.0;1931.0;1583.0;-200.0;-200.0;-200.0;-200.0
850.0;41.8;8.9;21.3;1.0449;1003.0;937.0;1622.0;1005.0;1.3;81.0;125.0;-200.0
812.0;55.5;11.6;12.3;0.7916;1247.0;1037.0;1618.0;1193.0;2.9;125.0;187.0;248.0
784.0;33.9;8.6;30.1;1.4257;1055.0;922.0;1634.0;990.0;1.4;79.0;95.0;-200.0
810.0;21.6;9.6;31.7;0.9959;1050.0;962.0;1496.0;879.0;2.0;120.0;107.0;-200.0
950.0;46.0;5.6;19.8;1.0524;890.0;791.0;1489.0;886.0;0.7;61.0;62.0;-200.0
951.0;69.8;6.4;11.4;0.939;1074.0;832.0;1507.0;980.0;1.7;75.0;101.0;102.0
667.0;70.4;12.2;15.9;1.2658;1124.0;1057.0;1569.0;1091.0;-200.0;-200.0;-200.0;-200.0
935.0;20.5;6.7;37.2;1.2813;1019.0;842.0;1565.0;729.0;1.2;73.0;70.0;-200.0
819.0;15.0;9.9;41.8;1.1989;1076.0;972.0;1525.0;923.0;1.3;109.0;111.0;-200.0
872.0;21.3;8.8;33.9;1.1067;974.0;930.0;1536.0;712.0;1.3;97.0;104.0;-200.0
846.0;39.8;6.0;28.0;1.4803;956.0;813.0;1544.0;1094.0;0.8;59.0;42.0;-200.0
971.0;59.6;3.8;20.3;1.3994;886.0;702.0;1528.0;767.0;0.6;43.0;31.0;-200.0
897.0;44.4;8.4;16.6;0.8313;1112.0;917.0;1542.0;931.0;1.9;90.0;124.0;172.0
830.0;32.2;14.9;23.3;0.9096;1417.0;1146.0;1831.0;1404.0;2.9;119.0;171.0;207.0
870.0;65.8;8.9;13.7;1.0254;1034.0;935.0;1605.0;941.0;2.2;98.0;122.0;-200.0
800.0;65.7;9.6;14.5;1.0804;1152.0;964.0;1705.0;1096.0;1.5;73.0;134.0;-200.0
749.0;14.3;11.1;42.8;1.2003;1079.0;1019.0;1559.0;929.0;1.5;113.0;108.0;-200.0
909.0;36.7;9.2;24.6;1.1202;1117.0;946.0;1657.0;915.0;1.9;86.0;105.0;-200.0
894.0;32.2;8.9;23.5;0.922;988.0;937.0;1543.0;1008.0;1.3;91.0;98.0;-200.0
767.0;60.4;7.5;18.0;1.2331;1072.0;880.0;1318.0;928.0;1.9;80.0;224.0;-200.0
790.0;38.7;9.0;24.7;1.1845;1025.0;939.0;1635.0;1103.0;1.5;93.0;107.0;-200.0
