PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT);NMHC(GT)
818.0;57.0;8.9;20.1;1.3216;1028.0;934.0;1743.0;987.0;1.6;88.0;141.0;-200.0
857.0;36.4;9.3;25.2;1.1528;959.0;949.0;1640.0;949.0;1.8;93.0;104.0;-200.0
807.0;59.0;5.6;24.1;1.7449;1055.0;795.0;1494.0;834.0;1.0;51.0;103.0;-200.0
787.0;31.5;7.7;34.2;1.6675;1019.0;889.0;1630.0;745.0;1.4;65.0;54.0;-200.0
784.0;34.4;8.2;28.4;1.314;982.0;906.0;1561.0;1002.0;1.6;91.0;79.0;-200.0
765.0;65.2;6.3;22.2;1.7256;1049.0;826.0;1521.0;917.0;1.1;51.0;150.0;-200.0
722.0;40.8;10.9;23.6;1.1746;973.0;1010.0;1616.0;1014.0;1.6;65.0;102.0;-200.0
785.0;39.2;7.2;33.2;1.9642;1069.0;867.0;1717.0;880.0;1.6;65.0;92.0;-200.0
753.0;69.1;6.3;21.3;1.7275;1082.0;825.0;1526.0;930.0;1.2;59.0;163.0;-200.0
732.0;60.2;8.1;23.8;1.7515;1096.0;903.0;1560.0;857.0;1.4;52.0;107.0;-200.0
770.0;50.0;7.7;29.4;2.0181;1050.0;887.0;1696.0;820.0;1.4;54.0;59.0;-200.0
736.0;45.0;8.4;30.8;1.9733;1068.0;917.0;1728.0;916.0;1.5;59.0;70.0;-200.0
764.0;70.8;6.9;19.0;1.5417;1035.0;851.0;1465.0;1002.0;1.3;69.0;132.0;-200.0
834.0;47.9;9.8;22.9;1.3208;1005.0;972.0;1514.0;952.0;1.7;102.0;279.0;-200.0
763.0;53.7;8.9;22.5;1.4486;1071.0;934.0;1504.0;942.0;1.7;94.0;179.0;-200.0
859.0;53.7;6.5;22.7;1.458;969.0;835.0;1437.0;773.0;1.0;64.0;97.0;-200.0
749.0;62.0;9.6;22.9;1.7127;1077.0;964.0;1571.0;923.0;1.8;93.0;163.0;-200.0
760.0;23.3;9.7;39.6;1.6535;1082.0;965.0;1649.0;844.0;1.8;126.0;105.0;-200.0
764.0;23.7;9.2;39.0;1.6346;1048.0;949.0;1607.0;831.0;1.5;86.0;88.0;-200.0
787.0;27.3;11.2;26.3;0.9238;970.0;1023.0;1552.0;1074.0;1.9;123.0;134.0;-200.0
916.0;66.5;6.5;16.9;1.2688;1012.0;833.0;1632.0;862.0;1.2;67.0;75.0;-200.0
815.0;65.8;8.2;16.0;1.1844;1147.0;906.0;1687.0;1126.0;1.3;80.0;152.0;-200.0
886.0;46.1;8.8;21.6;1.1725;1120.0;931.0;1652.0;971.0;2.1;89.0;118.0;-200.0
698.0;50.7;9.8;25.7;1.6491;1065.0;970.0;1724.0;1049.0;1.8;70.0;77.0;-200.0
909.0;36.7;9.2;24.6;1.1202;1117.0;946.0;1657.0;915.0;1.9;86.0;105.0;-200.0
697.0;43.0;8.6;27.0;1.5118;1062.0;923.0;1602.0;839.0;-200.0;-200.0;-200.0;-200.0
901.0;31.9;9.2;26.0;1.0566;1110.0;948.0;1632.0;891.0;2.0;86.0;101.0;-200.0
771.0;60.4;6.5;25.8;1.9759;1001.0;836.0;1662.0;821.0;1.2;57.0;49.0;-200.0
760.0;34.0;8.4;33.5;1.73;1012.0;914.0;1653.0;858.0;1.7;88.0;80.0;-200.0
652.0;56.9;23.7;11.2;0.7565;1597.0;1395.0;2080.0;1519.0;4.4;110.0;235.0;553.0
920.0;56.4;6.9;17.7;1.1342;1046.0;851.0;1595.0;908.0;1.4;77.0;94.0;-200.0
890.0;44.7;8.5;21.3;1.1157;1085.0;918.0;1639.0;871.0;1.6;79.0;89.0;-200.0
884.0;32.3;9.5;24.5;0.9815;1160.0;957.0;1637.0;861.0;1.9;106.0;131.0;-200.0
844.0;56.8;14.3;8.1;0.615;1309.0;1125.0;1687.0;1183.0;2.9;103.0;181.0;279.0
903.0;49.3;7.1;18.0;1.0086;1031.0;861.0;1534.0;825.0;1.6;94.0;97.0;-200.0
858.0;30.7;10.9;23.9;0.9002;1060.0;1010.0;1623.0;1074.0;2.0;102.0;135.0;-200.0
922.0;20.8;4.8;36.5;1.2446;947.0;751.0;1358.0;595.0;-200.0;-200.0;-200.0;-200.0
910.0;27.1;11.0;23.8;0.7858;1125.0;1016.0;1564.0;991.0;2.3;117.0;148.0;-200.0
936.0;65.8;5.5;18.4;1.3802;1065.0;789.0;1620.0;929.0;1.3;81.0;79.0;-200.0
866.0;56.3;5.9;22.6;1.5233;962.0;808.0;1430.0;868.0;1.1;74.0;99.0;-200.0
782.0;55.8;8.1;23.0;1.548;1040.0;903.0;1494.0;951.0;1.5;92.0;145.0;-200.0
912.0;78.3;6.9;14.5;1.2851;1060.0;851.0;1673.0;805.0;1.3;81.0;108.0;-200.0
736.0;62.2;10.8;10.5;0.7923;1055.0;1007.0;1301.0;1019.0;2.7;145.0;457.0;-200.0
767.0;22.5;12.7;34.4;1.205;1085.0;1075.0;1786.0;913.0;1.9;110.0;126.0;-200.0
857.0;56.9;10.0;17.7;1.1392;981.0;978.0;1682.0;835.0;1.6;72.0;79.0;-200.0
850.0;70.7;9.2;15.9;1.2672;1110.0;949.0;1733.0;842.0;2.1;79.0;96.0;-200.0
754.0;69.3;6.6;21.4;1.7515;1015.0;839.0;1473.0;970.0;-200.0;59.0;99.0;-200.0
824.0;61.4;11.0;15.0;1.0385;1075.0;1015.0;1722.0;949.0;2.1;97.0;107.0;-200.0
870.0;65.8;8.9;13.7;1.0254;1034.0;935.0;1605.0;941.0;2.2;98.0;122.0;-200.0
938.0;64.9;7.3;14.1;1.0405;1021.0;871.0;1586.0;805.0;1.8;81.0;93.0;-200.0
897.0;44.4;8.4;16.6;0.8313;1112.0;917.0;1542.0;931.0;1.9;90.0;124.0;172.0
896.0;67.8;7.5;13.5;1.042;1023.0;878.0;1568.0;969.0;2.0;91.0;106.0;-200.0
876.0;47.2;5.9;26.6;1.616;1007.0;809.0;1611.0;770.0;1.5;93.0;81.0;-200.0
831.0;44.1;6.8;27.3;1.5751;1034.0;850.0;1643.0;803.0;1.5;88.0;84.0;-200.0
833.0;43.4;7.3;27.7;1.5833;1035.0;868.0;1653.0;775.0;1.5;86.0;77.0;-200.0
778.0;50.0;8.5;23.6;1.4383;1077.0;920.0;1509.0;935.0;1.7;99.0;169.0;-200.0
878.0;42.8;9.3;18.6;0.9091;976.0;952.0;1582.0;834.0;2.4;114.0;174.0;-200.0
735.0;26.2;9.1;36.8;1.5984;1064.0;942.0;1650.0;801.0;1.7;78.0;94.0;-200.0
759.0;26.8;8.9;36.4;1.6038;1042.0;936.0;1630.0;770.0;1.5;72.0;84.0;-200.0
922.0;65.2;8.0;13.4;0.9996;1041.0;898.0;1595.0;891.0;2.0;97.0;130.0;-200.0
804.0;48.4;6.1;29.1;1.9186;1029.0;816.0;1624.0;778.0;1.4;54.0;75.0;-200.0
737.0;26.5;9.2;36.6;1.599;1103.0;946.0;1686.0;934.0;1.7;89.0;87.0;-200.0
784.0;33.9;8.6;30.1;1.4257;1055.0;922.0;1634.0;990.0;1.4;79.0;95.0;-200.0
1003.0;61.8;6.4;13.3;0.9433;984.0;829.0;1516.0;787.0;1.5;85.0;99.0;-200.0
950.0;46.0;5.6;19.8;1.0524;890.0;791.0;1489.0;886.0;0.7;61.0;62.0;-200.0
873.0;40.2;8.2;19.7;0.9108;951.0;908.0;1314.0;904.0;1.8;94.0;275.0;-200.0
826.0;31.2;11.6;24.2;0.9257;1105.0;1035.0;1643.0;877.0;2.0;86.0;117.0;-200.0
824.0;27.2;12.2;26.5;0.9282;1131.0;1058.0;1664.0;931.0;1.9;91.0;121.0;-200.0
1110.0;26.5;5.4;19.6;0.5974;913.0;785.0;1273.0;692.0;1.4;85.0;89.0;-200.0
648.0;43.2;10.3;26.9;1.5052;1076.0;988.0;1649.0;883.0;-200.0;-200.0;-200.0;-200.0
735.0;29.1;8.5;37.2;1.8185;1063.0;919.0;1676.0;821.0;1.7;60.0;46.0;-200.0
749.0;14.3;11.1;42.8;1.2003;1079.0;1019.0;1559.0;929.0;1.5;113.0;108.0;-200.0
907.0;49.7;7.2;17.6;0.9944;1020.0;866.0;1554.0;799.0;1.6;90.0;139.0;-200.0
846.0;52.8;8.7;17.2;1.0236;1066.0;927.0;1608.0;804.0;1.9;97.0;138.0;-200.0
