116;21;-24;183.0;-512.0;770.0;-10;945.0;40.0;789;374.0;487.0;317.0;110.0;-48.0;-549.0;-150.0;-420.0;807.0;-602.0;-861.0;-859.0;-867.0;74;-669.0;276.0;-45.0;-606.0;-461.0;-159.0
116;18;-24;466.0;-462.0;770.0;-1;939.0;632.0;796;-564.0;-96.0;931.0;614.0;-5.0;-304.0;-699.0;-331.0;910.0;-810.0;-429.0;-1018.0;-797.0;74;-658.0;772.0;81.0;-344.0;46.0;-328.0
116;17;-24;203.0;-433.0;690.0;-4;975.0;58.0;802;440.0;464.0;305.0;100.0;14.0;-484.0;-168.0;-404.0;817.0;-611.0;-828.0;-590.0;-1174.0;74;-678.0;386.0;-10.0;-609.0;-439.0;-512.0
103;261;-24;690.0;-945.0;270.0;276;938.0;506.0;795;33.0;702.0;454.0;92.0;142.0;982.0;500.0;511.0;162.0;-177.0;885.0;-397.0;1000.0;74;-711.0;332.0;-116.0;20.0;-290.0;-418.0
104;65;-24;709.0;-960.0;275.0;-249;947.0;528.0;792;-88.0;651.0;386.0;134.0;41.0;987.0;400.0;517.0;164.0;-269.0;927.0;-286.0;1007.0;75;-716.0;291.0;-127.0;31.0;-274.0;-324.0
104;12;-24;714.0;-963.0;243.0;130;934.0;531.0;804;73.0;645.0;424.0;134.0;206.0;992.0;380.0;513.0;117.0;-271.0;960.0;-312.0;989.0;75;-713.0;340.0;-95.0;26.0;-269.0;-340.0
106;-3905;-24;692.0;-961.0;281.0;-3074;615.0;526.0;808;124.0;678.0;273.0;151.0;255.0;980.0;424.0;508.0;173.0;-248.0;877.0;-357.0;1524.0;75;-692.0;300.0;-319.0;1.0;-249.0;-398.0
107;1644;-25;692.0;-961.0;249.0;1037;1087.0;524.0;787;128.0;679.0;497.0;155.0;238.0;968.0;428.0;509.0;137.0;-245.0;790.0;-346.0;930.0;75;-690.0;299.0;-331.0;-7.0;-246.0;-519.0
97;261;-24;686.0;-817.0;210.0;30;1334.0;507.0;775;47.0;674.0;314.0;133.0;240.0;872.0;416.0;519.0;84.0;-274.0;880.0;-327.0;764.0;74;-715.0;355.0;-608.0;19.0;-288.0;-390.0
103;169;-23;706.0;-928.0;250.0;505;905.0;509.0;805;70.0;629.0;404.0;115.0;299.0;970.0;333.0;516.0;123.0;-318.0;874.0;-287.0;949.0;74;-737.0;320.0;-169.0;67.0;-295.0;-292.0
112;30;-24;693.0;-944.0;206.0;-293;958.0;484.0;801;-177.0;638.0;383.0;110.0;167.0;958.0;405.0;514.0;152.0;-319.0;937.0;-293.0;1060.0;75;-754.0;323.0;107.0;108.0;-302.0;-275.0
112;57;-24;696.0;-955.0;209.0;101;942.0;487.0;805;-156.0;627.0;384.0;110.0;145.0;958.0;389.0;519.0;111.0;-330.0;937.0;-265.0;1009.0;75;-758.0;309.0;-6.0;116.0;-302.0;-243.0
99;19;-24;720.0;-979.0;207.0;13;1016.0;507.0;794;-67.0;511.0;964.0;117.0;517.0;998.0;68.0;510.0;79.0;-467.0;639.0;-513.0;861.0;75;-719.0;415.0;-517.0;52.0;-277.0;-799.0
99;18;-24;763.0;-967.0;300.0;-9;944.0;519.0;801;-63.0;221.0;345.0;154.0;48.0;990.0;-469.0;528.0;145.0;-566.0;-515.0;-1135.0;-122.0;75;-682.0;424.0;-578.0;-220.0;-257.0;-760.0
99;19;-24;588.0;-943.0;297.0;-3;976.0;672.0;805;188.0;-241.0;206.0;180.0;229.0;956.0;-709.0;500.0;177.0;-701.0;-835.0;-365.0;-506.0;75;-656.0;393.0;-260.0;-324.0;-231.0;239.0
99;20;-24;676.0;-979.0;263.0;22;913.0;526.0;802;-5.0;203.0;532.0;170.0;117.0;972.0;-595.0;490.0;187.0;-653.0;1035.0;-646.0;1830.0;75;-668.0;458.0;406.0;-273.0;-229.0;-881.0
99;17;-24;690.0;-971.0;270.0;26;933.0;535.0;803;94.0;660.0;365.0;123.0;185.0;1009.0;367.0;508.0;178.0;-294.0;942.0;-362.0;969.0;75;-686.0;295.0;-36.0;54.0;-254.0;-354.0
