InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
592.0;-460.0;794.0;195.0;-413.0;629.0;320.0;-848.0;-1.0;-303.0;121.0;-251.0
335.0;-611.0;741.0;195.0;-251.0;721.0;588.0;-946.0;22.0;-183.0;41.0;-284.0
331.0;-595.0;747.0;217.0;-270.0;711.0;567.0;-942.0;25.0;-171.0;36.0;-267.0
369.0;-577.0;752.0;259.0;-295.0;663.0;547.0;-927.0;35.0;-165.0;60.0;-267.0
390.0;-564.0;756.0;282.0;-307.0;642.0;533.0;-920.0;36.0;-162.0;76.0;-270.0
439.0;-573.0;750.0;347.0;-337.0;674.0;522.0;-894.0;68.0;-133.0;16.0;-300.0
596.0;-553.0;774.0;88.0;-217.0;647.0;582.0;-833.0;165.0;-37.0;-3.0;-224.0
645.0;-364.0;732.0;221.0;-297.0;566.0;561.0;-825.0;507.0;4.0;-413.0;110.0
605.0;-187.0;718.0;463.0;-356.0;520.0;521.0;-715.0;520.0;152.0;-422.0;395.0
425.0;-580.0;749.0;277.0;-322.0;679.0;540.0;-905.0;53.0;-217.0;26.0;-347.0
179.0;-630.0;674.0;-100.0;-344.0;685.0;573.0;-879.0;17.0;-458.0;122.0;-471.0
545.0;-595.0;744.0;233.0;-323.0;681.0;544.0;-788.0;15.0;33.0;68.0;-301.0
594.0;-602.0;731.0;302.0;-331.0;675.0;552.0;-769.0;32.0;69.0;47.0;-224.0
591.0;-602.0;729.0;302.0;-333.0;677.0;552.0;-777.0;37.0;58.0;39.0;-222.0
580.0;-603.0;727.0;302.0;-336.0;681.0;552.0;-794.0;45.0;26.0;25.0;-216.0
564.0;-601.0;723.0;404.0;-342.0;683.0;543.0;-773.0;65.0;-36.0;-7.0;-164.0
606.0;-513.0;764.0;237.0;-259.0;615.0;563.0;-823.0;98.0;-10.0;2.0;-145.0
592.0;-506.0;738.0;208.0;-295.0;628.0;554.0;-846.0;162.0;-29.0;-82.0;-141.0
593.0;-536.0;729.0;184.0;-298.0;646.0;558.0;-844.0;181.0;-41.0;-110.0;-163.0
564.0;-600.0;723.0;420.0;-342.0;682.0;542.0;-766.0;67.0;-51.0;-8.0;-159.0
567.0;-599.0;723.0;458.0;-342.0;679.0;541.0;-746.0;68.0;-96.0;-2.0;-143.0
569.0;-602.0;723.0;464.0;-344.0;679.0;540.0;-738.0;67.0;-128.0;5.0;-140.0
581.0;-585.0;751.0;292.0;-303.0;664.0;530.0;-757.0;9.0;-289.0;70.0;-127.0
549.0;-606.0;745.0;164.0;-280.0;686.0;564.0;-792.0;-18.0;-344.0;92.0;-156.0
543.0;-618.0;748.0;158.0;-265.0;704.0;570.0;-800.0;-34.0;-336.0;102.0;-168.0
598.0;-537.0;763.0;167.0;-241.0;631.0;580.0;-833.0;21.0;-49.0;68.0;-213.0
576.0;-523.0;747.0;191.0;-270.0;641.0;570.0;-857.0;108.0;-60.0;-52.0;-151.0
351.0;-618.0;737.0;199.0;-252.0;705.0;592.0;-943.0;18.0;-183.0;59.0;-288.0
574.0;-544.0;741.0;167.0;-271.0;659.0;572.0;-857.0;102.0;-72.0;-41.0;-178.0
578.0;-579.0;748.0;142.0;-255.0;671.0;576.0;-853.0;92.0;-75.0;-35.0;-212.0
578.0;-599.0;751.0;123.0;-248.0;674.0;577.0;-852.0;67.0;-83.0;-15.0;-230.0
360.0;-618.0;736.0;201.0;-252.0;698.0;594.0;-941.0;20.0;-184.0;66.0;-291.0
368.0;-615.0;735.0;202.0;-252.0;694.0;596.0;-938.0;25.0;-184.0;70.0;-293.0
388.0;-608.0;730.0;204.0;-257.0;682.0;601.0;-933.0;39.0;-185.0;78.0;-296.0
599.0;-522.0;709.0;293.0;-361.0;619.0;516.0;-829.0;142.0;-22.0;-95.0;-93.0
599.0;-527.0;677.0;243.0;-387.0;612.0;500.0;-836.0;202.0;-30.0;-147.0;-119.0
