Accelerometer LH accX;Accelerometer LUA_ accZ;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer LWR accY;InertialMeasurementUnit LLA accY;Accelerometer LUA^ accZ;Accelerometer RWR accZ;Accelerometer LUA_ accY
373.0;258.0;379.0;310.0;3092;963.0;-397.0;252.0;668.0;1053.0
382.0;184.0;516.0;265.0;810;1170.0;-379.0;300.0;505.0;1025.0
381.0;398.0;768.0;366.0;363;849.0;-264.0;200.0;631.0;920.0
248.0;261.0;538.0;276.0;838;914.0;-510.0;75.0;449.0;783.0
358.0;402.0;498.0;240.0;801;841.0;-340.0;204.0;595.0;933.0
270.0;334.0;486.0;231.0;799;854.0;-291.0;177.0;584.0;948.0
274.0;388.0;491.0;189.0;807;878.0;-296.0;199.0;565.0;950.0
306.0;321.0;441.0;187.0;794;868.0;-303.0;230.0;611.0;960.0
330.0;339.0;487.0;171.0;803;866.0;-328.0;264.0;596.0;962.0
337.0;348.0;462.0;187.0;806;887.0;-348.0;277.0;599.0;953.0
347.0;357.0;493.0;197.0;801;894.0;-311.0;244.0;611.0;972.0
364.0;366.0;457.0;205.0;806;878.0;-331.0;245.0;592.0;960.0
390.0;369.0;463.0;203.0;804;847.0;-315.0;251.0;645.0;960.0
361.0;371.0;456.0;197.0;801;846.0;-304.0;245.0;581.0;945.0
352.0;345.0;452.0;202.0;797;882.0;-311.0;259.0;602.0;953.0
341.0;366.0;459.0;200.0;796;883.0;-306.0;253.0;586.0;976.0
295.0;334.0;453.0;198.0;804;870.0;-323.0;260.0;641.0;956.0
303.0;350.0;464.0;194.0;803;884.0;-324.0;255.0;603.0;945.0
377.0;360.0;448.0;211.0;797;879.0;-325.0;276.0;588.0;970.0
411.0;387.0;449.0;198.0;805;867.0;-333.0;223.0;610.0;926.0
375.0;377.0;447.0;211.0;801;865.0;-296.0;234.0;587.0;969.0
338.0;337.0;454.0;226.0;796;868.0;-291.0;230.0;627.0;953.0
326.0;349.0;446.0;216.0;795;868.0;-303.0;254.0;599.0;942.0
305.0;340.0;439.0;216.0;804;878.0;-334.0;200.0;608.0;962.0
324.0;348.0;438.0;217.0;799;874.0;-283.0;183.0;566.0;952.0
238.0;293.0;438.0;163.0;802;882.0;-299.0;174.0;558.0;974.0
311.0;358.0;498.0;184.0;804;888.0;-301.0;209.0;582.0;962.0
256.0;348.0;436.0;200.0;803;855.0;-368.0;241.0;580.0;924.0
402.0;368.0;449.0;188.0;801;854.0;-321.0;237.0;591.0;957.0
339.0;367.0;463.0;189.0;797;882.0;-275.0;219.0;596.0;929.0
315.0;327.0;475.0;261.0;738;938.0;-301.0;156.0;759.0;1007.0
280.0;322.0;346.0;284.0;810;900.0;-322.0;133.0;701.0;1003.0
318.0;380.0;471.0;194.0;800;896.0;-284.0;237.0;596.0;950.0
237.0;272.0;546.0;316.0;778;856.0;-389.0;165.0;758.0;939.0
310.0;349.0;439.0;189.0;808;876.0;-340.0;266.0;590.0;943.0
272.0;351.0;460.0;260.0;810;898.0;-283.0;223.0;625.0;947.0
345.0;316.0;456.0;191.0;799;859.0;-345.0;267.0;601.0;958.0
358.0;375.0;450.0;186.0;801;871.0;-335.0;260.0;590.0;976.0
352.0;386.0;447.0;184.0;803;859.0;-317.0;287.0;619.0;950.0
324.0;359.0;461.0;191.0;803;884.0;-343.0;264.0;601.0;955.0
200.0;194.0;580.0;290.0;1248;1011.0;-244.0;388.0;594.0;997.0
338.0;397.0;458.0;184.0;803;872.0;-327.0;284.0;604.0;942.0
348.0;347.0;454.0;200.0;802;873.0;-354.0;285.0;611.0;925.0
237.0;306.0;906.0;235.0;810;908.0;-336.0;205.0;762.0;983.0
360.0;350.0;449.0;185.0;803;871.0;-332.0;257.0;581.0;969.0
340.0;373.0;448.0;183.0;805;873.0;-335.0;250.0;578.0;961.0
362.0;375.0;448.0;188.0;800;870.0;-340.0;263.0;585.0;939.0
331.0;369.0;456.0;187.0;809;860.0;-326.0;252.0;572.0;942.0
352.0;359.0;438.0;199.0;803;873.0;-322.0;260.0;592.0;942.0
348.0;355.0;446.0;195.0;801;885.0;-336.0;271.0;580.0;956.0
350.0;369.0;484.0;197.0;804;869.0;-302.0;258.0;554.0;951.0
310.0;381.0;453.0;183.0;802;858.0;-330.0;275.0;586.0;941.0
362.0;350.0;441.0;184.0;800;871.0;-370.0;254.0;574.0;934.0
305.0;410.0;490.0;219.0;801;849.0;-310.0;235.0;555.0;936.0
366.0;388.0;469.0;168.0;800;846.0;-358.0;286.0;624.0;933.0
350.0;376.0;459.0;160.0;805;859.0;-351.0;287.0;624.0;932.0
378.0;397.0;455.0;175.0;807;840.0;-344.0;291.0;646.0;947.0
351.0;379.0;464.0;175.0;805;846.0;-344.0;297.0;621.0;952.0
334.0;382.0;452.0;167.0;800;868.0;-356.0;279.0;618.0;954.0
377.0;398.0;461.0;190.0;797;868.0;-370.0;264.0;618.0;952.0
380.0;387.0;440.0;185.0;795;872.0;-319.0;262.0;581.0;940.0
381.0;401.0;486.0;195.0;805;859.0;-342.0;268.0;600.0;952.0
359.0;365.0;446.0;206.0;807;858.0;-382.0;260.0;642.0;958.0
305.0;367.0;440.0;179.0;807;858.0;-336.0;261.0;630.0;950.0
370.0;377.0;460.0;184.0;801;873.0;-350.0;254.0;575.0;980.0
297.0;364.0;473.0;182.0;794;878.0;-312.0;229.0;621.0;962.0
427.0;437.0;476.0;213.0;804;890.0;-318.0;254.0;591.0;936.0
497.0;455.0;452.0;156.0;824;757.0;-392.0;81.0;590.0;886.0
377.0;365.0;478.0;179.0;805;850.0;-322.0;237.0;632.0;965.0
406.0;342.0;432.0;256.0;808;916.0;-287.0;213.0;702.0;983.0
320.0;378.0;468.0;189.0;799;867.0;-341.0;264.0;647.0;960.0
350.0;360.0;451.0;183.0;804;880.0;-330.0;274.0;640.0;944.0
344.0;348.0;462.0;186.0;803;874.0;-332.0;231.0;611.0;951.0
370.0;386.0;467.0;221.0;811;858.0;-311.0;272.0;661.0;942.0
370.0;336.0;481.0;226.0;797;843.0;-312.0;222.0;506.0;888.0
307.0;368.0;472.0;182.0;801;877.0;-306.0;271.0;589.0;945.0
343.0;402.0;526.0;124.0;810;864.0;-334.0;247.0;656.0;960.0
322.0;378.0;441.0;193.0;799;870.0;-331.0;265.0;610.0;971.0
380.0;349.0;443.0;191.0;798;890.0;-308.0;253.0;610.0;969.0
281.0;497.0;414.0;413.0;792;725.0;-377.0;355.0;519.0;793.0
336.0;417.0;428.0;275.0;793;846.0;-302.0;214.0;562.0;946.0
397.0;446.0;497.0;200.0;799;849.0;-331.0;207.0;587.0;958.0
376.0;475.0;581.0;286.0;846;817.0;-312.0;229.0;698.0;887.0
399.0;397.0;522.0;209.0;810;882.0;-350.0;240.0;622.0;923.0
360.0;347.0;468.0;187.0;801;874.0;-320.0;245.0;569.0;947.0
371.0;354.0;461.0;180.0;803;865.0;-311.0;242.0;556.0;957.0
312.0;379.0;563.0;174.0;813;885.0;-358.0;249.0;661.0;961.0
276.0;341.0;693.0;189.0;810;992.0;-428.0;203.0;662.0;939.0
330.0;351.0;453.0;192.0;801;870.0;-318.0;262.0;605.0;954.0
368.0;344.0;463.0;169.0;802;861.0;-313.0;242.0;592.0;961.0
376.0;372.0;471.0;196.0;801;877.0;-343.0;252.0;600.0;933.0
344.0;363.0;457.0;194.0;803;849.0;-336.0;254.0;618.0;943.0
322.0;360.0;452.0;187.0;797;887.0;-337.0;252.0;579.0;927.0
371.0;350.0;439.0;192.0;802;879.0;-350.0;256.0;583.0;951.0
332.0;345.0;441.0;184.0;796;884.0;-340.0;257.0;624.0;964.0
370.0;376.0;444.0;183.0;800;864.0;-319.0;267.0;610.0;959.0
360.0;367.0;461.0;194.0;800;886.0;-316.0;238.0;595.0;935.0
418.0;373.0;475.0;177.0;801;857.0;-359.0;255.0;575.0;936.0
325.0;368.0;983.0;189.0;809;832.0;-329.0;206.0;664.0;953.0
405.0;373.0;485.0;168.0;794;861.0;-337.0;250.0;597.0;933.0
353.0;388.0;487.0;189.0;806;861.0;-331.0;275.0;629.0;962.0
364.0;387.0;483.0;176.0;803;860.0;-342.0;268.0;622.0;960.0
434.0;378.0;546.0;501.0;1463;780.0;-337.0;291.0;765.0;829.0
349.0;382.0;702.0;338.0;796;835.0;-336.0;151.0;908.0;921.0
347.0;358.0;467.0;186.0;794;881.0;-349.0;263.0;571.0;955.0
375.0;360.0;474.0;176.0;799;830.0;-366.0;284.0;603.0;897.0
392.0;387.0;476.0;174.0;787;874.0;-357.0;252.0;622.0;941.0
548.0;366.0;441.0;317.0;754;852.0;-206.0;222.0;437.0;923.0
378.0;376.0;476.0;175.0;797;852.0;-352.0;256.0;611.0;936.0
379.0;407.0;473.0;179.0;792;860.0;-338.0;265.0;574.0;963.0
370.0;394.0;478.0;177.0;810;877.0;-345.0;231.0;591.0;961.0
388.0;339.0;481.0;173.0;804;875.0;-337.0;271.0;626.0;962.0
366.0;370.0;463.0;182.0;803;851.0;-325.0;251.0;568.0;952.0
384.0;359.0;484.0;186.0;795;877.0;-354.0;250.0;584.0;968.0
398.0;398.0;470.0;185.0;802;855.0;-345.0;254.0;625.0;944.0
381.0;369.0;465.0;190.0;803;862.0;-341.0;265.0;574.0;962.0
371.0;384.0;457.0;182.0;800;865.0;-331.0;265.0;607.0;960.0
380.0;372.0;447.0;190.0;799;865.0;-317.0;243.0;580.0;943.0
358.0;387.0;453.0;196.0;797;870.0;-326.0;262.0;572.0;959.0
326.0;382.0;505.0;173.0;801;846.0;-356.0;292.0;614.0;950.0
322.0;381.0;475.0;172.0;800;851.0;-363.0;271.0;590.0;952.0
325.0;404.0;423.0;164.0;803;874.0;-396.0;274.0;554.0;943.0
247.0;492.0;626.0;207.0;805;865.0;-449.0;367.0;584.0;959.0
334.0;388.0;494.0;172.0;804;858.0;-385.0;251.0;661.0;956.0
506.0;389.0;404.0;286.0;870;909.0;-249.0;263.0;519.0;853.0
349.0;380.0;461.0;156.0;792;870.0;-332.0;269.0;593.0;952.0
324.0;376.0;470.0;310.0;739;898.0;-331.0;234.0;887.0;943.0
727.0;617.0;384.0;54.0;757;837.0;-470.0;334.0;615.0;915.0
358.0;361.0;452.0;209.0;800;886.0;-311.0;247.0;550.0;965.0
328.0;330.0;464.0;200.0;797;886.0;-307.0;249.0;582.0;971.0
322.0;361.0;488.0;176.0;803;877.0;-342.0;234.0;550.0;968.0
-22.0;266.0;542.0;200.0;788;869.0;-554.0;164.0;514.0;944.0
215.0;350.0;370.0;140.0;847;1173.0;-94.0;357.0;746.0;847.0
356.0;349.0;441.0;184.0;801;883.0;-371.0;242.0;552.0;934.0
443.0;348.0;452.0;196.0;800;922.0;-488.0;203.0;459.0;988.0
330.0;381.0;435.0;181.0;802;856.0;-331.0;254.0;560.0;958.0
322.0;381.0;464.0;192.0;799;860.0;-293.0;272.0;590.0;971.0
331.0;350.0;453.0;182.0;799;873.0;-324.0;279.0;587.0;948.0
296.0;388.0;490.0;151.0;803;869.0;-365.0;265.0;593.0;914.0
518.0;369.0;395.0;71.0;1118;1003.0;-266.0;265.0;624.0;1035.0
340.0;528.0;440.0;365.0;796;757.0;-364.0;392.0;493.0;821.0
226.0;349.0;481.0;44.0;804;970.0;-480.0;185.0;546.0;1006.0
336.0;322.0;475.0;181.0;804;871.0;-338.0;265.0;582.0;961.0
287.0;340.0;472.0;183.0;803;859.0;-337.0;285.0;563.0;924.0
422.0;358.0;455.0;169.0;804;827.0;-309.0;250.0;569.0;963.0
260.0;387.0;376.0;19.0;799;839.0;-269.0;309.0;581.0;952.0
64.0;151.0;388.0;-7.0;731;859.0;-369.0;209.0;639.0;1102.0
351.0;419.0;496.0;183.0;809;850.0;-348.0;293.0;566.0;941.0
350.0;321.0;460.0;172.0;798;886.0;-316.0;257.0;577.0;967.0
367.0;340.0;464.0;191.0;794;887.0;-349.0;262.0;564.0;972.0
356.0;310.0;467.0;195.0;796;881.0;-341.0;285.0;606.0;971.0
330.0;339.0;460.0;180.0;791;887.0;-304.0;257.0;585.0;962.0
