MotorData.IsAcceleration;NVL_Recv_Storage.GL_LightBarrier;NVL_Send_Storage.ActivateStorage;MotorData.Motor_Pos2reached;MotorData.ActSpeed;MotorData.IsForce;MotorData.ActCurrent;NVL_Recv_Storage.GL_I_Slider_OUT;NVL_Recv_Storage.GL_I_Slider_IN;NVL_Recv_Storage.GL_I_ProcessStarted;PLC_PRG.Gripper;MotorData.Motor_Pos3reached
0;1;0;0;0;-1;-5;0;1;0;0;0
0;1;0;0;0;-1;0;0;1;0;0;0
0;1;0;0;0;?;-5;0;1;0;0;0
0;?;0;0;0;4;0;0;1;0;0;0
0;?;0;0;0;4;0;0;1;0;0;0
0;?;0;0;0;0;0;0;1;0;0;0
0;?;0;0;0;1;-9;0;1;0;0;0
0;?;0;0;0;0;0;0;1;0;0;0
0;?;0;0;0;3;-5;0;1;0;0;0
0;?;0;0;0;-1;0;0;1;0;0;0
0;?;0;0;0;-1;0;0;1;0;0;0
0;?;0;0;0;-1;0;0;1;0;0;0
0;?;0;0;0;2;0;0;1;0;0;0
0;?;0;0;0;0;-5;0;1;0;0;0
0;?;0;0;0;0;12;0;1;0;0;0
0;?;0;0;0;-1;-9;0;1;0;0;0
0;1;0;0;0;-1;-9;0;1;0;0;0
0;1;0;0;0;-1;3;0;1;0;0;0
0;1;0;0;0;-1;-18;0;1;0;0;0
0;1;0;0;0;-3;7;0;?;0;0;0
0;1;0;0;0;0;0;0;?;0;0;0
0;1;0;0;0;0;?;0;?;0;0;0
0;1;0;0;0;-1;?;0;?;0;0;0
0;1;0;0;0;0;?;0;?;0;0;0
0;1;0;0;0;0;?;0;?;0;0;0
0;1;?;0;0;0;?;0;?;0;0;0
0;1;?;0;0;0;?;0;?;0;0;0
0;1;?;0;0;0;?;0;?;0;0;0
0;1;?;0;0;2;?;0;?;0;0;0
0;1;?;0;0;0;?;0;?;0;0;0
0;1;?;0;0;0;?;0;1;0;0;0
0;1;?;0;0;0;?;0;1;0;0;0
0;1;?;0;0;-1;?;0;1;0;0;0
0;1;?;0;0;-1;?;0;1;0;0;0
0;1;?;0;0;2;?;0;1;0;0;0
0;1;?;0;0;0;?;0;1;0;0;0
0;1;?;?;0;0;12;0;1;0;0;0
0;1;0;?;0;0;12;0;1;0;0;0
0;1;0;?;0;-1;3;0;1;0;0;0
0;1;0;?;0;5;-9;0;1;0;0;0
0;1;0;?;0;5;-9;0;1;0;0;0
0;1;0;?;0;5;-9;0;1;0;0;0
0;1;0;0;0;0;7;0;1;0;0;0
0;1;0;0;0;-1;0;?;1;0;0;0
0;1;0;0;0;-1;?;?;1;?;0;0
0;1;0;0;0;0;?;?;1;?;0;0
0;1;0;0;0;0;?;?;1;?;0;0
0;1;0;0;0;-3;?;?;1;?;0;0
0;1;0;0;?;0;?;?;1;?;0;0
0;1;0;0;?;4;?;?;1;?;0;0
0;1;0;0;?;-1;?;?;1;?;0;0
0;1;0;0;?;-1;?;?;1;?;0;0
0;1;0;0;?;0;?;?;1;?;0;0
0;1;0;0;?;0;?;?;1;?;0;0
0;1;0;0;?;2;?;?;1;?;0;0
0;1;0;0;?;0;?;?;?;?;0;0
0;1;0;?;?;2;?;?;?;?;0;?
0;1;0;?;0;2;?;?;?;?;0;?
0;1;0;?;0;0;?;?;1;?;0;?
0;1;0;?;0;-1;12;?;1;0;0;?
0;1;0;?;0;0;0;?;1;0;0;?
0;1;0;?;0;0;0;?;1;0;0;?
0;1;0;?;0;-1;-9;?;1;0;0;?
0;1;0;?;0;0;0;?;1;0;0;?
0;1;0;0;?;-1;0;0;1;0;0;?
0;1;0;0;?;-3;7;0;1;0;0;?
0;1;0;0;?;-3;7;0;1;0;0;?
0;1;0;0;?;-3;7;0;1;0;0;0
0;1;0;0;?;1;0;0;1;0;0;0
0;1;0;0;?;0;7;0;1;0;0;0
0;1;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;?;0;0;1;0;0;0
0;1;0;0;0;?;0;0;1;0;0;0
0;1;0;0;0;?;-14;0;1;0;0;0
?;1;0;0;0;?;7;?;1;0;0;0
?;1;0;0;0;?;7;?;1;0;0;0
?;?;0;0;0;?;7;?;1;0;0;0
?;?;0;0;0;?;7;?;1;0;0;0
?;1;0;0;0;?;0;?;1;0;0;0
?;1;0;0;0;?;-9;?;1;0;0;0
?;1;0;0;0;?;?;?;1;0;0;0
?;1;0;0;0;?;?;?;1;0;0;0
?;1;0;0;0;?;?;?;1;0;0;0
?;1;0;0;0;-1;?;?;1;0;0;0
?;1;0;0;0;-3;?;?;1;0;0;0
0;1;0;0;0;0;?;0;1;0;0;0
0;1;0;0;0;-1;?;0;1;0;0;0
0;1;0;0;0;1;?;0;1;0;0;0
0;1;0;0;0;1;?;0;1;0;0;0
0;1;0;0;0;4;-5;0;1;0;0;0
0;1;0;0;0;4;-5;0;1;0;0;0
0;1;0;0;0;2;12;0;1;0;0;0
0;1;?;0;0;?;0;0;1;0;0;0
0;1;?;0;0;?;12;0;1;0;0;0
0;1;0;0;0;?;12;0;1;0;0;0
0;1;0;0;0;?;3;0;1;0;0;0
0;1;0;0;0;?;-5;0;1;0;?;0
0;1;0;0;0;?;-14;0;1;0;?;0
0;?;0;0;0;?;-14;0;1;0;?;0
0;?;0;0;0;?;0;0;1;0;?;0
0;1;0;0;0;?;16;0;1;0;?;0
0;1;0;0;0;?;3;0;1;0;?;0
0;1;0;0;0;?;3;0;1;0;0;0
0;1;0;0;0;?;3;0;1;0;0;0
0;1;0;0;0;?;3;0;1;0;0;0
0;1;0;0;0;?;-5;0;1;0;0;0
0;1;0;0;0;?;0;0;1;0;0;0
0;1;0;0;0;?;7;0;1;0;0;0
0;1;0;0;0;?;7;0;1;0;0;0
0;1;0;0;0;?;7;0;1;?;0;0
0;1;?;0;0;?;?;0;1;?;0;0
0;1;?;0;0;?;?;0;1;?;0;0
0;1;?;0;0;?;?;0;1;?;0;0
0;1;?;0;0;?;?;0;1;?;0;0
0;1;?;0;0;?;?;0;1;?;0;0
0;1;?;0;0;0;?;0;1;?;0;0
0;1;?;0;0;0;?;0;1;?;0;0
0;1;?;0;0;-1;?;0;1;?;0;0
0;1;?;0;0;-1;12;0;1;?;0;0
0;1;?;0;0;-1;12;0;1;?;0;0
0;1;?;0;0;0;-5;0;1;?;0;0
0;1;?;0;0;1;0;0;1;?;0;0
0;1;?;0;0;-1;-9;0;1;?;0;0
0;1;?;0;0;0;12;0;1;?;0;0
0;1;?;0;0;0;12;?;1;0;0;0
0;1;?;0;0;2;7;?;1;0;0;0
0;1;?;0;0;0;-5;?;1;0;0;0
