2152;NOx(GT);441.0
356;PT08.S3(NOx);958.0
2234;NOx(GT);265.0
2375;AH;1.3306
1890;PT08.S4(NO2);1600.0
2498;NOx(GT);245.0
674;RH;71.3
1887;PT08.S2(NMHC);1367.0
134;RH;66.5
2851;RH;14.5
115;AH;0.8904
2034;RH;31.0
973;RH;79.4
1893;AH;0.9931
2024;PT08.S4(NO2);1756.0
65;T;12.4
2043;PT08.S5(O3);1034.0
1675;PT08.S3(NOx);796.0
2343;NO2(GT);142.0
1374;PT08.S3(NOx);938.0
1429;PT08.S3(NOx);987.0
1338;CO(GT);2.6
1864;CO(GT);-200.0
606;T;15.3
1550;T;18.5
1242;C6H6(GT);9.2
1138;PT08.S4(NO2);1224.0
1779;T;23.9
2238;T;24.9
1775;NOx(GT);77.0
2704;NO2(GT);134.0
1027;PT08.S3(NOx);814.0
2629;CO(GT);0.7
1892;T;28.9
1278;RH;44.1
2676;NOx(GT);49.0
2542;PT08.S3(NOx);942.0
2625;PT08.S2(NMHC);679.0
1182;T;17.9
2801;RH;23.2
2057;RH;31.3
1074;RH;29.5
819;RH;49.6
1861;CO(GT);-200.0
1857;CO(GT);-200.0
390;PT08.S5(O3);644.0
2705;PT08.S1(CO);1246.0
2042;NMHC(GT);-200.0
2510;T;20.5
1611;T;23.7
78;PT08.S1(CO);1418.0
1388;NMHC(GT);-200.0
1484;NO2(GT);94.0
1647;NO2(GT);139.0
1536;RH;43.1
943;PT08.S4(NO2);1658.0
2085;PT08.S5(O3);609.0
2808;C6H6(GT);19.0
1099;PT08.S4(NO2);1185.0
2284;CO(GT);0.9
623;CO(GT);2.0
1240;PT08.S3(NOx);854.0
718;PT08.S3(NOx);-200.0
481;NO2(GT);101.0
2342;T;21.3
2588;NO2(GT);86.0
68;NOx(GT);153.0
2895;RH;35.3
961;PT08.S5(O3);889.0
2180;AH;1.2917
2028;CO(GT);-200.0
2442;RH;-200.0
1943;PT08.S5(O3);589.0
709;AH;-200.0
2661;NMHC(GT);-200.0
480;PT08.S4(NO2);1527.0
2761;PT08.S3(NOx);942.0
1067;PT08.S2(NMHC);700.0
449;AH;0.5222
984;NOx(GT);-200.0
1263;CO(GT);1.2
2850;AH;1.1216
51;NO2(GT);170.0
942;T;15.0
1494;NMHC(GT);-200.0
80;PT08.S4(NO2);1624.0
1213;CO(GT);1.7
2199;NOx(GT);290.0
1045;PT08.S3(NOx);1041.0
1136;PT08.S1(CO);826.0
1985;PT08.S4(NO2);1870.0
60;PT08.S5(O3);819.0
2226;RH;21.0
1903;NOx(GT);138.0
1186;PT08.S2(NMHC);608.0
1737;PT08.S1(CO);1123.0
2290;CO(GT);0.3
1394;C6H6(GT);10.5
556;PT08.S5(O3);1399.0
2279;NMHC(GT);-200.0
318;NO2(GT);86.0
91;AH;0.8474
482;NMHC(GT);301.0
273;PT08.S4(NO2);1355.0
38;RH;65.1
361;PT08.S4(NO2);1748.0
655;PT08.S5(O3);575.0
491;PT08.S1(CO);851.0
2098;RH;78.6
1192;PT08.S1(CO);1408.0
2154;NO2(GT);149.0
2702;C6H6(GT);17.1
331;C6H6(GT);6.7
1976;PT08.S2(NMHC);644.0
465;NMHC(GT);32.0
2435;NO2(GT);62.0
2815;C6H6(GT);9.8
155;NOx(GT);54.0
1168;T;19.3
642;PT08.S3(NOx);881.0
2964;NO2(GT);43.0
1094;PT08.S5(O3);375.0
1065;NOx(GT);109.0
2162;NO2(GT);170.0
324;NO2(GT);54.0
137;PT08.S3(NOx);628.0
194;NMHC(GT);-200.0
2236;T;27.2
2731;T;35.6
1423;NO2(GT);-200.0
1265;PT08.S1(CO);1085.0
2500;T;25.2
2098;PT08.S4(NO2);1739.0
947;NOx(GT);-200.0
1061;AH;0.9875
1752;PT08.S4(NO2);1965.0
2780;T;37.9
675;PT08.S5(O3);982.0
1452;PT08.S3(NOx);1213.0
1101;AH;0.5675
2182;NO2(GT);116.0
1280;NO2(GT);52.0
1888;AH;1.0614
2705;NOx(GT);261.0
2524;PT08.S3(NOx);713.0
2319;RH;39.9
79;T;13.9
1862;PT08.S3(NOx);739.0
2241;CO(GT);0.6
2545;NO2(GT);103.0
2917;NMHC(GT);-200.0
