device;co;humidity;light;lpg;motion;smoke;temp
b8:27:eb:bf:9d:51;0.0047993363075724;51.6;False;0.0074751589309915;False;0.0199110677909734;21.9
b8:27:eb:bf:9d:51;0.0048496770925245;51.7;False;0.0075317975471891;False;0.0200722599225068;21.9
b8:27:eb:bf:9d:51;0.0048455539124078;51.5;False;0.0075271646756203;False;0.0200590717697767;21.7
b8:27:eb:bf:9d:51;0.0048579603854973;51.7;False;0.0075411014972846;False;0.0200987466601496;21.9
b8:27:eb:bf:9d:51;0.0048745408555643;52.1;False;0.0075597118227908;False;0.0201517337232859;21.9
b8:27:eb:bf:9d:51;0.0048800737788083;52.0;False;0.0075659182130913;False;0.020169406451243;21.9
b8:27:eb:bf:9d:51;0.0048801138116122;51.6;False;0.0075659631115912;False;0.0201695343035519;22.0
b8:27:eb:bf:9d:51;0.0048662251126679;51.6;False;0.0075503802217331;False;0.0201251638038531;22.0
b8:27:eb:bf:9d:51;0.0048456082436525;51.5;False;0.0075272257301694;False;0.0200592455669642;22.1
b8:27:eb:bf:9d:51;0.0048648481895219;51.6;False;0.0075488346670234;False;0.0201207633534044;22.1
b8:27:eb:bf:9d:51;0.0048704282384401;51.8;False;0.0075550973556956;False;0.0201385946458771;22.1
b8:27:eb:bf:9d:51;0.0048634369294563;51.6;False;0.0075472504445922;False;0.0201162528732959;22.1
b8:27:eb:bf:9d:51;0.0048662650151192;51.6;False;0.0075504250092278;False;0.02012529132219;22.1
b8:27:eb:bf:9d:51;0.0048565514182895;51.6;False;0.0075395192287801;False;0.0200942420579129;22.1
b8:27:eb:bf:9d:51;0.0048648481895219;51.6;False;0.0075488346670234;False;0.0201207633534044;22.1
b8:27:eb:bf:9d:51;0.0048455539124078;51.6;False;0.0075271646756203;False;0.0200590717697767;22.1
b8:27:eb:bf:9d:51;0.0048386974470605;51.6;False;0.0075194582256617;False;0.0200371354486201;22.1
b8:27:eb:bf:9d:51;0.0048717472037065;51.6;False;0.0075565773875766;False;0.0201428087789691;22.1
b8:27:eb:bf:9d:51;0.0048524215303587;51.6;False;0.0075348806378064;False;0.0200810367015512;22.1
b8:27:eb:bf:9d:51;0.0048731810543313;51.6;False;0.0075581862084164;False;0.0201473896800323;22.1
b8:27:eb:bf:9d:51;0.0048634717134941;51.7;False;0.0075472894932488;False;0.0201163640489465;22.2
b8:27:eb:bf:9d:51;0.0048662251126679;51.9;False;0.0075503802217331;False;0.0201251638038531;22.2
b8:27:eb:bf:9d:51;0.0048648481895219;51.9;False;0.0075488346670234;False;0.0201207633534044;22.2
b8:27:eb:bf:9d:51;0.0048579256466937;51.9;False;0.0075410624871757;False;0.0200986356004594;22.1
b8:27:eb:bf:9d:51;0.0048469245699355;51.9;False;0.0075287048894342;False;0.0200634561543376;22.2
b8:27:eb:bf:9d:51;0.0048373491146564;51.9;False;0.0075179423874427;False;0.0200328208129216;22.2
b8:27:eb:bf:9d:51;0.0048662251126679;51.9;False;0.0075503802217331;False;0.0201251638038531;22.2
b8:27:eb:bf:9d:51;0.0048620609116773;51.8;False;0.0075457056612667;False;0.0201118547434336;22.2
b8:27:eb:bf:9d:51;0.0048373491146564;51.7;False;0.0075179423874427;False;0.0200328208129216;22.2
b8:27:eb:bf:9d:51;0.0048593548295662;51.8;False;0.0075426673313497;False;0.0201032045381862;22.2
b8:27:eb:bf:9d:51;0.0048455539124078;51.8;False;0.0075271646756203;False;0.0200590717697767;22.2
b8:27:eb:bf:9d:51;0.0048387171088759;51.8;False;0.0075194803292363;False;0.0200371983639998;22.2
b8:27:eb:bf:9d:51;0.0048579603854973;51.9;False;0.0075411014972846;False;0.0200987466601496;22.2
b8:27:eb:bf:9d:51;0.0048455736062015;51.8;False;0.007527186806475;False;0.0200591347672057;22.2
b8:27:eb:bf:9d:51;0.0048552024669213;51.0;False;0.0075380042390162;False;0.0200899290537125;22.3
b8:27:eb:bf:9d:51;0.0048593350714777;51.8;False;0.0075426451456785;False;0.02010314137587;22.2
b8:27:eb:bf:9d:51;0.004893967695043;51.9;False;0.0075814947232333;False;0.0202137649949575;22.3
b8:27:eb:bf:9d:51;0.0048400855471052;51.8;False;0.0075210186498806;False;0.0200415770544955;22.2
b8:27:eb:bf:9d:51;0.0048565861458152;51.9;False;0.0075395582292764;False;0.020094353088687;22.2
b8:27:eb:bf:9d:51;0.0048926601457225;52.1;False;0.0075800293477344;False;0.020209591656372;22.3
b8:27:eb:bf:9d:51;0.0048510490887035;51.8;False;0.0075333389025806;False;0.0200766477407693;22.2
b8:27:eb:bf:9d:51;0.0048524215303587;51.9;False;0.0075348806378064;False;0.0200810367015512;22.3
b8:27:eb:bf:9d:51;0.0048538291225545;51.9;False;0.0075364617341861;False;0.0200855377779576;22.3
b8:27:eb:bf:9d:51;0.0048469245699355;51.8;False;0.0075287048894342;False;0.0200634561543376;22.2
