device;co;humidity;light;lpg;motion;smoke;temp
1c:bf:ce:15:ec:4d;0.0042451449959396;77.5;True;0.0068402376524605;False;0.0181099375964697;26.799999237060547
b8:27:eb:bf:9d:51;0.0047551521495894;52.0;False;0.0074253116284633;False;0.0197692724314821;22.2
b8:27:eb:bf:9d:51;0.0047378903696414;51.9;False;0.0074058026190834;False;0.019713794856732;22.3
b8:27:eb:bf:9d:51;0.0047537867190548;51.9;False;0.0074237691532796;False;0.019764885748069;22.2
b8:27:eb:bf:9d:51;0.0047551903853642;51.9;False;0.0074253548202073;False;0.0197693952664476;22.2
b8:27:eb:bf:9d:51;0.0047378639584144;51.9;False;0.0074057727544563;False;0.019713709938622;22.3
b8:27:eb:bf:9d:51;0.0047418751873571;51.9;False;0.0074103079442802;False;0.0197266057210228;22.2
b8:27:eb:bf:9d:51;0.0047591536346348;51.9;False;0.0074298312492505;False;0.0197821262507772;22.2
b8:27:eb:bf:9d:51;0.0047457934619985;51.9;False;0.0074147370133659;False;0.0197392002691921;22.2
b8:27:eb:bf:9d:51;0.0047872468244206;49.5;False;0.0074615325831148;False;0.0198722999362762;21.8
b8:27:eb:bf:9d:51;0.0047472163910789;51.9;False;0.0074163451880686;False;0.0197437734189108;22.3
b8:27:eb:bf:9d:51;0.0047405934162766;51.9;False;0.0074088588591427;False;0.0197224851984602;22.3
b8:27:eb:bf:9d:51;0.0047286452319026;51.9;False;0.0073953458178623;False;0.0196840630556085;22.2
b8:27:eb:bf:9d:51;0.0047431882966368;51.5;False;0.0074117923459575;False;0.0197308267243241;22.2
b8:27:eb:bf:9d:51;0.0047591050528563;51.9;False;0.0074297763831232;False;0.0197819702080981;22.3
b8:27:eb:bf:9d:51;0.0047458418878569;51.5;False;0.0074147917457912;False;0.0197393559101105;22.1
b8:27:eb:bf:9d:51;0.004741826807948;51.9;False;0.0074102532517054;False;0.0197264501998404;22.2
b8:27:eb:bf:9d:51;0.0047551256278988;51.9;False;0.0074252816690803;False;0.0197691872286584;22.2
b8:27:eb:bf:9d:51;0.0047325728554772;51.9;False;0.0073997888842174;False;0.0196966956669431;22.2
b8:27:eb:bf:9d:51;0.0047498123970468;51.9;False;0.0074192788145294;False;0.0197521159162018;22.2
b8:27:eb:bf:9d:51;0.0047365570287399;51.9;False;0.0074042948796593;False;0.0197095077276711;22.3
b8:27:eb:bf:9d:51;0.004741826807948;51.9;False;0.0074102532517054;False;0.0197264501998404;22.2
b8:27:eb:bf:9d:51;0.0047711466830052;51.6;False;0.0074433709370105;False;0.019820636365685;22.1
b8:27:eb:bf:9d:51;0.0047591050528563;51.7;False;0.0074297763831232;False;0.0197819702080981;22.2
b8:27:eb:bf:9d:51;0.0047365570287399;51.8;False;0.0074042948796593;False;0.0197095077276711;22.2
b8:27:eb:bf:9d:51;0.0047247427502313;51.9;False;0.0073909301818267;False;0.0196715089473612;22.3
b8:27:eb:bf:9d:51;0.0047591050528563;51.5;False;0.0074297763831232;False;0.0197819702080981;22.1
b8:27:eb:bf:9d:51;0.0047644685376851;51.7;False;0.0074358327322749;False;0.0197991953160364;22.1
b8:27:eb:bf:9d:51;0.0048524215303587;51.7;False;0.0075348806378064;False;0.0200810367015512;22.1
b8:27:eb:bf:9d:51;0.0048565514182895;51.8;False;0.0075395192287801;False;0.0200942420579129;22.2
b8:27:eb:bf:9d:51;0.0048552024669213;51.5;False;0.0075380042390162;False;0.0200899290537125;22.0
b8:27:eb:bf:9d:51;0.0047457934619985;51.9;False;0.0074147370133659;False;0.0197392002691921;22.2
b8:27:eb:bf:9d:51;0.0047537867190549;51.9;False;0.0074237691532796;False;0.0197648857480691;22.2
b8:27:eb:bf:9d:51;0.0047511015332603;51.6;False;0.0074207354430303;False;0.0197562582856007;22.2
b8:27:eb:bf:9d:51;0.0048428875642098;52.6;False;0.0075241681432993;False;0.02005054199296;22.0
