NMHC(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT)
-200.0;886.0;8.7;21.5;44.5;1.129;1665.0;993.0;927.0;842.0;1.8;96.0;151.0
-200.0;750.0;7.0;15.0;59.3;1.0045;1231.0;1092.0;855.0;1061.0;1.7;84.0;194.0
-200.0;728.0;8.3;12.7;84.4;1.2352;1356.0;1131.0;912.0;987.0;2.3;120.0;444.0
-200.0;651.0;6.2;15.4;54.0;0.9385;1262.0;1144.0;821.0;988.0;1.5;123.0;214.0
-200.0;685.0;9.6;11.9;88.7;1.2352;1408.0;1187.0;961.0;1017.0;2.6;115.0;497.0
-200.0;796.0;6.5;12.4;80.1;1.1462;1263.0;1015.0;835.0;911.0;1.5;94.0;260.0
-200.0;739.0;7.4;8.6;70.5;0.7915;1150.0;1071.0;873.0;1193.0;1.9;107.0;339.0
-200.0;617.0;11.8;17.6;52.2;1.0396;1470.0;1203.0;1043.0;1217.0;2.8;202.0;428.0
-200.0;890.0;3.5;11.3;80.1;1.0741;1166.0;1053.0;680.0;807.0;1.3;108.0;166.0
-200.0;908.0;3.1;10.6;82.1;1.0451;1188.0;1041.0;659.0;792.0;1.1;118.0;211.0
-200.0;665.0;10.7;15.6;62.0;1.0904;1409.0;1169.0;1003.0;1126.0;2.1;128.0;350.0
-200.0;872.0;5.4;12.9;70.5;1.0442;1209.0;968.0;785.0;826.0;1.6;111.0;239.0
-200.0;631.0;6.8;12.1;67.6;0.9539;1274.0;1236.0;849.0;1131.0;1.9;150.0;251.0
-200.0;930.0;4.8;12.3;73.4;1.049;1172.0;904.0;754.0;805.0;1.2;114.0;193.0
-200.0;864.0;5.3;7.5;81.5;0.8495;1136.0;918.0;778.0;859.0;1.1;68.0;165.0
-200.0;713.0;9.4;9.3;73.5;0.8651;1271.0;1038.0;957.0;1092.0;2.1;132.0;344.0
-200.0;732.0;7.6;17.8;66.9;1.3464;1363.0;1050.0;881.0;982.0;1.3;69.0;162.0
-200.0;611.0;12.9;26.3;43.7;1.4718;1642.0;1214.0;1080.0;1190.0;2.5;87.0;323.0
-200.0;665.0;10.7;17.5;73.2;1.4515;1542.0;1071.0;1003.0;1045.0;2.2;58.0;252.0
-200.0;608.0;10.0;22.2;25.5;0.6752;1234.0;1171.0;977.0;905.0;2.2;142.0;292.0
-200.0;626.0;13.2;18.0;71.5;1.4615;1620.0;1167.0;1090.0;1106.0;2.6;62.0;281.0
118.0;944.0;8.7;12.0;61.1;0.8537;1570.0;1132.0;927.0;781.0;2.0;100.0;128.0
-200.0;752.0;7.6;18.2;76.4;1.5787;1472.0;983.0;881.0;928.0;1.6;56.0;227.0
-200.0;703.0;10.0;15.5;77.2;1.3502;1506.0;1055.0;977.0;1013.0;1.6;61.0;326.0
-200.0;623.0;14.5;19.6;69.7;1.5675;1675.0;1157.0;1131.0;1157.0;2.8;113.0;370.0
-200.0;769.0;5.4;12.3;64.6;0.9229;1184.0;1064.0;785.0;946.0;1.7;116.0;210.0
143.0;976.0;8.8;13.4;41.0;0.6292;1454.0;1093.0;933.0;777.0;1.9;87.0;112.0
-200.0;614.0;11.8;25.0;50.1;1.563;1631.0;1277.0;1043.0;1155.0;2.5;99.0;306.0
78.0;1050.0;6.7;7.2;63.9;0.65;1418.0;1124.0;842.0;936.0;1.5;71.0;98.0
-200.0;800.0;6.0;19.1;70.0;1.5331;1418.0;989.0;814.0;915.0;1.0;51.0;146.0
-200.0;915.0;4.6;18.1;65.2;1.343;1345.0;898.0;742.0;796.0;1.0;50.0;93.0
-200.0;762.0;6.5;20.3;62.5;1.472;1423.0;1040.0;836.0;974.0;1.2;53.0;111.0
-200.0;597.0;10.8;20.2;32.2;0.7526;1308.0;1263.0;1008.0;1121.0;2.4;158.0;391.0
-200.0;659.0;10.4;20.3;66.4;1.5591;1572.0;1176.0;993.0;1178.0;1.9;91.0;206.0
-200.0;707.0;15.5;13.5;58.2;0.8944;1503.0;1085.0;1164.0;1155.0;2.4;120.0;368.0
-200.0;862.0;9.2;23.7;29.6;0.8537;1328.0;964.0;947.0;907.0;1.7;123.0;327.0
-200.0;724.0;11.1;18.3;75.4;1.5682;1632.0;1134.0;1017.0;981.0;2.2;107.0;268.0
-200.0;674.0;8.7;5.4;78.2;0.7074;1220.0;1174.0;926.0;1020.0;-200.0;157.0;245.0
-200.0;622.0;8.3;15.6;40.0;0.7018;1208.0;1153.0;910.0;827.0;0.9;156.0;285.0
-200.0;863.0;7.7;18.6;60.0;1.2757;1451.0;969.0;886.0;953.0;1.3;68.0;179.0
-200.0;936.0;6.5;28.4;28.3;1.0798;1338.0;979.0;835.0;700.0;1.5;100.0;204.0
177.0;890.0;7.3;17.0;53.9;1.0363;1554.0;1137.0;869.0;951.0;1.6;92.0;90.0
-200.0;1035.0;5.0;20.7;49.7;1.197;1317.0;903.0;765.0;712.0;1.1;81.0;176.0
-200.0;854.0;9.7;19.7;57.8;1.3112;1544.0;1036.0;965.0;987.0;2.2;91.0;342.0
-200.0;771.0;11.7;23.3;47.1;1.3281;1609.0;1044.0;1039.0;1076.0;2.1;127.0;333.0
-200.0;1018.0;5.5;22.3;43.8;1.1631;1306.0;933.0;786.0;858.0;0.7;73.0;144.0
114.0;957.0;7.1;9.6;76.0;0.9088;1510.0;1107.0;861.0;879.0;1.9;101.0;118.0
-200.0;1035.0;5.5;24.4;39.1;1.1784;1350.0;969.0;787.0;799.0;1.0;75.0;101.0
-200.0;585.0;10.2;18.8;31.5;0.6752;1252.0;1201.0;985.0;996.0;1.1;156.0;289.0
157.0;895.0;8.2;11.0;71.0;0.9279;1591.0;1081.0;906.0;1024.0;1.7;72.0;150.0
-200.0;703.0;10.2;27.3;38.3;1.3669;1546.0;1081.0;983.0;1079.0;2.1;64.0;145.0
-200.0;671.0;9.5;23.7;55.4;1.6031;1637.0;1046.0;960.0;899.0;1.9;96.0;189.0
-200.0;720.0;6.4;4.3;76.1;0.6395;1143.0;1092.0;831.0;1090.0;1.3;100.0;249.0
