ced1;bed1;bed2;aimp;adfl;bso2
299.6497230442289;0.1849422399042937;2.748616771548492e-06;?;1.0;0.9321449768970166
298.9338666926015;0.1830928175052508;2.6111859329710672e-06;0.0;1.0;0.9651321906698116
?;0.1812618893301983;2.480626636322514e-06;0.0;1.0;0.9971674689754174
?;?;?;0.0;1.0;1.027974369229113
296.7882666852637;0.1776547777325273;2.2387655392810685e-06;0.0;1.0;?
296.07378011516306;0.1758782299552021;2.126827262317015e-06;?;1.0;1.084913218451162
295.35967822247324;0.1741194476556501;2.020485899201164e-06;?;1.0;1.110612674229885
294.6459774409849;?;1.919461604241106e-06;?;1.0;?
293.93269397930925;?;1.8234885240290503e-06;0.0;1.0;1.155589086030211
293.21984382331215;0.1689479259408296;?;?;1.0;1.1745953573196988
292.50744273852365;0.1672584466814213;1.6456983929362182e-06;0.0;1.0;1.1911463058494305
?;0.1655858622146071;1.5634134732894072e-06;0.0;?;1.2051761035069908
291.0840497572976;0.1639300035924611;1.4852427996249368e-06;0.0;?;1.2166461992493771
?;0.1622907035565365;1.41098065964369e-06;?;1.0;1.22554461675198
289.66263684316846;0.1606677965209711;1.3404316266615057e-06;0.0;?;?
?;0.1590611185557614;1.27341004532843e-06;0.0;?;1.2357056613141455
288.2433224284114;0.1574705073702038;?;0.0;1.0;1.2370678535175
287.53448826342265;0.1558958022965017;1.1492525659089082e-06;0.0;1.0;1.2360546660314176
286.8262216429059;0.1543368442735367;1.0917899376134629e-06;0.0;1.0;1.2327691612368157
286.118536453808;0.1527934758308013;1.0372004407327897e-06;0.0;?;?
285.41144638551907;0.1512655410724933;9.8534041869615e-07;0.0;0.0;1.2149527754723806
284.70496493202427;?;9.360733977613426e-07;0.0;0.0;1.1911585067696175
283.99910539403334;0.1482553568051507;8.892697278732755e-07;?;0.0;1.156630444318626
?;?;8.448062414796117e-07;0.0;?;1.1121276505400377
282.5893043136498;0.1453050752047282;8.025659294056311e-07;0.0;0.0;?
281.8853884251615;0.1438520244526809;7.624376329353495e-07;0.0;0.0;0.9965630777572474
281.1821457640942;0.1424135042081541;7.243157512885821e-07;0.0;0.0;0.9273159077712302
280.47958869596795;0.1409893691660726;6.880999637241529e-07;0.0;?;?
279.7777294053545;0.1395794754744118;6.536949655379453e-07;0.0;0.0;0.7707097864218174
279.0765798978581;0.1381836807196677;6.21010217261048e-07;0.0;0.0;0.6853452148433655
278.376152002077;0.1368018439124711;5.899597063979956e-07;?;0.0;?
277.67645737154413;0.1354338254733464;5.604617210780958e-07;0.0;0.0;0.5055208761920379
?;0.1340794872186129;5.32438635024191e-07;0.0;?;?
276.2793136565346;0.1327386923464268;?;?;?;?
275.58188702098795;0.1314113054229625;4.805258681093324e-07;?;0.0;0.2277668483116427
?;0.1300971923687329;?;?;0.0;0.1367717533634862
274.1893790570819;0.1287962204450455;4.336745959686725e-07;?;?;0.0480049872942031
273.4943191781513;?;?;0.0;0.0;-0.037751365649749
272.800069396275;0.1262331756581891;3.913913228617269e-07;?;0.0;-0.1197754117383879
272.1066400319877;0.1249708439016072;?;0.0;0.0;-0.1974101121373257
271.4140412473544;?;3.5323066888270853e-07;0.0;0.0;-0.270067184482758
270.7222830477202;0.1224839241079653;3.355691354385731e-07;0.0;0.0;-0.337230166524101
270.03137528344394;?;?;0.0;0.0;-0.3984566665861786
269.3413276516118;0.1200464940182167;3.028511447333122e-07;0.0;0.0;-0.4533797626097953
268.652149697735;0.1188460290780346;2.877085874966466e-07;0.0;0.0;-0.5017086801901717
267.96385081742903;0.1176575687872542;2.733231581218143e-07;0.0;0.0;-0.5432286142953094
267.2764402580761;?;2.596570002157236e-07;?;0.0;-0.5777998869302758
266.5899271204703;?;2.466741502049374e-07;0.0;0.0;-0.6053563617632167
265.9043203604456;0.114163021336704;2.343404426946905e-07;0.0;0.0;-0.6259031914643057
?;0.113021391123337;?;?;0.0;-0.6395139817904609
264.53586108132816;0.1118911772121036;2.1149224953195819e-07;0.0;1.0;?
263.85302576352416;0.1107722654399826;2.009176370553603e-07;0.0;1.0;?
?;0.1096645427855827;1.9087175520259226e-07;0.0;1.0;-0.5974859821738124
262.49018573268984;0.1085678973577269;1.8132816744246266e-07;0.0;1.0;-0.5533573366408504
?;0.1074822183841496;?;0.0;1.0;-0.4957446751517966
261.13117419789467;0.1064073962003081;1.6364867111682253e-07;?;1.0;-0.4257409994872788
260.4531239975393;0.105343322238305;1.554662375609814e-07;0.0;1.0;-0.3445178572549056
259.77605451456265;0.104289889015922;?;0.0;?;-0.2533106745444824
259.0999733411447;0.1032469901257628;1.4030827939878573e-07;?;1.0;-0.1534042570968525
258.42488794134573;0.1022145202245051;1.3329286542884644e-07;0.0;1.0;?
?;0.1011923750222601;1.2662822215740413e-07;0.0;0.0;0.0622773499920715
257.0777336868583;0.1001804512720375;?;0.0;0.0;?
256.40567913255705;0.0991786467593171;1.1428197049705722e-07;0.0;?;0.2636643485807513
255.7346489554511;0.0981868602917239;1.0856787197220437e-07;0.0;0.0;0.3550967132875218
255.0646500002736;0.0972049916888067;1.0313947837359417e-07;0.0;0.0;0.4394659785868146
254.39568899204463;0.0962329417719186;9.798250445491445e-08;0.0;0.0;?
253.7277725374227;0.0952706123541994;9.308337923216873e-08;0.0;0.0;0.5849137081862229
?;?;8.842921027056028e-08;?;?;0.645182337453553
252.3950991318313;0.0933747271683509;8.400774975703229e-08;0.0;0.0;0.6967685713862375
251.7303548143325;0.0924409798966674;7.980736226918066e-08;0.0;0.0;0.7395075960728913
251.0666803199872;0.0915165700977007;7.581699415572162e-08;?;0.0;0.7733277163374432
250.40408168342395;0.0906014043967237;?;0.0;?;0.7982473964268878
251.74256503400093;1.0896953903527564;1.0000000684248371;1.0;0.0;?
252.9235109513454;1.078798436449229;0.9500000650035952;?;0.0;0.8218871156964251
253.9678429120968;?;0.9025000617534156;0.0;0.0;?
