MotorData.Motor_Pos4reached;MotorData.ActPosition;PLC_PRG.MaterialIsMetal;NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Ind.GL_Metall
0;219791;0;1;0
0;220980;0;1;0
0;248356;0;1;0
0;220980;0;1;0
0;227157;0;1;0
0;243629;0;1;0
0;247631;0;1;0
0;243600;0;1;0
0;213933;0;1;0
0;213933;0;1;0
0;229796;0;1;0
0;232899;0;1;0
0;243600;0;1;0
0;210714;0;1;0
0;216949;0;1;0
0;216949;0;1;0
0;220226;0;1;0
0;226780;0;1;0
0;235973;0;1;0
0;235973;0;1;0
0;232899;0;1;0
0;245311;0;1;0
0;248414;0;1;0
0;248298;0;1;0
0;242295;0;1;0
0;239192;0;1;0
0;232551;0;1;0
0;226635;0;1;0
0;223503;0;1;0
0;217094;0;1;0
0;211033;0;1;0
0;218979;0;1;0
0;224982;0;1;0
0;228984;0;1;0
0;235074;0;1;0
0;235074;0;1;0
0;241222;0;1;0
0;230347;0;1;0
0;230347;0;1;0
0;243455;0;1;0
0;243455;0;1;0
0;239801;0;1;0
0;239801;0;1;0
0;230347;0;1;0
0;230347;0;1;0
0;230347;0;1;0
0;223793;0;1;0
0;230347;0;1;0
0;221531;0;1;0
0;224982;0;1;0
0;232174;0;1;0
0;241309;0;1;0
0;244412;0;1;0
0;244412;0;1;0
0;242498;0;1;0
0;242498;0;1;0
0;235625;0;1;0
0;222517;0;1;0
0;212425;0;1;0
0;239743;0;1;0
0;230144;0;1;0
0;223271;0;1;0
0;226171;0;1;0
0;226171;0;1;0
0;229390;0;1;0
0;235306;0;1;0
0;245456;0;1;0
0;213817;0;1;0
0;248588;0;1;0
0;238815;0;1;0
0;234668;0;1;0
0;222343;0;1;0
0;218341;0;1;0
0;212338;0;1;0
0;249574;0;1;0
0;246384;0;1;0
0;246384;0;1;0
0;240062;0;1;0
0;233595;0;1;0
0;230463;0;1;0
0;230463;0;1;0
0;224315;0;1;0
0;217674;0;1;0
0;214513;0;1;0
0;218254;0;1;0
0;224576;0;1;0
0;230492;0;1;0
0;234175;0;1;0
0;240816;0;1;0
0;240816;0;1;0
0;248095;0;1;0
0;248095;0;1;0
0;242179;0;1;0
0;232348;0;1;0
0;226664;0;1;0
0;220110;0;1;0
0;216978;0;1;0
0;211149;0;1;0
0;216978;0;1;0
0;216978;0;1;0
0;219936;0;1;0
0;226258;0;1;0
0;218950;0;1;0
0;225678;0;1;0
0;228868;0;1;0
0;238148;0;1;0
0;244789;0;1;0
0;247921;0;1;0
0;247225;0;1;0
0;240671;0;1;0
0;234175;0;1;0
0;234175;0;1;0
0;218254;0;1;0
0;218254;0;1;0
0;249458;0;1;0
0;243542;0;1;0
0;240352;0;1;0
0;240352;0;1;0
0;233218;0;1;0
0;230260;0;1;0
0;224170;0;1;0
0;220748;0;1;0
0;246819;0;1;0
0;243716;0;1;0
0;233218;0;1;0
0;220661;0;1;0
0;210830;0;1;0
0;220748;0;1;0
0;213875;0;1;0
0;216253;0;1;0
0;216340;0;1;0
0;226171;0;1;0
0;247312;0;1;0
0;244093;0;1;0
0;237452;0;1;0
0;237452;0;1;0
0;234030;0;1;0
0;224431;0;1;0
0;224431;0;1;0
0;217384;0;1;0
0;211294;0;1;0
0;226171;0;1;0
0;236437;0;1;0
0;222894;0;1;0
0;222894;0;1;0
0;222894;0;1;0
0;226026;0;1;0
0;242440;0;1;0
0;246442;0;1;0
0;235480;0;1;0
0;242121;0;1;0
0;242121;0;1;0
0;243223;0;1;0
0;236437;0;1;0
0;233305;0;1;0
0;227215;0;1;0
0;225156;0;1;0
0;241396;0;1;0
0;241396;0;1;0
0;210975;0;1;0
0;239656;0;1;0
0;233102;0;1;0
0;233102;0;1;0
0;212715;0;1;0
0;218631;0;1;0
0;221908;0;1;0
0;232551;0;1;0
0;238554;0;1;0
0;238554;0;1;0
0;238554;0;1;0
0;227186;0;1;0
0;223010;0;1;0
0;217036;0;1;0
0;213411;0;1;0
0;216630;0;1;0
0;222546;0;1;0
0;247631;0;1;0
0;247631;0;1;0
0;231797;0;1;0
0;225707;0;1;0
0;222024;0;1;0
0;216021;0;1;0
0;242701;0;1;0
0;246384;0;1;0
0;217616;0;1;0
0;233537;0;1;0
0;236756;0;1;0
0;236756;0;1;0
0;236756;0;1;0
0;243397;0;1;0
0;219791;0;1;0
0;239714;0;1;0
0;246906;0;1;0
0;237220;0;1;0
0;227853;0;1;0
0;221154;0;1;0
0;211932;0;1;0
0;211932;0;1;0
0;219704;0;1;0
0;219704;0;1;0
0;228984;0;1;0
0;235538;0;1;0
0;238583;0;1;0
0;248675;0;1;0
0;248675;0;1;0
0;239714;0;1;0
0;233798;0;1;0
0;223532;0;1;0
0;223532;0;1;0
0;220429;0;1;0
0;213875;0;1;0
0;229709;0;1;0
0;223387;0;1;0
0;213875;0;1;0
0;226577;0;1;0
0;210569;0;1;0
0;212251;0;1;0
0;215383;0;1;0
0;221850;0;1;0
0;230985;0;1;0
0;237394;0;1;0
0;237394;0;1;0
0;220023;0;1;0
0;227476;0;1;0
0;236495;0;1;0
0;236495;0;1;0
0;226577;0;1;0
0;232812;0;1;0
0;218573;0;1;0
0;238264;0;1;0
0;244586;0;1;0
0;247718;0;1;0
0;248066;0;1;0
0;241338;0;1;0
0;241338;0;1;0
0;235335;0;1;0
0;228868;0;1;0
0;225678;0;1;0
0;219414;0;1;0
0;219414;0;1;0
0;235944;0;1;0
0;246761;0;1;0
0;216746;0;1;0
0;219878;0;1;0
0;226026;0;1;0
0;229158;0;1;0
0;235944;0;1;0
0;239076;0;1;0
0;249313;0;1;0
0;249313;0;1;0
0;217152;0;1;0
0;217152;0;1;0
0;230115;0;1;0
0;233073;0;1;0
0;233624;0;1;0
0;227795;0;1;0
0;224518;0;1;0
0;213237;0;1;0
0;219298;0;1;0
0;222749;0;1;0
0;229303;0;1;0
0;245079;0;1;0
0;214426;0;1;0
0;239308;0;1;0
0;245398;0;1;0
0;210656;0;1;0
0;243716;0;1;0
0;237307;0;1;0
0;218341;0;1;0
0;218341;0;1;0
0;230028;0;1;0
0;235944;0;1;0
0;239308;0;1;0
0;239308;0;1;0
0;238177;0;1;0
0;211236;0;1;0
0;220574;0;1;0
0;227534;0;1;0
0;233537;0;1;0
