MotorData.IsAcceleration;NVL_Recv_Storage.GL_LightBarrier;MotorData.IsForce;MotorData.ActSpeed;MotorData.Motor_Pos2reached;PLC_PRG.Gripper;NVL_Send_Storage.ActivateStorage;NVL_Recv_Storage.GL_I_Slider_OUT;NVL_Recv_Storage.GL_I_Slider_IN;NVL_Recv_Storage.GL_I_ProcessStarted
0;1;-1;0;0;0;0;0;?;0
0;1;-1;0;0;0;0;0;1;0
0;1;-3;0;?;0;0;0;1;0
0;?;4;0;0;0;0;0;1;0
0;1;4;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;1;0;0;0;0;0;1;0
0;1;0;0;0;0;0;?;1;0
0;1;3;0;0;0;?;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;-1;?;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;2;?;0;0;0;0;1;0
0;1;0;0;0;0;?;0;1;?
?;1;0;0;0;0;0;0;1;0
0;1;-1;0;0;0;?;0;1;?
0;?;-1;?;0;?;0;0;?;0
0;1;-1;0;0;0;0;0;?;0
0;?;-1;?;0;0;0;0;1;0
?;1;-3;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;1;?
0;1;0;0;?;0;0;0;1;0
0;1;0;0;?;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;0;0;0;0;0;?;1;0
0;1;2;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;?;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;?;0
0;1;?;?;0;0;0;0;1;0
0;?;2;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;?
0;1;0;0;0;0;0;0;1;0
0;1;0;0;?;0;0;0;1;0
0;1;-1;0;0;0;0;0;?;0
0;1;5;0;0;0;0;0;1;0
0;1;5;0;?;0;0;0;1;0
0;1;?;0;0;0;0;0;1;0
0;1;0;0;0;0;?;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;-1;?;?;0;0;0;1;0
0;1;?;?;0;0;0;0;1;0
?;1;0;?;?;0;0;0;?;0
0;1;-3;0;0;0;0;0;1;0
0;1;?;0;0;0;0;0;1;0
0;1;4;0;0;0;?;0;1;0
0;1;-1;0;?;0;0;0;1;0
0;?;-1;0;0;0;0;0;?;0
0;1;0;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;?;2;0;0;0;0;0;1;0
0;1;?;0;0;0;0;0;1;0
0;1;2;0;0;0;0;0;1;0
0;1;2;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;?;-1;0;0;0;?;0;1;0
0;1;0;0;0;0;0;0;1;0
?;1;0;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;?;0;0;0;0;?;1;0
0;1;-3;0;?;0;?;0;1;0
0;1;-3;0;0;0;0;?;1;0
0;1;-3;0;0;0;0;0;1;0
0;1;1;0;0;0;?;0;1;0
0;1;0;0;?;0;0;0;1;0
0;1;0;0;0;0;0;?;1;0
0;1;?;0;?;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
?;1;?;?;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;?
0;1;0;0;0;0;0;0;1;0
?;?;3;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;1;0
?;1;0;0;0;0;0;0;1;0
0;1;-1;0;0;?;?;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;-1;0;0;0;?;0;1;0
0;1;-3;0;0;0;?;0;1;0
0;1;0;0;0;0;?;0;?;0
0;1;-1;0;0;0;0;0;?;0
0;1;1;0;0;0;0;0;1;0
0;1;1;0;0;0;0;?;1;0
0;1;?;0;0;0;0;0;1;0
0;1;4;0;0;0;0;0;1;0
?;1;2;0;0;0;0;0;1;0
0;1;0;0;0;?;?;0;1;0
?;1;-5;0;0;0;0;0;1;0
0;1;-5;?;0;0;0;0;1;0
0;?;0;0;0;0;0;0;1;0
0;1;0;0;?;?;0;0;1;0
?;1;0;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;5;0;0;0;0;0;1;0
0;1;-3;0;0;?;0;0;1;0
?;?;2;?;0;0;?;0;1;0
0;1;0;0;0;0;0;0;1;0
?;1;?;0;0;0;0;0;1;0
?;1;0;0;0;0;0;0;?;0
0;1;-1;0;0;0;0;0;1;?
?;1;0;0;0;0;0;0;1;0
0;1;2;0;0;0;0;0;1;0
0;1;0;0;?;0;0;0;1;0
0;1;0;0;0;0;0;?;1;0
0;1;1;0;0;0;0;?;1;0
?;1;-1;0;0;0;0;0;?;0
0;1;-1;0;0;?;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;0;0;0;?;0;0;?;?
0;1;0;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;?;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;?;0;?;0;0;0;1;0
0;?;0;0;0;0;0;0;1;0
0;1;1;0;0;0;0;0;?;0
0;1;-1;?;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;?
0;1;0;0;0;0;?;0;1;0
0;1;2;0;0;?;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;2;0;0;0;?;0;1;0
0;1;2;0;0;0;0;?;1;0
0;1;-3;0;0;?;0;0;1;0
0;1;1;0;0;0;?;0;1;0
0;1;?;0;0;0;0;0;1;0
0;1;2;0;?;?;0;?;1;0
0;?;2;0;0;0;0;0;?;0
0;1;1;0;0;0;0;0;?;?
0;?;-1;0;0;?;0;0;1;?
0;1;-1;0;0;?;?;?;1;0
?;1;0;0;0;0;?;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;-1;?;0;0;0;0;1;0
0;1;2;0;?;0;0;0;?;0
0;1;0;0;0;?;0;0;1;0
0;1;0;0;0;?;0;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;-1;0;?;0;0;?;1;0
0;1;0;0;0;0;?;0;1;?
0;1;1;0;0;0;?;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;0;0;?;0;0;0;?;0
0;1;2;0;0;0;0;0;1;0
0;1;?;0;0;0;?;?;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;0;0;0;0;?;0;?;0
0;1;0;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;-3;0;0;0;0;0;1;?
0;1;-3;0;0;0;?;0;1;0
?;1;1;0;0;0;0;0;1;0
0;1;0;0;0;0;?;0;1;?
0;1;0;0;0;0;0;?;1;0
0;1;-3;0;?;0;0;0;1;0
0;1;0;0;0;0;0;?;1;0
0;1;0;0;0;0;0;0;1;0
0;1;0;?;0;0;0;0;1;0
0;1;1;0;?;0;0;0;1;0
0;1;?;0;?;0;?;?;1;0
0;1;-3;0;0;0;0;0;?;0
0;1;1;0;0;0;0;0;1;0
0;1;1;0;0;0;0;0;1;0
0;1;1;0;0;0;0;0;1;0
0;1;0;0;?;0;0;?;?;0
0;1;2;0;0;0;0;0;1;0
0;1;2;0;0;0;?;0;1;?
0;?;0;0;0;0;0;0;1;0
0;1;0;0;0;0;?;0;1;0
0;1;4;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;?;0
0;?;0;0;0;0;0;0;1;0
0;?;0;0;0;0;0;0;1;0
0;1;?;0;0;0;0;0;1;0
0;?;0;0;0;0;0;0;1;0
0;1;2;0;0;0;0;0;1;0
?;1;2;?;0;0;0;0;?;0
0;?;2;0;0;0;0;0;1;0
0;1;?;0;?;0;0;0;1;0
0;?;0;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;1;?
0;1;?;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;1;0;0;0;0;0;1;0
0;1;1;?;0;0;0;0;1;0
0;?;0;0;0;0;0;0;1;0
0;1;-1;?;0;0;0;0;1;0
0;?;0;0;0;0;0;0;1;0
0;1;0;0;0;0;?;?;1;0
?;1;?;0;0;0;?;0;?;0
0;?;1;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
?;1;1;0;0;0;0;0;1;0
0;1;1;0;0;0;0;0;1;0
0;1;1;?;0;0;0;0;1;?
0;1;-1;?;0;0;0;0;1;0
0;1;-3;0;0;0;0;0;1;0
0;1;1;0;0;0;0;0;1;0
0;1;1;0;0;0;0;0;1;?
0;1;0;0;0;0;0;0;1;0
0;1;1;0;0;0;?;0;1;0
0;1;-1;0;?;0;0;0;1;1
0;1;-1;0;0;0;0;?;1;1
0;1;-1;0;0;?;0;0;1;?
?;1;0;0;0;0;0;0;1;1
-2001;?;-94;-73428;0;?;0;0;1;1
1015;?;?;-87464;0;0;0;0;1;1
?;1;-73;?;0;0;0;0;1;1
0;1;-73;?;?;0;0;?;1;1
0;1;-75;-88711;0;0;0;0;?;1
-1015;1;-247;-73660;0;?;0;?;1;1
-1015;1;-58;-79750;0;0;0;0;1;1
-1015;1;-144;-77981;0;0;?;?;1;1
?;1;-144;-77981;0;0;0;0;1;?
-1015;1;-129;-97208;0;0;0;0;1;1
-1015;1;-26;-85492;?;0;0;0;1;1
-1015;1;-103;-65801;0;?;0;0;1;1
-1015;1;-103;-65801;0;0;0;0;1;1
-1015;1;-103;-65801;0;0;0;0;1;1
-1015;1;-156;-90451;0;0;0;0;1;1
0;?;-115;-77198;0;0;0;?;1;1
0;1;-135;-76067;0;0;0;0;1;?
-1015;1;-39;-93844;0;0;0;?;1;1
-1015;1;-39;-93844;0;?;?;0;1;1
0;1;-159;-59073;0;?;0;0;1;1
0;1;-157;-84941;0;0;0;0;?;1
1015;1;-119;-70876;0;0;0;0;1;1
0;1;-24;?;0;0;0;?;1;?
0;1;-24;-84361;0;0;0;0;?;1
-1015;1;-105;-85028;0;0;0;0;1;1
-1015;1;-105;-85028;?;0;0;0;1;1
0;1;-127;-84129;0;0;0;0;1;1
?;1;-75;-82418;0;0;0;0;1;1
0;1;3;-74704;0;0;0;0;1;1
?;1;3;-74704;0;0;0;0;1;1
0;1;?;-69310;0;0;0;0;1;?
0;1;-19;-98948;0;0;0;?;1;?
0;?;-143;-65134;0;0;?;?;1;?
1015;1;-34;-67106;0;0;0;0;1;1
?;?;-86;-2958;0;0;0;0;1;1
0;1;-86;-2958;0;0;0;0;1;1
0;1;-86;-2958;0;0;0;?;1;1
0;1;-28;0;1;0;0;0;1;1
0;1;-31;0;1;0;?;0;1;1
0;1;-30;?;1;0;1;0;1;?
?;1;-30;0;1;0;1;0;1;1
0;?;-33;0;1;0;1;0;0;1
0;1;-27;0;1;0;1;0;0;1
0;1;-30;0;1;?;?;0;0;?
0;1;-30;?;1;0;1;0;?;1
0;1;-30;0;1;0;1;0;0;1
0;1;-30;0;1;0;0;1;0;?
0;1;-29;0;1;0;0;1;0;1
0;1;-32;0;1;0;0;?;0;1
0;1;-32;0;1;0;0;1;0;1
0;1;-34;0;1;0;0;1;?;1
0;1;-34;0;1;0;0;1;0;1
0;1;-29;?;1;0;0;1;0;1
0;?;?;0;1;?;0;1;0;1
0;1;-28;0;1;0;0;?;0;1
0;1;-33;0;1;0;0;1;0;?
0;1;-33;0;1;0;0;?;0;1
0;1;-31;0;1;0;0;1;0;?
0;1;-29;0;1;0;0;1;0;1
0;?;-30;0;1;?;?;1;0;1
0;1;-32;0;1;0;0;1;0;?
0;1;?;?;1;?;0;1;0;?
0;1;-32;0;1;0;0;1;0;1
0;1;-29;0;1;0;0;?;0;1
0;1;-29;0;1;?;0;1;0;1
0;1;-32;0;1;0;0;?;0;1
0;1;-31;0;1;0;0;1;0;1
0;1;-31;0;1;?;0;1;?;1
0;1;-32;?;1;0;0;1;0;1
0;1;-33;0;1;0;?;1;0;1
0;1;-30;?;1;0;0;1;0;1
0;1;?;0;1;0;?;1;0;1
0;1;-31;?;1;0;0;1;0;?
0;1;-31;?;1;0;?;1;0;1
0;1;-31;0;1;0;0;1;?;1
?;?;?;0;1;0;0;1;0;1
0;1;-30;0;1;0;0;1;0;?
0;1;-28;?;1;0;0;1;?;1
0;1;-28;0;1;0;0;1;0;1
0;1;-30;?;1;0;0;1;0;1
?;1;-33;0;1;0;0;1;0;1
0;1;?;0;1;0;0;1;0;?
0;1;-32;0;?;0;?;1;?;1
?;?;-29;0;1;?;0;1;0;1
0;1;-31;0;1;0;0;1;0;1
?;1;-33;0;1;0;0;1;0;1
0;1;-29;0;1;0;0;1;0;1
?;1;-29;0;1;0;0;1;0;?
0;1;-31;0;1;0;0;1;0;0
0;1;-31;0;1;0;0;1;?;0
0;1;-30;0;1;0;0;1;0;?
0;1;-32;0;1;0;0;1;0;0
0;1;-31;0;1;0;0;1;0;?
0;?;-31;0;1;0;0;1;0;0
0;1;-33;0;1;0;0;?;0;0
?;1;-31;0;1;0;0;1;0;?
0;1;-31;0;1;0;0;0;0;0
0;1;-31;0;1;0;0;0;0;0
0;1;-32;0;1;0;0;0;0;0
0;1;-27;0;1;0;0;0;1;0
0;1;-3;?;0;0;0;0;1;?
?;?;-112;-81983;0;0;0;0;1;0
0;1;-112;?;0;0;0;0;1;?
0;1;-112;-81983;0;0;0;0;1;?
0;1;-153;?;?;?;0;0;?;0
0;1;-134;-96338;0;0;0;0;1;0
0;1;-43;-81258;0;0;0;0;1;0
0;1;40;-68788;?;0;0;0;1;?
?;1;40;-68788;0;0;0;0;1;0
0;1;?;-85463;0;0;0;0;1;0
1015;1;-1;-69252;0;0;0;0;1;0
?;1;-182;-97788;0;0;?;0;1;0
0;1;-47;-69368;0;0;0;0;1;0
0;1;-47;-69368;0;0;0;0;?;0
-1015;1;-190;-80504;0;0;0;0;1;0
-1015;1;-33;-91785;?;0;0;0;1;0
0;1;?;-75458;0;0;0;0;1;?
0;1;-79;-75458;0;0;0;0;1;0
0;1;-15;-66932;0;?;0;0;1;0
0;1;?;-66932;0;0;0;?;1;0
0;1;-198;-83433;0;0;?;0;1;0
0;1;?;-83549;0;0;0;0;1;0
1015;1;-134;-58377;0;0;0;?;1;0
0;1;-56;-75168;0;0;?;0;1;0
0;1;-56;-75168;0;0;0;0;1;0
0;1;-153;-94192;0;0;0;?;1;0
-1015;1;-214;-71659;0;?;?;0;1;?
