966.0;-484.0;-651.0;0;221.0;-1005.0;-125;480.0;396.0;157.0;784.0;-266.0;-387.0;77.0;369.0;504.0;70.0;345.0;-412.0;-508.0;31;-752.0;932.0;142.0;339.0;138.0;-125;900.0;18;?
932.0;-496.0;-658.0;-7;283.0;-1019.0;-80;474.0;407.0;172.0;781.0;-264.0;-386.0;78.0;372.0;?;45.0;309.0;-432.0;-517.0;36;-759.0;951.0;308.0;358.0;127.0;-80;907.0;18;143
938.0;-463.0;-667.0;25;214.0;-1048.0;34;466.0;426.0;192.0;778.0;-266.0;-373.0;86.0;376.0;524.0;65.0;260.0;-426.0;-532.0;715;-807.0;978.0;453.0;405.0;108.0;34;937.0;18;143
986.0;-438.0;-679.0;13;137.0;-1060.0;86;455.0;451.0;214.0;778.0;-254.0;-348.0;62.0;?;538.0;86.0;282.0;-395.0;-551.0;959;-858.0;1046.0;452.0;421.0;84.0;86;?;18;143
1026.0;-425.0;-693.0;-4;70.0;-1068.0;?;437.0;485.0;237.0;?;-231.0;-270.0;-26.0;?;554.0;?;389.0;-375.0;-579.0;1329;-928.0;1033.0;332.0;491.0;57.0;10;930.0;18;143
1070.0;-381.0;-710.0;-17;9.0;-1060.0;6;?;?;262.0;781.0;-191.0;-369.0;-127.0;375.0;568.0;74.0;491.0;-343.0;-610.0;1582;-962.0;1031.0;65.0;514.0;28.0;6;914.0;18;143
1106.0;-292.0;-727.0;27;-34.0;-939.0;31;385.0;553.0;287.0;782.0;?;-483.0;-435.0;367.0;580.0;61.0;553.0;-324.0;-644.0;453;-937.0;965.0;-264.0;491.0;0.0;31;903.0;18;143
1068.0;-232.0;-741.0;48;28.0;-861.0;84;360.0;574.0;314.0;782.0;-88.0;-588.0;-732.0;348.0;588.0;41.0;594.0;-372.0;-668.0;-310;-925.0;1000.0;-596.0;541.0;-21.0;84;?;18;143
1038.0;-217.0;-753.0;-5;249.0;-813.0;34;337.0;586.0;339.0;781.0;-39.0;-671.0;-918.0;325.0;593.0;73.0;600.0;-326.0;-679.0;-110;-961.0;1000.0;-851.0;478.0;-33.0;34;?;18;144
1010.0;-168.0;-763.0;-8;497.0;-800.0;-11;?;596.0;361.0;780.0;15.0;?;-1133.0;295.0;595.0;36.0;543.0;?;-685.0;-119;?;989.0;-1117.0;468.0;-30.0;-11;919.0;18;?
