966.0;-484.0;-651.0;0;?;-1005.0;-125;480.0;396.0;157.0;?;-266.0;-387.0;77.0;369.0;504.0;70.0;345.0;-412.0;-508.0;31;-752.0;932.0;142.0;339.0;138.0;-125;900.0;18;143
932.0;-496.0;-658.0;-7;283.0;-1019.0;-80;474.0;407.0;172.0;781.0;-264.0;-386.0;78.0;372.0;512.0;45.0;309.0;-432.0;-517.0;36;-759.0;951.0;?;358.0;127.0;-80;?;18;143
938.0;-463.0;?;25;214.0;-1048.0;34;466.0;426.0;?;778.0;-266.0;?;86.0;376.0;524.0;65.0;260.0;-426.0;-532.0;715;-807.0;978.0;453.0;405.0;?;34;937.0;18;?
986.0;-438.0;-679.0;13;137.0;-1060.0;86;455.0;?;214.0;778.0;-254.0;-348.0;62.0;376.0;538.0;86.0;282.0;-395.0;-551.0;959;?;1046.0;452.0;421.0;84.0;86;911.0;18;143
1026.0;-425.0;-693.0;?;70.0;?;?;437.0;485.0;237.0;780.0;-231.0;-270.0;-26.0;376.0;554.0;93.0;389.0;-375.0;-579.0;1329;-928.0;1033.0;?;491.0;57.0;?;930.0;18;143
1070.0;-381.0;-710.0;-17;9.0;-1060.0;6;414.0;518.0;262.0;781.0;-191.0;-369.0;-127.0;375.0;568.0;?;491.0;-343.0;-610.0;1582;-962.0;1031.0;?;?;28.0;6;914.0;18;143
?;-292.0;-727.0;27;-34.0;-939.0;31;385.0;553.0;287.0;782.0;-142.0;?;-435.0;367.0;?;61.0;553.0;-324.0;-644.0;?;-937.0;965.0;-264.0;491.0;?;31;903.0;18;143
1068.0;?;-741.0;48;28.0;-861.0;84;360.0;574.0;314.0;782.0;-88.0;-588.0;-732.0;?;588.0;41.0;594.0;-372.0;-668.0;-310;-925.0;1000.0;-596.0;541.0;-21.0;84;?;18;143
1038.0;-217.0;-753.0;-5;249.0;-813.0;34;337.0;586.0;339.0;781.0;-39.0;-671.0;-918.0;325.0;?;73.0;600.0;-326.0;-679.0;-110;-961.0;1000.0;-851.0;478.0;-33.0;34;927.0;18;144
1010.0;-168.0;-763.0;-8;497.0;-800.0;-11;320.0;596.0;361.0;780.0;15.0;-1029.0;-1133.0;?;595.0;?;543.0;-247.0;-685.0;-119;?;989.0;-1117.0;468.0;-30.0;-11;?;18;144
1035.0;-157.0;-769.0;37;516.0;-753.0;81;301.0;597.0;378.0;778.0;80.0;-1064.0;-1159.0;257.0;594.0;-33.0;521.0;-256.0;-675.0;-62;-1003.0;949.0;?;444.0;-17.0;81;895.0;18;144
1031.0;-176.0;-773.0;20;558.0;-645.0;46;290.0;588.0;390.0;774.0;143.0;-922.0;-946.0;219.0;592.0;63.0;599.0;-306.0;-661.0;-49;-1059.0;920.0;-1832.0;430.0;?;46;952.0;18;145
1064.0;-151.0;-776.0;-34;499.0;-495.0;29;280.0;582.0;398.0;767.0;198.0;-786.0;-693.0;191.0;589.0;-26.0;561.0;-202.0;-653.0;20;-1041.0;908.0;?;426.0;-14.0;?;940.0;18;145
1023.0;-218.0;-776.0;-12;431.0;-425.0;27;267.0;580.0;404.0;757.0;240.0;-788.0;-377.0;174.0;?;72.0;405.0;-75.0;?;38;-993.0;962.0;-2047.0;?;-26.0;27;907.0;18;145
986.0;-258.0;-776.0;1;355.0;-522.0;-37;?;581.0;409.0;744.0;275.0;-758.0;52.0;168.0;591.0;100.0;357.0;-51.0;-657.0;-105;-1037.0;997.0;-1920.0;365.0;-40.0;-37;880.0;18;145
?;-239.0;-776.0;-26;?;-633.0;3;238.0;587.0;413.0;731.0;296.0;?;402.0;170.0;595.0;117.0;306.0;-88.0;-665.0;-115;-1071.0;1000.0;-1610.0;179.0;-56.0;?;909.0;18;?
1088.0;-215.0;-777.0;-5;-46.0;-689.0;?;220.0;?;415.0;720.0;307.0;-706.0;717.0;187.0;600.0;?;218.0;-210.0;?;?;-940.0;971.0;-1328.0;240.0;-81.0;?;890.0;?;145
?;-229.0;-777.0;7;-367.0;-716.0;24;204.0;599.0;419.0;709.0;?;-651.0;955.0;214.0;605.0;53.0;133.0;-278.0;-701.0;-32;-879.0;971.0;-1016.0;200.0;-114.0;24;?;18;145
955.0;-275.0;-773.0;16;-537.0;-698.0;-18;189.0;607.0;422.0;702.0;324.0;-560.0;985.0;244.0;611.0;63.0;120.0;-328.0;-720.0;-48;-849.0;990.0;-563.0;197.0;-147.0;-18;937.0;18;145
?;-233.0;-765.0;?;-540.0;-685.0;-4;185.0;611.0;425.0;698.0;327.0;-539.0;955.0;277.0;618.0;67.0;183.0;-359.0;?;102;-838.0;963.0;?;128.0;-173.0;-4;963.0;18;144
1014.0;-246.0;-756.0;?;-516.0;-681.0;29;191.0;611.0;428.0;699.0;324.0;-541.0;1136.0;?;625.0;45.0;119.0;-348.0;-739.0;90;-792.0;949.0;536.0;202.0;-183.0;29;909.0;18;144
