966.0;-484.0;-651.0;0;221.0;-1005.0;?;?;396.0;157.0;?;-266.0;-387.0;77.0;369.0;504.0;70.0;345.0;-412.0;-508.0;31;?;932.0;142.0;?;?;-125;?;?;143
932.0;-496.0;-658.0;-7;283.0;-1019.0;-80;474.0;407.0;172.0;781.0;-264.0;?;78.0;372.0;512.0;45.0;309.0;-432.0;-517.0;36;?;951.0;308.0;358.0;127.0;?;907.0;?;143
938.0;?;?;?;214.0;?;34;466.0;426.0;192.0;778.0;?;-373.0;86.0;376.0;524.0;65.0;260.0;-426.0;-532.0;?;-807.0;978.0;?;405.0;108.0;34;937.0;18;143
986.0;-438.0;-679.0;13;137.0;-1060.0;86;?;451.0;214.0;778.0;-254.0;-348.0;62.0;376.0;538.0;86.0;282.0;-395.0;?;959;?;1046.0;452.0;421.0;84.0;?;911.0;?;143
1026.0;-425.0;-693.0;-4;70.0;-1068.0;10;437.0;485.0;?;780.0;-231.0;-270.0;?;?;554.0;?;389.0;-375.0;?;?;-928.0;1033.0;332.0;?;57.0;?;930.0;18;143
1070.0;?;-710.0;-17;9.0;-1060.0;?;414.0;518.0;262.0;781.0;-191.0;?;-127.0;?;568.0;?;491.0;-343.0;-610.0;1582;-962.0;?;?;514.0;?;6;?;18;143
1106.0;-292.0;-727.0;?;-34.0;-939.0;?;385.0;553.0;287.0;782.0;-142.0;-483.0;-435.0;367.0;580.0;?;553.0;-324.0;-644.0;453;-937.0;?;-264.0;491.0;0.0;31;903.0;18;143
1068.0;?;-741.0;?;28.0;-861.0;84;360.0;574.0;314.0;782.0;-88.0;?;-732.0;348.0;588.0;41.0;594.0;-372.0;-668.0;-310;-925.0;?;-596.0;541.0;?;84;905.0;18;?
1038.0;-217.0;-753.0;-5;?;-813.0;34;337.0;?;?;?;-39.0;-671.0;?;325.0;593.0;73.0;600.0;-326.0;-679.0;-110;-961.0;1000.0;-851.0;478.0;-33.0;34;927.0;?;144
1010.0;-168.0;?;-8;497.0;-800.0;-11;320.0;596.0;361.0;780.0;15.0;-1029.0;-1133.0;?;?;36.0;543.0;-247.0;-685.0;?;-993.0;989.0;-1117.0;468.0;-30.0;-11;?;18;144
