InertialMeasurementUnit LUA gyroY;Accelerometer LUA_ accX;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit LLA accZ;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit R-SHOE Compass;Accelerometer RKN^ accZ;Accelerometer BACK accX
4.0;16.0;-157.0;-234.0;301.0;19.0;335.0;16;201.0;74;-7;136.0;172.0
17.0;29.0;-129.0;-249.0;297.0;8.0;328.0;16;185.0;74;-7;161.0;176.0
8.0;2.0;-154.0;-244.0;295.0;21.0;331.0;16;181.0;74;-7;136.0;154.0
-1.0;24.0;-161.0;-242.0;295.0;26.0;324.0;16;173.0;74;-7;149.0;174.0
-11.0;26.0;-168.0;-231.0;292.0;30.0;307.0;16;178.0;74;-7;149.0;193.0
0.0;28.0;-157.0;-231.0;292.0;27.0;309.0;16;169.0;74;-7;157.0;180.0
1.0;-8.0;-146.0;-225.0;286.0;32.0;320.0;16;162.0;74;-7;146.0;175.0
11.0;12.0;-136.0;-222.0;297.0;35.0;314.0;16;180.0;74;-7;132.0;164.0
11.0;25.0;-146.0;-219.0;299.0;21.0;339.0;16;180.0;74;-7;110.0;163.0
21.0;18.0;-143.0;-219.0;299.0;21.0;323.0;16;175.0;74;-7;139.0;161.0
-12.0;9.0;-125.0;-218.0;299.0;14.0;315.0;16;176.0;74;-7;139.0;142.0
17.0;20.0;-145.0;-224.0;303.0;10.0;348.0;16;190.0;74;-7;109.0;174.0
-1.0;13.0;-118.0;-192.0;295.0;14.0;344.0;16;190.0;74;-7;98.0;125.0
24.0;26.0;-154.0;-223.0;303.0;10.0;324.0;16;182.0;74;-7;114.0;146.0
214.0;140.0;40.0;-158.0;441.0;-296.0;448.0;147;168.0;161;-1;60.0;210.0
18.0;30.0;-126.0;-190.0;296.0;11.0;338.0;16;193.0;74;-7;140.0;135.0
-8.0;21.0;-140.0;-226.0;304.0;21.0;342.0;16;198.0;74;-7;166.0;145.0
46.0;20.0;-142.0;-232.0;306.0;20.0;332.0;16;183.0;74;-7;153.0;167.0
60.0;34.0;-130.0;-188.0;300.0;8.0;328.0;16;194.0;74;-7;116.0;134.0
45.0;-1.0;-140.0;-235.0;307.0;23.0;342.0;16;178.0;74;-7;157.0;159.0
54.0;34.0;-134.0;-187.0;298.0;8.0;324.0;16;186.0;74;-7;109.0;123.0
-75.0;100.0;-213.0;-186.0;911.0;-41.0;431.0;8;339.0;1;-31;117.0;89.0
-5.0;132.0;-262.0;-306.0;867.0;-2.0;513.0;16;354.0;1;-31;110.0;320.0
147.0;-22.0;-75.0;-381.0;187.0;-39.0;268.0;106;175.0;158;-3;435.0;83.0
-30.0;22.0;-147.0;-230.0;302.0;29.0;339.0;16;178.0;74;-7;148.0;158.0
40.0;-28.0;-132.0;-174.0;306.0;1.0;315.0;16;185.0;74;-7;143.0;162.0
-43.0;17.0;-169.0;-167.0;303.0;1.0;333.0;16;177.0;74;-7;113.0;168.0
42.0;12.0;-146.0;-186.0;304.0;10.0;321.0;16;178.0;74;-7;109.0;150.0
12.0;10.0;-148.0;-186.0;304.0;16.0;333.0;16;171.0;74;-7;100.0;147.0
14.0;10.0;-145.0;-189.0;302.0;14.0;324.0;16;171.0;74;-7;107.0;152.0
-10.0;7.0;-136.0;-166.0;304.0;7.0;336.0;16;170.0;74;-7;106.0;164.0
13.0;10.0;-135.0;-193.0;302.0;15.0;314.0;16;181.0;74;-7;119.0;151.0
4.0;9.0;-142.0;-193.0;299.0;13.0;304.0;16;187.0;74;-7;109.0;172.0
-43.0;16.0;-151.0;-163.0;303.0;14.0;335.0;16;187.0;74;-7;134.0;133.0
-14.0;-3.0;-115.0;-169.0;301.0;15.0;312.0;16;177.0;74;-7;139.0;169.0
-16.0;3.0;-124.0;-166.0;298.0;19.0;307.0;16;185.0;74;-7;149.0;156.0
-116.0;3.0;-148.0;-213.0;293.0;-12.0;345.0;16;170.0;74;-7;134.0;164.0
-10.0;-1.0;-121.0;-161.0;297.0;9.0;311.0;16;176.0;74;-7;144.0;127.0
-547.0;-421.0;-361.0;-442.0;500.0;-715.0;472.0;24;134.0;4;-11;231.0;173.0
12.0;33.0;-136.0;-160.0;300.0;0.0;318.0;16;178.0;74;-7;164.0;136.0
-12.0;-10.0;-142.0;-163.0;301.0;-7.0;304.0;16;170.0;74;-7;114.0;136.0
30.0;100.0;40.0;-374.0;948.0;-25.0;146.0;161;23.0;99;-60;103.0;153.0
0.0;-1.0;-115.0;-170.0;301.0;-4.0;304.0;16;182.0;74;-7;172.0;141.0
0.0;-6.0;-110.0;-175.0;300.0;8.0;338.0;16;158.0;74;-7;147.0;114.0
-2.0;5.0;-129.0;-176.0;301.0;1.0;306.0;16;178.0;74;-7;122.0;135.0
9.0;3.0;-134.0;-176.0;301.0;5.0;325.0;16;186.0;74;-7;137.0;133.0
15.0;-3.0;-148.0;-179.0;305.0;11.0;316.0;16;196.0;74;-7;139.0;123.0
-4.0;10.0;-138.0;-184.0;304.0;15.0;347.0;16;167.0;74;-7;153.0;133.0
17.0;29.0;-163.0;-182.0;301.0;18.0;314.0;16;205.0;74;-7;141.0;133.0
49.0;21.0;-148.0;-176.0;301.0;22.0;340.0;16;192.0;74;-7;161.0;131.0
17.0;10.0;-143.0;-172.0;299.0;27.0;331.0;16;184.0;74;-7;170.0;162.0
2.0;8.0;-143.0;-174.0;302.0;22.0;332.0;16;184.0;74;-8;158.0;169.0
23.0;31.0;-137.0;-172.0;304.0;23.0;318.0;16;189.0;74;-7;158.0;151.0
57.0;7.0;-146.0;-169.0;304.0;12.0;337.0;16;181.0;74;-7;137.0;147.0
58.0;17.0;-126.0;-170.0;306.0;16.0;332.0;16;183.0;74;-7;112.0;150.0
62.0;78.0;-28.0;-222.0;851.0;-31.0;271.0;121;138.0;-143;-7;141.0;296.0
52.0;30.0;-132.0;-170.0;307.0;13.0;332.0;16;190.0;74;-7;156.0;125.0
7.0;18.0;-147.0;-164.0;300.0;16.0;330.0;16;177.0;74;-7;156.0;161.0
-27.0;24.0;-150.0;-160.0;301.0;10.0;326.0;16;174.0;74;-7;131.0;161.0
-62.0;16.0;-153.0;-159.0;298.0;5.0;300.0;16;176.0;74;-7;158.0;179.0
-62.0;10.0;-155.0;-163.0;300.0;3.0;322.0;16;173.0;74;-7;168.0;186.0
-81.0;3.0;-149.0;-165.0;299.0;9.0;328.0;16;169.0;74;-7;159.0;174.0
-56.0;2.0;-150.0;-171.0;297.0;18.0;334.0;16;177.0;74;-7;123.0;173.0
