MotorData.Motor_Pos4reached;MotorData.ActPosition;PLC_PRG.MaterialIsMetal;NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Ind.GL_Metall
0;232493;0;1;0
0;228984;0;1;0
0;229303;0;1;0
0;232986;0;1;0
0;232812;0;1;0
0;230492;0;1;0
0;230492;0;1;0
0;230347;0;1;0
0;230347;0;1;0
0;229013;0;1;0
0;232493;0;1;0
0;229013;0;1;0
0;230115;0;1;0
0;230115;0;1;0
0;230115;0;1;0
0;233073;0;1;0
0;229013;0;1;0
0;230028;0;1;0
0;229303;0;1;0
0;229535;0;1;0
0;228984;0;1;0
0;233392;0;1;0
0;232261;0;1;0
0;232261;0;1;0
0;231855;0;1;0
0;228868;0;1;0
0;228868;0;1;0
0;228868;0;1;0
0;232551;0;1;0
0;233305;0;1;0
0;217616;0;1;0
0;229912;0;1;0
0;232348;0;1;0
0;232348;0;1;0
0;231623;0;1;0
0;230579;0;1;0
0;226258;0;1;0
0;232899;0;1;0
0;232899;0;1;0
0;232551;0;1;0
0;227534;0;1;0
0;230347;0;1;0
0;230347;0;1;0
0;228984;0;1;0
0;233392;0;1;0
0;233218;0;1;0
0;228694;0;1;0
0;230666;0;1;0
0;231391;0;1;0
0;232174;0;1;0
0;231391;0;1;0
0;231391;0;1;0
0;234581;0;1;0
0;232029;0;1;0
0;233653;0;1;0
0;233392;0;1;0
0;228433;0;1;0
0;220748;0;1;0
0;229941;0;1;0
0;229390;0;1;0
0;229390;0;1;0
0;230666;0;1;0
0;230463;0;1;0
0;230463;0;1;0
0;235973;0;1;0
0;253402;0;1;0
0;230492;0;1;0
0;233537;0;1;0
0;233537;0;1;0
0;232348;0;1;0
0;229158;0;1;0
0;229158;0;1;0
0;228868;0;1;0
0;228868;0;1;0
0;240758;0;1;0
0;230115;0;1;0
0;238264;0;1;0
0;224344;0;1;0
0;229709;0;1;0
0;230985;0;1;0
0;213237;0;1;0
0;233218;0;1;0
0;233218;0;1;0
0;230260;0;1;0
0;233102;0;1;0
0;233102;0;1;0
0;231536;0;1;0
0;248356;0;1;0
0;201144;0;1;0
0;260014;0;1;0
0;207988;0;1;0
0;243948;0;1;0
0;379291;1;0;1
0;166286;0;1;0
0;183860;0;1;0
0;192589;0;1;0
0;176262;0;1;0
0;153468;0;1;0
0;27666;0;1;0
0;140012;0;1;0
