2.6;1360.0;150.0;11.9;?;166.0;?;113.0;1692.0;?;?;48.9;0.7578
?;1292.0;112.0;9.4;955.0;103.0;1174.0;?;1559.0;972.0;13.3;47.7;0.7255
2.2;1402.0;88.0;9.0;939.0;131.0;?;114.0;?;?;?;54.0;?
2.2;1376.0;80.0;9.2;948.0;172.0;1092.0;122.0;1584.0;1203.0;11.0;60.0;?
?;1272.0;51.0;6.5;?;131.0;1205.0;?;?;1110.0;?;59.6;?
1.2;1197.0;?;4.7;750.0;?;1337.0;96.0;1393.0;949.0;11.2;59.2;0.7848
1.2;1185.0;?;3.6;?;?;?;77.0;1333.0;?;11.3;56.8;0.7603
1.0;1136.0;31.0;3.3;?;62.0;?;76.0;1333.0;730.0;?;60.0;0.7702
?;1094.0;24.0;2.3;609.0;45.0;1579.0;?;1276.0;?;10.7;59.7;0.7648
0.6;1010.0;19.0;?;561.0;-200.0;1705.0;-200.0;1235.0;501.0;10.3;?;0.7517
-200.0;1011.0;?;1.3;527.0;21.0;1818.0;?;1197.0;?;10.1;60.5;0.7465
?;1066.0;8.0;1.1;512.0;?;?;?;?;?;11.0;56.2;0.7366
0.7;?;16.0;?;553.0;34.0;1738.0;?;1221.0;472.0;?;58.1;?
1.1;1144.0;29.0;?;667.0;?;1490.0;82.0;1339.0;730.0;10.2;59.6;0.7417
2.0;?;?;?;900.0;?;?;112.0;1517.0;1102.0;10.8;?;?
2.2;1351.0;87.0;9.5;960.0;129.0;1079.0;101.0;1583.0;1028.0;10.5;60.6;0.7691
1.7;1233.0;77.0;6.3;827.0;?;?;98.0;1446.0;860.0;10.8;58.4;0.7552
1.5;1179.0;43.0;?;?;95.0;1328.0;92.0;1362.0;671.0;10.5;?;?
?;1236.0;61.0;5.2;774.0;104.0;1301.0;95.0;1401.0;664.0;9.5;66.8;0.7951
?;1286.0;63.0;7.3;869.0;?;1162.0;112.0;1537.0;799.0;8.3;76.4;0.8393
2.9;?;164.0;11.5;1034.0;?;983.0;128.0;1730.0;1037.0;8.0;81.1;0.8736
2.2;1310.0;79.0;8.8;?;184.0;1082.0;?;1647.0;946.0;8.3;79.8;0.8778
2.2;1292.0;95.0;?;912.0;193.0;1103.0;131.0;?;957.0;9.7;71.2;?
2.9;?;?;11.2;?;243.0;1008.0;?;1719.0;1104.0;?;67.6;0.8185
4.8;?;307.0;?;1319.0;?;799.0;151.0;2083.0;?;10.3;?;0.8065
6.9;1776.0;?;27.4;1488.0;383.0;702.0;172.0;2333.0;1704.0;9.7;69.3;0.8319
6.1;1640.0;?;24.0;1404.0;351.0;743.0;165.0;2191.0;1654.0;?;67.8;0.8133
3.9;?;197.0;12.8;1076.0;240.0;957.0;136.0;1707.0;1285.0;9.1;64.0;0.7419
1.5;965.0;61.0;4.7;749.0;94.0;1325.0;?;1333.0;?;?;63.4;0.6905
1.0;?;26.0;?;?;47.0;1565.0;53.0;1252.0;552.0;8.2;60.8;0.6657
?;1080.0;55.0;5.9;805.0;122.0;?;97.0;1375.0;816.0;8.3;58.5;0.6438
?;1044.0;53.0;6.4;829.0;133.0;1247.0;?;?;?;7.7;59.7;0.6308
1.4;?;40.0;4.1;718.0;82.0;1396.0;91.0;1304.0;692.0;7.1;61.8;0.6276
?;889.0;21.0;1.9;574.0;-200.0;1680.0;-200.0;1187.0;512.0;7.0;62.3;?
-200.0;?;10.0;?;?;21.0;?;32.0;1134.0;384.0;?;65.9;?
0.6;847.0;7.0;1.0;?;30.0;1895.0;44.0;1155.0;394.0;6.3;65.0;0.6233
0.8;927.0;17.0;1.8;571.0;?;1685.0;71.0;?;487.0;6.8;62.9;0.6234
1.4;1091.0;33.0;4.4;730.0;109.0;?;104.0;1361.0;748.0;6.4;65.1;0.6316
4.4;1587.0;202.0;17.9;1236.0;307.0;897.0;?;1900.0;?;7.3;63.1;0.6499
-200.0;1545.0;-200.0;22.1;1353.0;-200.0;?;-200.0;2058.0;?;?;56.2;0.6561
?;1350.0;208.0;14.0;1118.0;187.0;?;?;1712.0;1237.0;13.2;41.7;0.632
2.7;1263.0;166.0;11.6;1037.0;216.0;969.0;143.0;1598.0;1167.0;?;?;?
?;?;114.0;10.2;986.0;?;1035.0;113.0;1537.0;959.0;15.0;36.5;0.6195
?;?;140.0;11.0;1016.0;160.0;1008.0;116.0;?;?;16.1;34.5;0.6262
2.7;1287.0;169.0;12.8;?;163.0;?;123.0;1660.0;?;16.3;?;0.656
2.9;1353.0;185.0;14.2;1122.0;190.0;?;126.0;1740.0;1139.0;15.8;37.0;0.661
2.8;1309.0;165.0;12.7;1073.0;178.0;?;120.0;1657.0;1112.0;15.9;37.2;0.6657
2.4;1274.0;?;11.7;1041.0;?;1006.0;119.0;1610.0;994.0;16.9;?;0.6549
3.9;?;233.0;19.3;1277.0;206.0;812.0;?;1910.0;?;15.1;?;0.6766
?;1525.0;242.0;18.2;1246.0;202.0;821.0;145.0;1847.0;1448.0;14.4;?;0.7084
?;1843.0;?;32.6;1610.0;340.0;624.0;170.0;2390.0;1887.0;12.9;50.5;?
4.4;1598.0;?;?;1299.0;?;752.0;149.0;1941.0;1627.0;12.1;53.3;0.7536
?;1484.0;215.0;?;?;253.0;839.0;139.0;1723.0;1491.0;11.0;59.1;0.774
5.4;1677.0;367.0;?;1346.0;300.0;741.0;134.0;2062.0;1657.0;?;64.6;0.7771
2.7;1280.0;122.0;9.6;964.0;193.0;963.0;113.0;1544.0;1285.0;9.5;64.1;0.7597
?;1196.0;?;7.4;873.0;139.0;1071.0;97.0;?;1144.0;9.1;?;0.7423
1.6;1184.0;43.0;5.4;?;83.0;1176.0;82.0;1365.0;1043.0;8.8;63.9;0.7256
1.7;?;?;5.4;783.0;-200.0;1179.0;-200.0;1380.0;?;7.8;67.5;0.7173
-200.0;1147.0;?;6.2;?;109.0;1132.0;83.0;?;992.0;7.0;71.1;0.7158
1.0;978.0;30.0;2.6;625.0;62.0;?;65.0;?;?;8.3;63.6;?
1.2;?;27.0;?;646.0;?;1406.0;60.0;1268.0;835.0;7.2;67.5;0.6887
1.5;1112.0;?;5.1;770.0;139.0;1228.0;77.0;1409.0;940.0;6.3;71.9;0.6932
2.7;1336.0;132.0;11.8;?;256.0;935.0;96.0;1678.0;?;6.5;71.6;0.6945
?;1408.0;239.0;15.1;1153.0;295.0;830.0;119.0;?;1411.0;9.6;59.7;0.7124
3.2;?;?;?;1081.0;?;869.0;126.0;1667.0;1465.0;12.4;51.2;0.7335
4.1;1542.0;283.0;?;1184.0;296.0;808.0;?;1780.0;1583.0;15.6;42.2;0.7451
3.6;1451.0;210.0;14.0;1117.0;239.0;875.0;161.0;1679.0;1387.0;18.4;33.8;0.709
2.8;1328.0;154.0;12.3;1059.0;153.0;?;124.0;1600.0;1101.0;?;31.3;0.695
2.0;1207.0;112.0;8.6;924.0;?;1088.0;102.0;1488.0;850.0;18.0;34.8;?
2.0;1240.0;?;9.2;947.0;?;1049.0;116.0;?;?;?;?;0.7042
2.5;1306.0;111.0;?;987.0;138.0;1004.0;124.0;?;1078.0;17.6;35.1;0.7012
2.3;1326.0;97.0;10.6;1000.0;148.0;?;125.0;?;1084.0;16.7;37.8;0.7117
3.2;?;191.0;?;1163.0;227.0;831.0;148.0;1779.0;?;?;41.0;0.7451
4.2;?;?;19.6;1286.0;277.0;758.0;165.0;1922.0;1612.0;?;42.4;0.7569
4.2;1611.0;284.0;?;1274.0;279.0;754.0;161.0;1915.0;1697.0;15.7;44.1;0.7786
4.2;1621.0;269.0;18.3;1247.0;283.0;762.0;159.0;1860.0;1886.0;15.3;46.8;?
3.1;1444.0;180.0;13.1;?;214.0;844.0;143.0;1748.0;1624.0;14.6;48.6;0.806
2.6;?;116.0;?;1010.0;172.0;892.0;130.0;?;?;14.7;49.3;?
2.9;1534.0;93.0;11.0;1013.0;190.0;889.0;129.0;1611.0;1535.0;13.9;53.6;0.8498
2.8;1484.0;131.0;11.9;1045.0;?;880.0;119.0;1624.0;1530.0;14.6;51.5;0.8536
2.5;1367.0;?;?;?;128.0;953.0;104.0;1543.0;1337.0;?;58.9;?
2.4;1344.0;132.0;9.7;968.0;?;921.0;-200.0;?;1278.0;11.6;?;0.8674
-200.0;1130.0;56.0;5.2;?;70.0;1130.0;82.0;1452.0;1051.0;12.1;?;0.8603
1.2;1062.0;32.0;3.7;?;53.0;1272.0;70.0;1377.0;929.0;11.5;63.1;?
1.0;?;29.0;2.5;618.0;?;1395.0;63.0;1333.0;872.0;11.6;62.2;0.8473
0.9;1028.0;27.0;2.4;?;74.0;1384.0;67.0;?;853.0;10.4;?;0.853
1.4;1155.0;36.0;4.2;722.0;101.0;1225.0;?;1414.0;959.0;11.6;62.7;0.853
1.6;1235.0;57.0;6.4;?;118.0;?;83.0;1527.0;1093.0;12.4;60.0;0.8627
?;1332.0;129.0;8.6;?;?;952.0;98.0;1614.0;1225.0;14.5;53.1;0.8728
2.8;1445.0;148.0;10.9;1009.0;176.0;878.0;114.0;?;1355.0;16.9;46.1;0.8789
?;?;145.0;10.7;?;161.0;907.0;119.0;?;?;?;38.3;?
2.0;1281.0;93.0;?;880.0;113.0;?;104.0;1525.0;980.0;21.2;?;0.7812
1.8;?;84.0;7.5;879.0;103.0;?;102.0;1490.0;?;21.4;30.2;0.7616
1.9;1258.0;99.0;?;906.0;112.0;1081.0;107.0;?;900.0;?;29.0;0.7525
3.0;1458.0;150.0;11.9;1045.0;170.0;974.0;129.0;1646.0;1099.0;22.2;28.4;0.7516
2.9;1438.0;?;12.0;1051.0;180.0;943.0;128.0;?;1206.0;21.3;30.8;0.7696
2.5;?;122.0;?;1055.0;160.0;929.0;121.0;?;1262.0;19.7;36.7;0.8307
?;1808.0;262.0;20.6;1312.0;261.0;753.0;?;?;1698.0;18.4;41.7;0.8732
?;1898.0;?;23.1;1381.0;325.0;681.0;173.0;2103.0;1905.0;17.6;46.1;?
3.4;1560.0;?;14.7;1140.0;217.0;?;?;?;1648.0;16.7;49.6;0.932
2.1;1324.0;100.0;?;940.0;146.0;924.0;121.0;1587.0;?;16.3;51.0;?
