InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit R-SHOE Compass;Accelerometer RKN^ accY;Accelerometer BACK accZ
-296.0;-82.0;97;375.0;-4;988.0;-681.0
-376.0;-289.0;75;209.0;-20;1010.0;-556.0
486.0;306.0;79;-621.0;2;1028.0;-730.0
-372.0;-302.0;75;219.0;-20;1024.0;-547.0
-348.0;-320.0;75;214.0;-19;1045.0;-599.0
-352.0;-333.0;75;226.0;-19;1024.0;-558.0
-355.0;-361.0;75;255.0;-19;1013.0;-593.0
-354.0;-375.0;75;267.0;-18;1058.0;-630.0
-209.0;-424.0;75;254.0;-17;867.0;-638.0
-146.0;-503.0;3;140.0;-70;813.0;-735.0
-200.0;-444.0;75;252.0;-17;854.0;-714.0
-378.0;-191.0;38;518.0;-69;858.0;-656.0
-388.0;-158.0;38;540.0;-69;951.0;-508.0
-402.0;-131.0;38;560.0;-69;991.0;-524.0
-452.0;16.0;59;645.0;-32;921.0;-597.0
-179.0;-4.0;74;188.0;-7;1041.0;-346.0
-180.0;-2.0;74;189.0;-7;1007.0;-341.0
-201.0;55.0;74;183.0;-7;1025.0;-366.0
-384.0;-291.0;103;387.0;130;840.0;-527.0
-368.0;-307.0;51;362.0;131;857.0;-616.0
-316.0;-377.0;-76;280.0;166;744.0;-826.0
-404.0;-15.0;-108;435.0;0;1006.0;-573.0
-430.0;14.0;-127;512.0;1;1017.0;-600.0
-346.0;-355.0;35;455.0;-18;1010.0;-571.0
-345.0;-360.0;35;453.0;-18;1031.0;-587.0
-352.0;-317.0;35;511.0;-66;991.0;-500.0
-336.0;-332.0;35;431.0;-18;1032.0;-540.0
-412.0;582.0;74;412.0;-7;1029.0;-183.0
-182.0;38.0;74;234.0;-7;1021.0;-408.0
-174.0;13.0;74;213.0;-7;1012.0;-383.0
-187.0;58.0;74;203.0;-7;1032.0;-403.0
-222.0;119.0;74;179.0;-7;1031.0;-369.0
-325.0;-311.0;35;419.0;-18;965.0;-562.0
-331.0;-289.0;35;413.0;-18;959.0;-579.0
-333.0;-270.0;35;412.0;-18;1147.0;-564.0
-334.0;-276.0;35;414.0;-18;934.0;-610.0
-335.0;-275.0;35;412.0;-18;981.0;-594.0
-353.0;-262.0;-10;492.0;-41;1492.0;-451.0
-317.0;-260.0;35;400.0;-19;1036.0;-557.0
-293.0;-249.0;35;369.0;-22;871.0;-582.0
-254.0;-377.0;29;314.0;-28;1015.0;-662.0
-193.0;-495.0;-4;187.0;-110;1155.0;-773.0
-232.0;-384.0;7;312.0;-39;950.0;-627.0
-232.0;-388.0;6;311.0;-39;937.0;-640.0
-227.0;-393.0;3;307.0;-40;975.0;-602.0
-296.0;-272.0;23;446.0;-126;882.0;-599.0
-339.0;-190.0;23;485.0;-126;1024.0;-765.0
-439.0;27.0;22;588.0;-125;897.0;-703.0
-200.0;-2.0;91;438.0;-118;943.0;-873.0
-187.0;-16.0;88;424.0;-102;1072.0;-641.0
-226.0;19.0;81;412.0;1;-32.0;-851.0
-181.0;-38.0;104;400.0;-15;893.0;-810.0
-218.0;-15.0;125;389.0;-2;904.0;-878.0
-449.0;-71.0;106;643.0;-4;919.0;-472.0
-461.0;-37.0;106;610.0;-4;891.0;-626.0
-557.0;-47.0;69;682.0;-45;904.0;-728.0
-427.0;-123.0;-6;538.0;-34;1311.0;-705.0
-471.0;-41.0;-103;594.0;5;871.0;-853.0
-431.0;191.0;161;568.0;-4;993.0;-567.0
-413.0;153.0;151;550.0;-5;1025.0;-660.0
-412.0;148.0;152;548.0;-4;1042.0;-650.0
-412.0;147.0;152;548.0;-4;1004.0;-671.0
-410.0;144.0;153;549.0;-4;992.0;-692.0
-404.0;129.0;155;552.0;-2;882.0;-749.0
-404.0;131.0;155;549.0;-3;703.0;-749.0
-483.0;263.0;78;536.0;1;930.0;-784.0
-323.0;-380.0;97;288.0;-7;954.0;-614.0
-285.0;-347.0;96;235.0;-7;1077.0;-581.0
-276.0;-382.0;96;236.0;-8;651.0;-611.0
-278.0;-354.0;96;228.0;-8;948.0;-652.0
-275.0;-360.0;96;226.0;-7;930.0;-632.0
-273.0;-368.0;96;227.0;-7;1067.0;-613.0
-278.0;-388.0;98;243.0;-7;963.0;-658.0
-276.0;-391.0;98;246.0;-7;893.0;-699.0
-277.0;-395.0;99;253.0;-7;996.0;-654.0
-279.0;-390.0;99;257.0;-8;919.0;-557.0
-285.0;-384.0;95;264.0;-10;875.0;-643.0
-285.0;-378.0;94;271.0;-10;957.0;-666.0
-282.0;-381.0;91;278.0;-11;986.0;-656.0
-265.0;-383.0;54;293.0;-28;1001.0;-659.0
-258.0;-374.0;30;323.0;-46;961.0;-644.0
-246.0;-384.0;29;343.0;-48;956.0;-653.0
-228.0;-413.0;19;325.0;-47;952.0;-641.0
-220.0;-437.0;3;294.0;-54;924.0;-679.0
-205.0;-492.0;10;276.0;-81;971.0;-721.0
-231.0;-550.0;-27;100.0;-151;1060.0;-632.0
-182.0;-388.0;-21;321.0;-73;946.0;-1007.0
-389.0;-517.0;-13;374.0;-81;788.0;-818.0
-175.0;-442.0;23;292.0;-73;945.0;-535.0
-155.0;-580.0;5;272.0;-67;847.0;-585.0
-52.0;-571.0;76;244.0;-71;936.0;-515.0
-439.0;-16.0;-22;535.0;-44;961.0;-514.0
-497.0;134.0;-152;528.0;-62;846.0;-507.0
-457.0;74.0;-23;544.0;-45;1015.0;-580.0
-468.0;161.0;-25;566.0;-47;974.0;-602.0
-447.0;323.0;-9;583.0;-13;932.0;-621.0
-316.0;-242.0;7;424.0;-13;808.0;-441.0
-229.0;-328.0;59;437.0;-24;952.0;-309.0
-365.0;-213.0;9;477.0;-13;1066.0;-587.0
-411.0;-146.0;7;522.0;-21;1056.0;-677.0
-429.0;-123.0;-23;536.0;-11;882.0;-439.0
-446.0;-140.0;-20;549.0;18;1056.0;-611.0
-400.0;32.0;54;531.0;-24;852.0;-559.0
-347.0;-6.0;54;484.0;-24;840.0;-393.0
-355.0;14.0;54;493.0;-24;935.0;-447.0
-504.0;-23.0;50;559.0;51;961.0;-546.0
-502.0;-26.0;49;560.0;58;1046.0;-556.0
-496.0;-37.0;38;545.0;72;983.0;-677.0
-463.0;-126.0;131;457.0;103;1008.0;-701.0
-448.0;-155.0;136;441.0;23;1024.0;-649.0
-448.0;-164.0;136;452.0;16;1015.0;-562.0
-444.0;-173.0;136;455.0;15;1020.0;-447.0
-394.0;-200.0;-150;415.0;-157;1011.0;-580.0
-409.0;-150.0;-154;392.0;-161;1013.0;-605.0
-586.0;290.0;147;666.0;4;982.0;-661.0
-443.0;198.0;77;524.0;2;980.0;-628.0
-358.0;71.0;69;449.0;4;433.0;-576.0
-455.0;26.0;158;464.0;7;879.0;-717.0
-442.0;-10.0;182;436.0;7;988.0;-646.0
-217.0;-503.0;-26;199.0;-156;952.0;-741.0
-274.0;-418.0;-7;288.0;-86;924.0;-631.0
-314.0;-391.0;-7;312.0;-85;933.0;-624.0
-313.0;-418.0;-7;314.0;-85;977.0;-634.0
-306.0;-348.0;1;378.0;-31;1043.0;-672.0
-320.0;-328.0;1;391.0;-31;1050.0;-670.0
-324.0;-322.0;1;396.0;-31;1032.0;-673.0
-333.0;-311.0;1;404.0;-31;1027.0;-643.0
-332.0;-312.0;1;404.0;-31;1026.0;-657.0
-330.0;-323.0;1;394.0;-31;1017.0;-672.0
-327.0;-333.0;1;389.0;-31;1030.0;-665.0
-314.0;-362.0;1;378.0;-31;1038.0;-682.0
-311.0;-368.0;1;375.0;-31;1041.0;-701.0
-307.0;-376.0;1;374.0;-31;1036.0;-693.0
-305.0;-381.0;1;376.0;-31;1042.0;-727.0
-305.0;-380.0;1;377.0;-31;1050.0;-736.0
-261.0;-428.0;30;409.0;-53;1120.0;-746.0
-360.0;-429.0;3;406.0;-36;1020.0;-871.0
-315.0;-359.0;1;390.0;-31;1025.0;-751.0
-327.0;-331.0;1;404.0;-31;1035.0;-757.0
-347.0;-292.0;1;424.0;-31;1044.0;-744.0
-353.0;-276.0;1;430.0;-31;1035.0;-738.0
-356.0;-265.0;1;434.0;-31;1052.0;-745.0
-362.0;-250.0;1;446.0;-31;1041.0;-761.0
-359.0;-257.0;1;449.0;-31;1032.0;-741.0
-331.0;-315.0;1;467.0;-31;1031.0;-730.0
-316.0;-338.0;1;477.0;-31;1022.0;-675.0
-315.0;-339.0;1;475.0;-31;1040.0;-690.0
-313.0;-344.0;1;471.0;-31;1021.0;-699.0
-307.0;-355.0;1;466.0;-31;1021.0;-710.0
-205.0;-499.0;1;368.0;-35;1030.0;-752.0
-238.0;-433.0;1;397.0;-39;987.0;-680.0
-246.0;-418.0;1;398.0;-39;1028.0;-648.0
-257.0;-399.0;0;395.0;-40;1046.0;-627.0
-261.0;-396.0;0;393.0;-40;1036.0;-607.0
-261.0;-397.0;0;388.0;-40;1022.0;-590.0
-256.0;-403.0;-1;348.0;-46;1019.0;-558.0
-282.0;-449.0;-7;438.0;-39;929.0;-413.0
-267.0;-376.0;-1;336.0;-47;923.0;-542.0
-262.0;-380.0;-1;326.0;-48;1004.0;-570.0
-150.0;-514.0;65;435.0;-30;540.0;-450.0
-323.0;-263.0;8;391.0;-50;903.0;-556.0
-324.0;-241.0;7;385.0;-50;973.0;-571.0
-382.0;-104.0;25;279.0;-37;890.0;-531.0
-426.0;44.0;52;282.0;-26;1059.0;-585.0
-446.0;81.0;53;283.0;-26;1056.0;-597.0
-465.0;108.0;53;288.0;-27;925.0;-574.0
-486.0;157.0;53;344.0;-28;916.0;-661.0
-482.0;157.0;53;364.0;-28;1022.0;-723.0
-480.0;133.0;53;414.0;-29;962.0;-725.0
-479.0;96.0;53;489.0;-29;920.0;-566.0
-469.0;72.0;53;504.0;-29;944.0;-656.0
-436.0;-5.0;53;546.0;-30;959.0;-614.0
-419.0;-64.0;53;575.0;-29;852.0;-712.0
-437.0;-41.0;56;602.0;-28;986.0;-731.0
-423.0;-75.0;76;606.0;-28;893.0;-620.0
-430.0;-295.0;-31;624.0;-53;894.0;-490.0
-432.0;-258.0;21;518.0;-23;773.0;-794.0
-371.0;-231.0;46;490.0;-34;891.0;-801.0
-333.0;-218.0;47;395.0;-39;824.0;-690.0
-317.0;-214.0;47;404.0;-40;962.0;-707.0
-313.0;-218.0;48;408.0;-41;767.0;-717.0
-325.0;-212.0;47;396.0;-39;524.0;-701.0
-416.0;-443.0;-14;338.0;-81;747.0;-863.0
-308.0;-246.0;47;418.0;-40;1010.0;-524.0
-398.0;-103.0;67;568.0;-12;1005.0;-705.0
-500.0;204.0;25;647.0;-17;735.0;-434.0
-538.0;-66.0;105;648.0;-31;549.0;-406.0
-534.0;-91.0;125;635.0;-25;540.0;-705.0
-472.0;80.0;91;593.0;-23;860.0;-663.0
-488.0;65.0;48;625.0;-6;933.0;-574.0
-373.0;-190.0;54;532.0;-11;861.0;-614.0
-386.0;-166.0;55;540.0;-12;864.0;-625.0
-612.0;75.0;121;694.0;-25;905.0;-568.0
-465.0;233.0;62;640.0;-6;1002.0;-673.0
-405.0;176.0;63;588.0;-3;1009.0;-627.0
-376.0;125.0;81;561.0;2;933.0;-690.0
-411.0;155.0;89;557.0;3;1054.0;-720.0
-384.0;131.0;83;560.0;2;1013.0;-720.0
-432.0;-85.0;149;398.0;0;851.0;-607.0
-355.0;-309.0;164;281.0;33;1116.0;-581.0
-335.0;-224.0;-63;484.0;-33;1008.0;-447.0
-347.0;-181.0;-64;496.0;-33;1006.0;-423.0
-360.0;-137.0;-65;506.0;-34;996.0;-438.0
-549.0;138.0;91;651.0;-19;613.0;-575.0
-440.0;94.0;21;565.0;-12;833.0;-670.0
-504.0;261.0;86;610.0;-6;725.0;-646.0
-566.0;215.0;21;690.0;-17;893.0;-861.0
-415.0;204.0;110;564.0;-8;1008.0;-613.0
-402.0;176.0;110;548.0;-3;1015.0;-616.0
-395.0;161.0;110;541.0;-3;1006.0;-605.0
-380.0;132.0;110;546.0;1;1009.0;-650.0
-371.0;123.0;110;549.0;2;1031.0;-640.0
-364.0;117.0;108;547.0;4;1021.0;-640.0
-359.0;109.0;106;545.0;5;1035.0;-640.0
-323.0;75.0;91;498.0;10;1032.0;-697.0
-320.0;69.0;88;472.0;11;1022.0;-772.0
-335.0;67.0;90;476.0;9;1021.0;-760.0
-340.0;70.0;91;482.0;9;1011.0;-749.0
-358.0;58.0;97;505.0;7;1010.0;-722.0
-376.0;21.0;101;519.0;6;1002.0;-760.0
-427.0;3.0;104;541.0;4;1024.0;-747.0
-462.0;6.0;108;557.0;4;1017.0;-756.0
-524.0;124.0;151;647.0;0;964.0;-796.0
-508.0;-3.0;116;582.0;2;961.0;-804.0
-483.0;-11.0;109;548.0;4;996.0;-761.0
-488.0;-50.0;107;527.0;3;993.0;-753.0
-381.0;-349.0;100;266.0;-20;983.0;-511.0
