Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA^ accZ;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit LUA accY;InertialMeasurementUnit RLA Quaternion3;Accelerometer RUA^ accY;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RUA magneticY
725.0;168;668.0;204.0;-61.0;475.0;-101.0;6.0;1113.0;-180.0;-799.0;-412.0
982.0;-151;731.0;256.0;289.0;509.0;-161.0;-84.0;1035.0;-245.0;-635.0;-351.0
975.0;124;699.0;339.0;136.0;518.0;-251.0;29.0;1097.0;-260.0;-818.0;-504.0
542.0;46;220.0;-478.0;268.0;271.0;47.0;-455.0;1114.0;-502.0;-95.0;373.0
1259.0;99;520.0;-185.0;339.0;427.0;-121.0;-435.0;1076.0;-587.0;-222.0;-51.0
555.0;129;650.0;269.0;243.0;500.0;-213.0;66.0;940.0;-191.0;-808.0;-419.0
646.0;202;644.0;252.0;210.0;497.0;-261.0;56.0;977.0;-190.0;-805.0;-422.0
1114.0;107;642.0;247.0;195.0;495.0;-230.0;48.0;984.0;-188.0;-803.0;-415.0
558.0;67;552.0;-164.0;357.0;441.0;-62.0;-413.0;1221.0;-599.0;-280.0;-135.0
978.0;138;666.0;216.0;179.0;472.0;-283.0;19.0;1319.0;-216.0;-818.0;-439.0
992.0;-151;729.0;254.0;294.0;509.0;-184.0;-70.0;1034.0;-240.0;-627.0;-348.0
997.0;-180;337.0;-504.0;463.0;120.0;-255.0;30.0;1098.0;234.0;-133.0;378.0
996.0;156;351.0;-490.0;362.0;131.0;-55.0;16.0;923.0;228.0;-145.0;375.0
975.0;80;356.0;-488.0;453.0;137.0;-25.0;9.0;1157.0;223.0;-150.0;370.0
997.0;104;367.0;-466.0;394.0;159.0;-183.0;-18.0;1036.0;187.0;-174.0;329.0
996.0;106;369.0;-430.0;293.0;199.0;-479.0;-84.0;861.0;126.0;-205.0;266.0
979.0;106;426.0;-353.0;303.0;261.0;-333.0;-121.0;933.0;62.0;-284.0;182.0
978.0;106;442.0;-335.0;262.0;272.0;-292.0;-131.0;972.0;46.0;-301.0;160.0
876.0;111;594.0;-166.0;463.0;348.0;-136.0;-301.0;1014.0;-77.0;-456.0;-71.0
1099.0;111;614.0;-144.0;546.0;357.0;-82.0;-321.0;945.0;-97.0;-466.0;-104.0
989.0;113;634.0;-119.0;548.0;365.0;-290.0;-341.0;895.0;-115.0;-479.0;-135.0
903.0;112;673.0;-77.0;493.0;373.0;-387.0;-380.0;871.0;-150.0;-508.0;-202.0
1181.0;67;560.0;-105.0;371.0;472.0;-113.0;-448.0;1109.0;-670.0;-494.0;-209.0
969.0;67;543.0;-88.0;237.0;478.0;-216.0;-450.0;1164.0;-684.0;-544.0;-243.0
994.0;-37;654.0;-383.0;166.0;257.0;270.0;-460.0;968.0;-736.0;-607.0;-389.0
953.0;67;472.0;-21.0;216.0;495.0;-521.0;-450.0;1105.0;-641.0;-579.0;-303.0
895.0;58;461.0;-63.0;127.0;461.0;-127.0;-465.0;1361.0;-623.0;-526.0;-263.0
822.0;51;460.0;-66.0;428.0;448.0;-51.0;-479.0;1005.0;-618.0;-467.0;-214.0
1028.0;83;446.0;-74.0;298.0;448.0;-159.0;-501.0;927.0;-636.0;-424.0;-199.0
995.0;134;669.0;219.0;115.0;475.0;-239.0;25.0;1266.0;-220.0;-820.0;-437.0
996.0;136;672.0;222.0;109.0;477.0;-267.0;37.0;1216.0;-218.0;-820.0;-430.0
1055.0;73;406.0;-168.0;73.0;442.0;-357.0;-486.0;992.0;-634.0;-519.0;-295.0
1011.0;74;404.0;-172.0;13.0;444.0;-355.0;-487.0;1156.0;-636.0;-520.0;-292.0
987.0;-151;730.0;255.0;296.0;509.0;-182.0;-70.0;1051.0;-243.0;-639.0;-348.0
994.0;-151;728.0;254.0;341.0;508.0;-184.0;-85.0;1035.0;-243.0;-629.0;-354.0
1008.0;82;402.0;-181.0;292.0;449.0;-148.0;-494.0;1196.0;-653.0;-485.0;-264.0
979.0;-151;723.0;245.0;281.0;505.0;-235.0;-81.0;1065.0;-236.0;-627.0;-345.0
916.0;167;376.0;-416.0;184.0;221.0;-313.0;300.0;1010.0;142.0;-525.0;313.0
923.0;160;382.0;-407.0;217.0;229.0;-325.0;308.0;971.0;140.0;-548.0;313.0
984.0;132;392.0;-403.0;230.0;238.0;-202.0;310.0;874.0;136.0;-586.0;300.0
985.0;118;469.0;-325.0;259.0;319.0;-3.0;232.0;1379.0;51.0;-673.0;178.0
1009.0;-121;747.0;317.0;344.0;640.0;-221.0;-627.0;963.0;-561.0;-689.0;-401.0
917.0;-88;755.0;192.0;255.0;573.0;-293.0;-407.0;909.0;-589.0;-654.0;-285.0
935.0;-89;751.0;187.0;187.0;573.0;-378.0;-417.0;911.0;-592.0;-648.0;-274.0
998.0;-49;716.0;92.0;205.0;571.0;-281.0;-675.0;1252.0;-636.0;-621.0;-300.0
933.0;-88;711.0;132.0;27.0;570.0;-349.0;-472.0;1136.0;-615.0;-565.0;-180.0
940.0;-90;688.0;58.0;234.0;550.0;-230.0;-480.0;1171.0;-611.0;-522.0;-132.0
1073.0;-89;683.0;29.0;294.0;540.0;-177.0;-481.0;1068.0;-612.0;-514.0;-127.0
1016.0;-84;671.0;-62.0;263.0;500.0;-94.0;-499.0;969.0;-622.0;-472.0;-106.0
851.0;-67;659.0;-242.0;210.0;410.0;-251.0;-544.0;1060.0;-642.0;-466.0;3.0
632.0;131;503.0;-265.0;15.0;362.0;-102.0;204.0;1125.0;2.0;-694.0;98.0
819.0;135;659.0;134.0;44.0;476.0;-143.0;0.0;1059.0;-203.0;-799.0;-377.0
763.0;136;651.0;103.0;337.0;466.0;-94.0;10.0;1485.0;-182.0;-797.0;-335.0
1082.0;184;583.0;-63.0;273.0;408.0;-260.0;190.0;864.0;-43.0;-736.0;-91.0
1007.0;-162;567.0;-89.0;249.0;398.0;-395.0;179.0;873.0;-55.0;-713.0;-80.0
1005.0;-91;567.0;-98.0;238.0;395.0;-365.0;159.0;861.0;-60.0;-702.0;-76.0
926.0;-145;578.0;-123.0;-114.0;377.0;-285.0;76.0;1094.0;-74.0;-666.0;-57.0
985.0;122;622.0;-144.0;268.0;353.0;251.0;148.0;918.0;-69.0;-736.0;10.0
972.0;122;613.0;-125.0;208.0;369.0;-97.0;142.0;959.0;-76.0;-743.0;4.0
995.0;122;614.0;-101.0;8.0;393.0;-270.0;115.0;1188.0;-71.0;-738.0;-5.0
988.0;121;622.0;-74.0;-41.0;404.0;-221.0;90.0;1158.0;-95.0;-751.0;-49.0
986.0;127;651.0;46.0;218.0;459.0;-242.0;-7.0;1130.0;-183.0;-811.0;-197.0
988.0;134;671.0;132.0;227.0;494.0;-181.0;-59.0;1048.0;-237.0;-839.0;-318.0
974.0;-174;907.0;281.0;237.0;346.0;164.0;-79.0;1165.0;-420.0;-907.0;-695.0
971.0;-172;803.0;467.0;204.0;579.0;-59.0;-470.0;1107.0;-554.0;-860.0;-657.0
978.0;-172;858.0;338.0;248.0;446.0;-60.0;-518.0;1118.0;-531.0;-784.0;-651.0
682.0;132;507.0;-250.0;111.0;369.0;-216.0;198.0;1219.0;-9.0;-701.0;81.0
1185.0;134;524.0;-215.0;156.0;381.0;-272.0;188.0;1023.0;-41.0;-725.0;26.0
973.0;133;538.0;-190.0;223.0;386.0;-273.0;197.0;939.0;-55.0;-734.0;5.0
978.0;132;579.0;-159.0;214.0;385.0;-54.0;182.0;990.0;-74.0;-740.0;-27.0
950.0;124;575.0;-106.0;69.0;409.0;-262.0;132.0;1299.0;-97.0;-738.0;-55.0
925.0;143;567.0;-112.0;61.0;406.0;-302.0;110.0;1186.0;-100.0;-729.0;-59.0
951.0;-62;563.0;-110.0;-91.0;406.0;-321.0;119.0;1062.0;-96.0;-724.0;-52.0
989.0;-19;749.0;354.0;547.0;557.0;-176.0;-288.0;968.0;-428.0;-885.0;-576.0
1000.0;-19;754.0;368.0;449.0;557.0;-150.0;-317.0;973.0;-418.0;-870.0;-579.0
988.0;-19;748.0;357.0;498.0;558.0;-221.0;-280.0;979.0;-425.0;-886.0;-572.0
977.0;-103;686.0;714.0;734.0;706.0;-333.0;-263.0;917.0;-665.0;-936.0;-724.0
1010.0;-19;749.0;370.0;536.0;562.0;-183.0;-266.0;960.0;-422.0;-886.0;-573.0
1005.0;117;842.0;402.0;572.0;523.0;0.0;-284.0;923.0;-369.0;-766.0;-583.0
995.0;118;837.0;426.0;456.0;539.0;8.0;-259.0;969.0;-382.0;-793.0;-600.0
1201.0;-19;759.0;344.0;499.0;535.0;-208.0;-361.0;914.0;-356.0;-833.0;-535.0
1034.0;-19;760.0;341.0;515.0;532.0;-204.0;-369.0;912.0;-350.0;-822.0;-528.0
793.0;141;774.0;435.0;463.0;630.0;-40.0;-545.0;845.0;-485.0;-772.0;-530.0
989.0;-151;729.0;255.0;286.0;509.0;-193.0;-78.0;1031.0;-245.0;-641.0;-352.0
998.0;-151;716.0;232.0;268.0;501.0;-253.0;-65.0;1051.0;-226.0;-618.0;-330.0
998.0;-151;715.0;228.0;357.0;500.0;-284.0;-60.0;1010.0;-225.0;-616.0;-325.0
996.0;-85;559.0;-106.0;2.0;411.0;-364.0;127.0;1059.0;-96.0;-727.0;-55.0
598.0;129;586.0;-34.0;378.0;447.0;54.0;146.0;1137.0;-111.0;-769.0;-132.0
556.0;144;594.0;-18.0;318.0;454.0;38.0;124.0;1302.0;-129.0;-781.0;-164.0
516.0;122;603.0;7.0;231.0;462.0;-34.0;106.0;1338.0;-142.0;-788.0;-198.0
717.0;139;628.0;61.0;-32.0;482.0;-163.0;90.0;1216.0;-170.0;-794.0;-256.0
