InertialMeasurementUnit LUA Quaternion1;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RUA Quaternion2;Accelerometer LH accX
-391.0;-633.0;-162.0;127.0;-608.0;380.0;396.0
-390.0;-280.0;240.0;235.0;-544.0;461.0;515.0
-382.0;-343.0;368.0;293.0;-618.0;480.0;233.0
-392.0;54.0;216.0;194.0;-449.0;449.0;418.0
-345.0;-417.0;157.0;185.0;-449.0;440.0;573.0
-403.0;-321.0;36.0;238.0;-438.0;431.0;735.0
-222.0;-487.0;-75.0;60.0;-393.0;449.0;517.0
-204.0;-403.0;-107.0;60.0;-381.0;452.0;457.0
-168.0;-464.0;-203.0;116.0;-339.0;453.0;441.0
-170.0;-380.0;-193.0;164.0;-339.0;455.0;479.0
-246.0;-466.0;231.0;299.0;-553.0;52.0;461.0
-244.0;-490.0;230.0;311.0;-559.0;43.0;542.0
-244.0;-489.0;228.0;303.0;-560.0;42.0;384.0
-284.0;-432.0;129.0;247.0;-489.0;356.0;371.0
-229.0;-553.0;-24.0;203.0;-404.0;241.0;504.0
-212.0;-632.0;-62.0;195.0;-379.0;207.0;494.0
-253.0;-1103.0;-266.0;70.0;-441.0;411.0;1076.0
-327.0;-792.0;398.0;361.0;-703.0;57.0;332.0
-244.0;-511.0;220.0;318.0;-562.0;41.0;424.0
-316.0;-333.0;215.0;331.0;-554.0;52.0;667.0
183.0;-817.0;-533.0;324.0;340.0;-105.0;1152.0
-173.0;-516.0;-234.0;169.0;-268.0;69.0;666.0
192.0;-416.0;-321.0;269.0;261.0;-153.0;767.0
-175.0;-846.0;-348.0;92.0;194.0;-162.0;506.0
-317.0;-321.0;212.0;325.0;-553.0;52.0;649.0
-317.0;-340.0;209.0;342.0;-552.0;51.0;660.0
-318.0;-332.0;208.0;340.0;-551.0;50.0;647.0
-289.0;-338.0;-38.0;223.0;-413.0;444.0;76.0
-338.0;-369.0;11.0;184.0;-431.0;451.0;77.0
-317.0;-345.0;211.0;346.0;-551.0;50.0;659.0
-317.0;-357.0;208.0;350.0;-552.0;50.0;648.0
-256.0;-473.0;147.0;534.0;-739.0;-72.0;842.0
-318.0;-347.0;212.0;356.0;-552.0;49.0;625.0
-318.0;-311.0;214.0;354.0;-552.0;48.0;639.0
-318.0;-332.0;215.0;349.0;-552.0;48.0;622.0
-319.0;-320.0;216.0;341.0;-552.0;50.0;633.0
-326.0;-360.0;225.0;306.0;-555.0;50.0;689.0
-331.0;-370.0;231.0;284.0;-554.0;52.0;642.0
-332.0;-348.0;233.0;291.0;-554.0;53.0;643.0
-334.0;-377.0;233.0;282.0;-553.0;54.0;625.0
-335.0;-338.0;236.0;284.0;-553.0;55.0;679.0
-337.0;-379.0;236.0;284.0;-552.0;56.0;683.0
-337.0;-341.0;236.0;277.0;-552.0;56.0;656.0
-339.0;-348.0;237.0;273.0;-555.0;55.0;653.0
-340.0;-351.0;240.0;262.0;-556.0;56.0;661.0
-361.0;-404.0;-14.0;-52.0;-652.0;605.0;509.0
-342.0;-414.0;46.0;51.0;-507.0;535.0;351.0
-342.0;-375.0;241.0;268.0;-555.0;56.0;698.0
-344.0;-387.0;243.0;268.0;-555.0;57.0;667.0
-343.0;-370.0;242.0;259.0;-555.0;57.0;686.0
-344.0;-364.0;242.0;265.0;-554.0;57.0;669.0
-343.0;-369.0;243.0;268.0;-554.0;56.0;670.0
-343.0;-360.0;244.0;267.0;-554.0;56.0;667.0
-343.0;-341.0;245.0;263.0;-554.0;55.0;677.0
-342.0;-360.0;241.0;262.0;-553.0;55.0;668.0
-342.0;-355.0;243.0;268.0;-553.0;55.0;682.0
-342.0;-371.0;243.0;269.0;-553.0;54.0;659.0
-342.0;-349.0;242.0;270.0;-553.0;53.0;679.0
-342.0;-370.0;243.0;267.0;-553.0;53.0;651.0
-342.0;-343.0;240.0;263.0;-553.0;54.0;681.0
-392.0;-304.0;68.0;311.0;-494.0;463.0;332.0
-415.0;-467.0;17.0;284.0;-509.0;460.0;272.0
-179.0;-324.0;29.0;311.0;-466.0;461.0;210.0
-171.0;-340.0;-5.0;133.0;-459.0;464.0;532.0
-187.0;-273.0;-78.0;90.0;-434.0;474.0;544.0
-191.0;-425.0;-121.0;8.0;-425.0;476.0;475.0
-234.0;-371.0;-162.0;22.0;-408.0;462.0;200.0
-267.0;-526.0;-119.0;86.0;-415.0;466.0;310.0
-334.0;-506.0;-46.0;194.0;-436.0;475.0;560.0
-361.0;-418.0;-39.0;62.0;-459.0;481.0;271.0
45.0;60.0;107.0;-169.0;-495.0;51.0;281.0
-130.0;-246.0;80.0;253.0;-303.0;216.0;185.0
-143.0;-210.0;79.0;303.0;-322.0;223.0;181.0
-168.0;-272.0;82.0;246.0;-292.0;171.0;472.0
-127.0;-378.0;100.0;258.0;-263.0;151.0;418.0
-99.0;-422.0;114.0;257.0;-246.0;143.0;378.0
-70.0;-311.0;124.0;216.0;-226.0;133.0;298.0
222.0;-344.0;-62.0;210.0;23.0;115.0;421.0
-418.0;-557.0;1.0;247.0;-508.0;460.0;470.0
-342.0;-375.0;243.0;262.0;-553.0;54.0;694.0
-341.0;-361.0;241.0;269.0;-553.0;54.0;665.0
