MotorData.IsAcceleration;NVL_Recv_Storage.GL_LightBarrier;MotorData.IsForce;MotorData.ActSpeed;MotorData.Motor_Pos2reached;PLC_PRG.Gripper;NVL_Send_Storage.ActivateStorage;NVL_Recv_Storage.GL_I_Slider_OUT;NVL_Recv_Storage.GL_I_Slider_IN;NVL_Recv_Storage.GL_I_ProcessStarted
0;1;-25;0;0;1;0;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;-3;0;0;0;0;0;1;0
0;1;-3;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;4;0;0;0;0;0;1;0
0;1;-3;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;2;0;0;0;0;0;1;0
0;1;1;0;0;0;0;0;1;0
0;1;2;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;1;0;0;0;0;0;1;0
0;1;2;0;0;0;0;0;1;0
0;1;2;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;-3;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;1;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;1;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;-3;0;0;0;0;1;0;0
0;1;-3;0;0;0;0;1;0;1
0;1;-1;0;0;0;0;1;0;1
0;1;-86;-2958;0;0;0;0;1;1
0;1;-86;-2958;0;0;0;0;1;1
0;1;-27;0;1;0;1;0;0;1
0;1;-30;0;1;0;0;1;0;1
0;1;-31;0;1;0;0;1;0;1
0;1;-29;0;1;0;0;1;0;1
0;1;-28;0;1;0;0;1;0;1
0;1;-32;0;1;0;0;1;0;0
0;1;1;0;0;0;0;1;0;1
0;1;-2;0;0;0;0;1;0;1
0;1;-4;0;0;0;0;1;0;1
0;1;0;0;0;0;1;0;1;1
0;1;-4;0;0;0;0;0;1;1
0;1;-46;0;0;0;0;0;1;0
0;1;-45;0;0;1;0;0;1;0
0;1;-44;0;0;1;0;0;1;0
0;1;-44;0;0;1;0;0;1;0
0;1;-4;0;0;0;0;0;1;0
0;1;-1;0;0;0;0;0;1;0
0;1;-2;0;0;0;0;0;1;0
0;1;-3;0;0;0;0;0;1;0
0;1;-3;0;0;0;0;0;1;0
0;1;-4;0;0;0;0;0;1;0
0;1;-3;0;0;0;0;0;1;0
0;1;-3;0;0;0;0;0;1;0
0;1;-2;0;0;0;0;0;1;0
0;1;193;54926;0;1;0;0;1;0
0;1;-4;0;0;0;0;0;1;0
0;1;-3;0;0;0;0;0;1;0
0;1;-3;0;0;0;0;0;1;0
0;1;69;0;0;1;0;0;1;0
0;1;69;0;0;1;0;0;1;0
0;1;-26;9947;0;1;0;0;1;0
0;1;-249;-54955;0;1;0;0;1;0
0;1;84;0;0;1;0;0;1;0
1015;1;-166;-59943;0;1;0;0;1;0
0;1;2;0;0;0;0;0;1;0
0;1;3;0;0;0;0;0;1;0
0;1;2;0;0;0;0;0;1;0
0;1;5;0;0;0;0;0;1;0
0;1;3;0;0;0;0;0;1;0
0;1;3;0;0;0;0;0;1;0
0;1;2;0;0;0;0;0;1;0
0;1;2;0;0;0;0;0;1;0
0;1;2;0;0;0;0;0;1;0
0;1;4;0;0;0;0;0;1;0
0;1;3;0;0;0;0;0;1;0
0;1;4;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;1;0;0;0;0;0;0;1;0
0;0;5;0;0;0;1;0;0;1
0;1;2;0;0;0;0;1;0;1
0;1;5;0;0;0;0;1;0;1
0;1;1;0;0;0;0;1;0;1
0;1;5;0;0;0;0;1;0;1
0;1;1;0;0;0;0;1;0;0
0;1;5;0;0;0;0;1;0;0
0;1;2;0;0;0;0;0;0;0
0;1;89;0;0;1;0;0;1;0
0;1;84;0;0;1;0;0;1;0
0;1;-31;0;1;0;0;1;0;0
0;1;-127;-54810;0;0;0;0;1;0
0;1;-31;0;1;0;0;1;0;1
0;1;-18;-58261;0;0;0;0;1;0
0;1;-33;0;1;0;0;1;0;1
0;1;-30;0;1;0;0;1;0;1
0;1;-35;0;1;0;0;1;0;1
0;1;-34;0;1;0;0;1;0;1
0;1;-39;0;0;1;0;0;1;0
0;1;-36;0;0;1;0;0;1;0
0;1;-37;0;0;1;0;0;1;0
0;1;-33;0;1;0;0;1;0;1
0;1;-31;0;1;0;0;1;0;1
0;1;-32;0;1;0;0;1;0;1
0;1;-34;0;1;0;1;0;1;1
0;1;-34;0;1;0;0;0;1;1
0;1;-32;0;1;0;0;0;1;0
0;1;-33;0;1;0;0;0;1;0
0;1;-32;0;1;0;0;0;1;0
0;1;-32;0;1;0;0;0;1;0
0;1;79;0;0;1;0;0;1;0
0;1;83;0;0;1;0;0;1;0
0;1;79;0;0;1;0;0;1;0
0;1;-35;0;1;0;0;0;1;0
0;1;-28;0;1;0;0;0;1;0
0;1;-35;0;1;0;0;0;1;0
-1015;1;29;-62147;0;1;0;0;1;0
0;1;-33;0;1;0;0;0;1;0
0;1;-34;0;1;0;0;0;1;0
0;1;-34;0;1;0;0;0;1;0
0;1;-33;0;1;1;0;0;1;0
0;1;-36;0;1;0;0;0;1;0
0;1;-33;0;1;0;0;0;1;0
0;1;-31;0;1;0;0;0;1;0
0;1;-31;0;1;0;0;0;1;0
0;1;-33;0;1;0;0;0;1;0
0;1;-29;0;1;0;0;0;1;0
0;1;-33;0;1;0;0;0;1;0
0;1;-32;0;1;0;0;0;1;0
0;1;-31;0;1;0;0;0;1;0
0;1;-28;0;1;0;0;1;0;1
0;1;-31;0;1;0;0;1;0;1
0;1;-30;0;1;0;0;1;0;0
0;1;-35;-63220;0;1;0;0;1;0
0;1;-140;-55361;0;0;0;0;1;0
0;1;-37;0;0;1;0;0;1;0
0;1;-35;0;0;1;0;0;1;0
0;1;67;0;0;1;0;0;1;0
0;1;66;0;0;1;0;0;1;0
0;1;64;0;0;1;0;0;1;0
0;1;-41;0;0;1;0;0;1;0
0;1;2;0;0;0;0;0;0;0
0;1;8;0;0;0;0;1;0;0
0;1;8;0;0;0;0;1;0;0
0;1;5;0;0;0;0;1;0;0
