MotorData.Motor_Pos4reached;MotorData.ActPosition;PLC_PRG.MaterialIsMetal;NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Ind.GL_Metall
0;251314;0;1;0
0;243600;0;1;0
0;238902;0;1;0
0;239453;0;1;0
0;235944;0;1;0
0;226577;0;1;0
0;226577;0;1;0
0;250096;0;1;0
0;230115;0;1;0
0;230115;0;1;0
0;239308;0;1;0
0;245398;0;1;0
0;242991;0;1;0
0;226258;0;1;0
0;226026;0;1;0
0;245137;0;1;0
0;251720;0;1;0
0;251720;0;1;0
0;235944;0;1;0
0;230028;0;1;0
0;246993;0;1;0
0;236495;0;1;0
0;233392;0;1;0
0;227476;0;1;0
0;229709;0;1;0
0;233798;0;1;0
0;239714;0;1;0
0;239714;0;1;0
0;246181;0;1;0
0;249864;0;1;0
0;225910;0;1;0
0;227215;0;1;0
0;226780;0;1;0
0;229912;0;1;0
0;252068;0;1;0
0;243629;0;1;0
0;237220;0;1;0
0;231072;0;1;0
0;248414;0;1;0
0;248298;0;1;0
0;248298;0;1;0
0;239192;0;1;0
0;232551;0;1;0
0;223503;0;1;0
0;223793;0;1;0
0;241222;0;1;0
0;224982;0;1;0
0;232174;0;1;0
0;251314;0;1;0
0;234668;0;1;0
0;228752;0;1;0
0;245949;0;1;0
0;229390;0;1;0
0;249574;0;1;0
0;246384;0;1;0
0;233595;0;1;0
0;224576;0;1;0
0;230492;0;1;0
0;244267;0;1;0
0;248095;0;1;0
0;226664;0;1;0
0;234697;0;1;0
0;226258;0;1;0
0;251720;0;1;0
0;247225;0;1;0
0;240671;0;1;0
0;246819;0;1;0
0;226751;0;1;0
0;234175;0;1;0
0;234175;0;1;0
0;228259;0;1;0
0;224431;0;1;0
0;240352;0;1;0
0;240352;0;1;0
0;235538;0;1;0
0;241396;0;1;0
0;251401;0;1;0
0;226171;0;1;0
0;236437;0;1;0
0;226316;0;1;0
0;242382;0;1;0
0;242440;0;1;0
0;242440;0;1;0
0;237539;0;1;0
0;231797;0;1;0
0;231797;0;1;0
0;233102;0;1;0
0;233102;0;1;0
0;227186;0;1;0
0;227534;0;1;0
0;236756;0;1;0
0;243774;0;1;0
0;237220;0;1;0
0;228984;0;1;0
0;235538;0;1;0
0;238583;0;1;0
0;244905;0;1;0
0;234175;0;1;0
0;227853;0;1;0
0;230985;0;1;0
0;237394;0;1;0
0;251546;0;1;0
0;239453;0;1;0
0;247718;0;1;0
0;248066;0;1;0
0;241338;0;1;0
0;225678;0;1;0
0;249313;0;1;0
0;243223;0;1;0
0;224518;0;1;0
0;229158;0;1;0
0;229158;0;1;0
0;245079;0;1;0
0;247399;0;1;0
0;243716;0;1;0
0;237307;0;1;0
0;234262;0;1;0
0;227534;0;1;0
0;233537;0;1;0
0;243136;0;1;0
0;249661;0;1;0
0;249661;0;1;0
0;243600;0;1;0
0;240381;0;1;0
0;227505;0;1;0
0;243252;0;1;0
0;249429;0;1;0
0;227534;0;1;0
0;243310;0;1;0
0;247776;0;1;0
0;237800;0;1;0
0;228433;0;1;0
0;248356;0;1;0
0;236350;0;1;0
0;233392;0;1;0
0;224489;0;1;0
0;228578;0;1;0
0;234581;0;1;0
0;238119;0;1;0
0;238119;0;1;0
0;245079;0;1;0
0;248269;0;1;0
0;232986;0;1;0
0;238902;0;1;0
0;245079;0;1;0
0;245079;0;1;0
0;237220;0;1;0
0;249719;0;1;0
0;243716;0;1;0
0;224663;0;1;0
0;231391;0;1;0
0;224431;0;1;0
0;224431;0;1;0
0;230666;0;1;0
0;240758;0;1;0
0;243948;0;1;0
0;239801;0;1;0
0;230492;0;1;0
0;223706;0;1;0
0;223706;0;1;0
0;240149;0;1;0
0;240149;0;1;0
0;235480;0;1;0
0;249226;0;1;0
0;240149;0;1;0
0;240149;0;1;0
0;229013;0;1;0
0;229013;0;1;0
0;234871;0;1;0
0;246877;0;1;0
0;233392;0;1;0
0;251633;0;1;0
0;241947;0;1;0
0;223387;0;1;0
0;224895;0;1;0
0;227940;0;1;0
0;233856;0;1;0
0;249864;0;1;0
0;246819;0;1;0
0;227302;0;1;0
0;250705;0;1;0
0;228694;0;1;0
0;223793;0;1;0
0;249864;0;1;0
0;237713;0;1;0
0;246819;0;1;0
0;251314;0;1;0
0;240903;0;1;0
0;224663;0;1;0
0;248675;0;1;0
0;224750;0;1;0
0;228433;0;1;0
0;238177;0;1;0
0;244354;0;1;0
0;247399;0;1;0
0;246703;0;1;0
0;240468;0;1;0
0;234465;0;1;0
0;227940;0;1;0
0;234581;0;1;0
0;250357;0;1;0
0;235016;0;1;0
0;244934;0;1;0
0;227795;0;1;0
0;247399;0;1;0
0;243078;0;1;0
0;234030;0;1;0
0;238496;0;1;0
0;232261;0;1;0
0;232261;0;1;0
0;229303;0;1;0
0;235799;0;1;0
0;245224;0;1;0
0;251314;0;1;0
0;223271;0;1;0
0;256360;0;1;0
0;255722;0;1;0
0;220226;0;1;0
0;219298;0;1;0
0;255403;0;1;0
0;219298;0;1;0
0;256389;0;1;0
0;222343;0;1;0
0;222517;0;1;0
0;255055;0;1;0
0;255577;0;1;0
0;221792;0;1;0
0;222778;0;1;0
0;252909;0;1;0
0;253634;0;1;0
0;221299;0;1;0
0;255867;0;1;0
0;254301;0;1;0
0;253547;0;1;0
0;253547;0;1;0
0;221473;0;1;0
0;220661;0;1;0
0;219791;0;1;0
0;220226;0;1;0
0;256186;0;1;0
0;220748;0;1;0
0;221792;0;1;0
0;252677;0;1;0
0;220661;0;1;0
0;254417;0;1;0
0;219704;0;1;0
0;222749;0;1;0
0;255867;0;1;0
0;220255;0;1;0
0;220023;0;1;0
0;252416;0;1;0
0;221531;0;1;0
0;252706;0;1;0
0;220835;0;1;0
0;252909;0;1;0
0;219704;0;1;0
0;254678;0;1;0
0;222894;0;1;0
0;219791;0;1;0
0;253866;0;1;0
0;252503;0;1;0
0;221067;0;1;0
0;252706;0;1;0
0;221850;0;1;0
0;253141;0;1;0
0;256186;0;1;0
0;252706;0;1;0
0;252590;0;1;0
0;256418;0;1;0
0;217935;0;1;0
0;218892;0;1;0
0;218254;0;1;0
0;219037;0;1;0
0;257462;0;1;0
0;257143;0;1;0
0;217935;0;1;0
0;217790;0;1;0
0;256998;0;1;0
0;217935;0;1;0
0;218515;0;1;0
0;257723;0;1;0
0;217877;0;1;0
0;218196;0;1;0
0;256418;0;1;0
0;217790;0;1;0
0;258274;0;1;0
0;260014;0;1;0
0;258100;0;1;0
0;217036;0;1;0
0;258796;0;1;0
0;167533;0;1;0
0;200506;0;1;0
0;379117;1;0;1
0;209583;0;1;0
0;178988;0;1;0
0;190588;0;1;0
0;213875;0;1;0
0;152424;0;1;0
0;140012;0;1;0
0;27666;0;1;0
