310.0;-542.0;627;-789.0;-30;762.0;35;-13.0;-713.0;-341.0;345.0;-116.0;-597.0;-315.0;85.0;-353.0;327.0;-1799;172.0;-150.0;495.0;-272.0;63.0;2591;1452;833.0;387;-774.0;-770.0;-513.0;90.0;7;530.0;899.0;22;-763.0;-281.0;2081.0;20.0;-224.0;-78.0;-210.0;-271.0;-455.0;408;201.0;39;318.0;151.0;53;992;707.0;-47.0;2;318;704.0;310.0;-42.0;-335.0;694;-51.0;353.0;776.0;-656;67;647.0;-66.0;121.0;538.0;-36;787.0;1665;861.0;-204.0;363;-1453;322.0;-384.0;248.0;-15.0;-85.0;-291.0;883.0;-708.0;-485.0;541.0;1713.0;754.0;-275.0;621.0;656;-37;839.0;276.0;168.0;1400.0;-889;-197.0;-1352;-493.0;-675.0;431.0;815.0;-802.0;-592.0;-2591;67;-331;-727.0;1452;11.0;992;612.0;-356.0;178.0;-115.0;-278.0;101.0;-1273.0;97.0;363;388.0;35.0;1253.0;913.0;678.0;-341.0;603.0;-49.0;-501.0
59.0;-574.0;92;633.0;-21;1391.0;147;180.0;782.0;354.0;-712.0;-542.0;274.0;-830.0;70.0;-797.0;45.0;-817;-80.0;-223.0;-118.0;821.0;1281.0;-2617;-75;1043.0;834;620.0;-1142.0;89.0;120.0;24;120.0;1159.0;28;-1131.0;-105.0;932.0;-72.0;483.0;-248.0;223.0;-565.0;616.0;263;310.0;41;-653.0;-442.0;-161;22;772.0;487.0;-78;974;1107.0;199.0;-206.0;-213.0;-289;-420.0;1280.0;1218.0;40;-119;1144.0;-422.0;155.0;225.0;472;875.0;342;-438.0;-379.0;-1054;-85;665.0;636.0;360.0;-50.0;413.0;-1729.0;476.0;-1508.0;170.0;543.0;50.0;924.0;-127.0;-708.0;-40;-63;1076.0;34.0;380.0;127.0;77;-1408.0;-1091;-392.0;444.0;-72.0;-834.0;-991.0;-330.0;2617;-119;-54;755.0;-75;-228.0;22;-539.0;2001.0;387.0;46.0;580.0;835.0;-472.0;117.0;-1054;1496.0;183.0;-556.0;-424.0;-544.0;-606.0;243.0;91.0;735.0
119.0;6.0;-41;384.0;-27;1060.0;45;-93.0;-315.0;-282.0;-225.0;-120.0;329.0;-673.0;329.0;-562.0;118.0;-765;170.0;-415.0;-280.0;872.0;251.0;-998;-232;868.0;86;220.0;-956.0;335.0;71.0;-25;928.0;899.0;33;-965.0;673.0;639.0;34.0;85.0;-126.0;789.0;-474.0;-533.0;651;-495.0;125;693.0;387.0;-78;-118;919.0;-181.0;15;334;-405.0;217.0;-438.0;-565.0;-361;-359.0;417.0;1066.0;90;-20;877.0;170.0;34.0;798.0;-423;906.0;390;616.0;374.0;1157;-109;396.0;-573.0;303.0;65.0;-638.0;-629.0;311.0;-941.0;-483.0;794.0;1221.0;1272.0;-107.0;964.0;-90;-66;814.0;-730.0;357.0;830.0;76;-349.0;-719;-798.0;59.0;-346.0;642.0;-750.0;282.0;998;-20;591;-373.0;-232;-34.0;-118;351.0;130.0;312.0;-613.0;-757.0;277.0;149.0;8.0;1157;503.0;-155.0;1194.0;62.0;130.0;-566.0;831.0;194.0;-698.0
-130.0;-606.0;-1133;-114.0;-21;860.0;-94;-167.0;-758.0;174.0;-71.0;-333.0;-437.0;-669.0;121.0;-911.0;-189.0;-1772;527.0;224.0;311.0;989.0;268.0;66;-3248;891.0;518;-75.0;-1031.0;-242.0;309.0;113;786.0;1034.0;46;-1120.0;-131.0;1108.0;51.0;280.0;-255.0;-211.0;-603.0;-591.0;201;-45.0;104;764.0;-185.0;162;-2494;607.0;513.0;18;82;-1386.0;121.0;-218.0;-262.0;-380;-583.0;856.0;973.0;-4871;1;1536.0;-418.0;65.0;1376.0;-81;963.0;1608;449.0;-165.0;46;-761;443.0;-590.0;451.0;82.0;-309.0;-679.0;464.0;-1056.0;-613.0;371.0;3354.0;1051.0;-132.0;1315.0;4871;-25;860.0;-188.0;502.0;-406.0;-1014;-361.0;-892;-1095.0;-553.0;276.0;409.0;-940.0;-588.0;-66;1;-12;-734.0;-3248;-253.0;-2494;623.0;559.0;271.0;254.0;-469.0;141.0;-445.0;116.0;46;357.0;-6.0;3245.0;-282.0;616.0;-402.0;429.0;-173.0;-619.0
-11.0;-25.0;-566;743.0;-70;751.0;-61;56.0;331.0;-286.0;226.0;-91.0;741.0;-291.0;227.0;-208.0;201.0;-590;206.0;188.0;-637.0;564.0;63.0;76;-1691;542.0;480;-53.0;-539.0;-119.0;132.0;-6;437.0;633.0;13;-521.0;640.0;714.0;56.0;-361.0;-29.0;309.0;-286.0;103.0;-292;-580.0;-62;341.0;-358.0;-12;-1509;1174.0;-418.0;-6;13;-774.0;233.0;-707.0;-142.0;-352;-189.0;200.0;696.0;-1470;107;724.0;585.0;-48.0;279.0;-153;1572.0;322;1082.0;576.0;71;43;233.0;69.0;85.0;179.0;-444.0;-385.0;1022.0;-609.0;-17.0;1163.0;424.0;1210.0;-105.0;747.0;1470;-20;536.0;-701.0;204.0;449.0;496;-25.0;-904;-503.0;652.0;-663.0;578.0;-544.0;-215.0;-76;107;7;424.0;-1691;245.0;-1509;-249.0;-811.0;175.0;-742.0;-289.0;220.0;-197.0;19.0;71;287.0;-51.0;1255.0;-89.0;-543.0;-510.0;1266.0;2.0;-9.0
514.0;-375.0;-100;21.0;-28;1309.0;137;354.0;-660.0;755.0;-104.0;-226.0;-90.0;-691.0;103.0;-358.0;222.0;-829;173.0;-154.0;108.0;-268.0;195.0;-5386;-120;1180.0;1947;-29.0;-1109.0;67.0;245.0;10;1261.0;1410.0;18;-1005.0;-375.0;944.0;-52.0;-25.0;64.0;559.0;-505.0;615.0;1205;-305.0;-83;-786.0;-44.0;-5;-29;1364.0;-126.0;-25;-540;-397.0;326.0;-201.0;24.0;-238;231.0;430.0;1087.0;85;1288;1507.0;176.0;325.0;215.0;849;740.0;327;1172.0;-130.0;2388;58;441.0;607.0;296.0;-151.0;-595.0;-53.0;1079.0;-1324.0;603.0;1271.0;905.0;826.0;-228.0;1084.0;-85;-17;1322.0;-402.0;199.0;-57.0;96;-353.0;-2342;-1294.0;-170.0;196.0;-732.0;-1114.0;-139.0;5386;1288;-2144;693.0;-120;1017.0;-29;557.0;2709.0;410.0;-304.0;-720.0;-101.0;-155.0;359.0;2388;262.0;62.0;516.0;81.0;315.0;-358.0;1247.0;209.0;758.0
140.0;-302.0;-316;710.0;-63;843.0;101;171.0;-703.0;281.0;406.0;-235.0;673.0;-152.0;45.0;-582.0;292.0;-795;132.0;201.0;-538.0;721.0;260.0;45;-1188;980.0;489;98.0;-1084.0;-361.0;221.0;-6;1030.0;1046.0;-6;-1132.0;581.0;1044.0;-115.0;-251.0;-324.0;-59.0;-354.0;400.0;3;321.0;-116;-386.0;-275.0;-47;-3035;778.0;-218.0;7;-34;-926.0;36.0;-252.0;-214.0;-356;-231.0;339.0;974.0;-2967;106;1359.0;228.0;48.0;223.0;-108;896.0;283;724.0;418.0;39;-623;451.0;321.0;766.0;-574.0;61.0;-250.0;653.0;-1140.0;415.0;640.0;61.0;882.0;-157.0;928.0;2967;-26;1050.0;369.0;478.0;1931.0;403;-628.0;-902;-1071.0;-730.0;-552.0;-914.0;-1201.0;-389.0;-45;106;-30;520.0;-1188;-139.0;-3035;516.0;2486.0;345.0;-141.0;-92.0;-96.0;2.0;149.0;39;281.0;90.0;140.0;-201.0;675.0;-498.0;697.0;-67.0;287.0
333.0;117.0;356;817.0;-37;963.0;-19;-278.0;-442.0;-25.0;549.0;-209.0;757.0;356.0;-48.0;-531.0;642.0;-1027;-91.0;29.0;-667.0;-371.0;467.0;-25;205;1167.0;468;-1125.0;-1108.0;-470.0;280.0;108;1019.0;1269.0;32;-1200.0;625.0;1891.0;405.0;-591.0;-189.0;-319.0;-449.0;214.0;-24;496.0;-41;118.0;-426.0;71;-3347;273.0;-514.0;11;63;-1110.0;-128.0;-393.0;420.0;-554;-232.0;559.0;1012.0;-4958;-178;648.0;448.0;113.0;-1152.0;-117;818.0;1383;606.0;499.0;-111;-238;848.0;79.0;446.0;44.0;322.0;-250.0;418.0;-1072.0;264.0;195.0;-443.0;949.0;-388.0;1062.0;4958;-25;1160.0;650.0;342.0;-216.0;-681;-621.0;-879;-680.0;-710.0;-611.0;-288.0;-1386.0;-302.0;25;-178;0;396.0;205;17.0;-3347;369.0;736.0;332.0;-223.0;182.0;257.0;461.0;197.0;-111;596.0;-120.0;-66.0;1105.0;599.0;-340.0;502.0;57.0;84.0
-121.0;-98.0;3;353.0;-27;737.0;-167;-332.0;-768.0;23.0;-690.0;-189.0;-647.0;-215.0;21.0;-708.0;-531.0;-796;-15.0;-29.0;223.0;861.0;464.0;32;-24;-105.0;698;-228.0;-944.0;653.0;203.0;-4;-189.0;-278.0;16;-821.0;-621.0;510.0;542.0;231.0;20.0;-666.0;-954.0;573.0;-3;-480.0;-110;-857.0;-7.0;-78;-52;730.0;-480.0;-3;5;73.0;329.0;-411.0;11.0;-229;-755.0;783.0;853.0;53;18;861.0;33.0;291.0;-79.0;78;932.0;416;-494.0;-371.0;33;4;544.0;590.0;987.0;0.0;-589.0;-36.0;-162.0;-677.0;-50.0;-588.0;-852.0;939.0;579.0;-599.0;-53;-43;-191.0;-363.0;970.0;-82.0;73;-339.0;-732;304.0;26.0;232.0;-76.0;272.0;742.0;-32;18;-14;-466.0;-24;-251.0;-52;218.0;20.0;688.0;290.0;-802.0;717.0;211.0;234.0;33;906.0;13.0;-52.0;389.0;92.0;-385.0;-279.0;-10.0;446.0
-60.0;-552.0;182;-766.0;-24;776.0;34;-213.0;836.0;118.0;491.0;-40.0;-548.0;-338.0;141.0;-696.0;-8.0;-880;65.0;34.0;801.0;456.0;527.0;-7;-228;912.0;488;-161.0;-906.0;-614.0;-395.0;154;775.0;596.0;27;-1002.0;-351.0;912.0;-167.0;-132.0;-599.0;-97.0;-575.0;-456.0;0;-264.0;52;411.0;-126.0;171;324;512.0;-41.0;5;-13;-440.0;147.0;-398.0;-18.0;-205;-609.0;612.0;1108.0;56;35;923.0;-211.0;288.0;428.0;-90;830.0;308;693.0;-235.0;30;-106;423.0;-201.0;527.0;458.0;128.0;-259.0;1417.0;-738.0;-434.0;810.0;190.0;1005.0;22.0;621.0;-56;-28;726.0;-202.0;583.0;321.0;69;-681.0;-892;-615.0;766.0;526.0;169.0;-727.0;-549.0;7;35;-20;-441.0;-228;-183.0;324;-436.0;-12.0;243.0;172.0;260.0;54.0;-442.0;-64.0;30;631.0;935.0;580.0;182.0;-573.0;-637.0;196.0;-154.0;-464.0
