InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit LUA Quaternion1
791.0;102.0;64.0;-26.0;105.0;361.0;14.0
747.0;31.0;247.0;-16.0;5.0;337.0;-90.0
887.0;400.0;-69.0;421.0;340.0;672.0;332.0
811.0;359.0;-191.0;222.0;150.0;486.0;174.0
715.0;-45.0;303.0;-118.0;-147.0;229.0;-215.0
809.0;448.0;184.0;369.0;134.0;687.0;386.0
815.0;326.0;-139.0;461.0;336.0;553.0;235.0
887.0;357.0;-112.0;298.0;298.0;592.0;293.0
785.0;281.0;-97.0;316.0;284.0;545.0;225.0
656.0;399.0;122.0;21.0;467.0;248.0;138.0
652.0;400.0;130.0;63.0;606.0;303.0;273.0
744.0;260.0;-94.0;266.0;167.0;544.0;214.0
735.0;252.0;-187.0;236.0;182.0;534.0;192.0
739.0;249.0;-204.0;231.0;206.0;530.0;185.0
780.0;364.0;-237.0;313.0;333.0;605.0;290.0
744.0;247.0;-209.0;226.0;230.0;525.0;178.0
767.0;233.0;-146.0;208.0;268.0;515.0;154.0
882.0;344.0;13.0;317.0;315.0;430.0;205.0
816.0;215.0;127.0;70.0;278.0;406.0;92.0
775.0;142.0;132.0;116.0;227.0;391.0;32.0
767.0;134.0;148.0;124.0;215.0;373.0;23.0
-56.0;629.0;-810.0;625.0;523.0;629.0;742.0
-202.0;389.0;-944.0;474.0;-153.0;208.0;551.0
-210.0;393.0;-802.0;550.0;98.0;279.0;615.0
-107.0;491.0;-771.0;610.0;224.0;295.0;494.0
318.0;556.0;-889.0;606.0;144.0;654.0;790.0
-5.0;512.0;-766.0;641.0;294.0;194.0;478.0
125.0;508.0;-754.0;595.0;337.0;244.0;660.0
184.0;513.0;-779.0;596.0;392.0;556.0;796.0
163.0;536.0;-790.0;363.0;587.0;443.0;718.0
-154.0;496.0;-697.0;792.0;127.0;-46.0;630.0
32.0;798.0;-998.0;605.0;-18.0;-283.0;57.0
-24.0;658.0;-812.0;665.0;543.0;-351.0;595.0
338.0;651.0;-838.0;613.0;85.0;-269.0;513.0
759.0;128.0;161.0;134.0;198.0;357.0;12.0
752.0;120.0;170.0;140.0;177.0;338.0;-1.0
749.0;109.0;174.0;140.0;157.0;321.0;-16.0
757.0;19.0;242.0;-15.0;-34.0;255.0;-139.0
468.0;-299.0;651.0;-309.0;-311.0;-79.0;-465.0
-252.0;375.0;-777.0;580.0;217.0;61.0;386.0
-280.0;320.0;-725.0;703.0;10.0;-77.0;537.0
-630.0;175.0;-617.0;264.0;30.0;-121.0;315.0
803.0;258.0;57.0;190.0;42.0;388.0;102.0
849.0;616.0;-179.0;241.0;-129.0;-153.0;565.0
806.0;191.0;-121.0;90.0;260.0;428.0;82.0
796.0;198.0;-144.0;130.0;261.0;431.0;89.0
771.0;230.0;-215.0;222.0;284.0;425.0;118.0
765.0;244.0;-233.0;224.0;293.0;410.0;138.0
768.0;242.0;-224.0;225.0;299.0;430.0;138.0
778.0;255.0;-204.0;216.0;300.0;455.0;151.0
829.0;596.0;-250.0;305.0;-52.0;-93.0;593.0
799.0;240.0;1.0;246.0;7.0;386.0;78.0
798.0;186.0;83.0;196.0;4.0;342.0;13.0
791.0;183.0;167.0;93.0;88.0;368.0;25.0
754.0;405.0;193.0;163.0;-10.0;431.0;-160.0
780.0;293.0;-263.0;196.0;271.0;457.0;166.0
781.0;291.0;-256.0;202.0;259.0;448.0;159.0
782.0;291.0;-253.0;209.0;256.0;441.0;153.0
781.0;294.0;-253.0;222.0;262.0;437.0;151.0
782.0;302.0;-252.0;241.0;280.0;440.0;156.0
799.0;195.0;121.0;128.0;50.0;334.0;24.0
796.0;181.0;109.0;108.0;33.0;315.0;13.0
792.0;170.0;100.0;91.0;21.0;306.0;9.0
792.0;173.0;104.0;92.0;17.0;318.0;21.0
814.0;291.0;-10.0;227.0;141.0;432.0;128.0
798.0;286.0;-41.0;224.0;78.0;467.0;149.0
136.0;247.0;-871.0;-225.0;-368.0;642.0;610.0
805.0;174.0;-2.0;3.0;184.0;438.0;100.0
-158.0;464.0;-802.0;490.0;459.0;376.0;702.0
-663.0;230.0;-540.0;328.0;210.0;161.0;513.0
799.0;180.0;-28.0;23.0;177.0;395.0;111.0
797.0;189.0;-42.0;63.0;205.0;451.0;100.0
780.0;193.0;-127.0;182.0;207.0;335.0;109.0
778.0;197.0;-144.0;232.0;217.0;353.0;99.0
779.0;189.0;-153.0;256.0;231.0;374.0;82.0
779.0;171.0;-151.0;241.0;242.0;377.0;66.0
-522.0;-541.0;744.0;-537.0;276.0;438.0;-418.0
219.0;-400.0;856.0;-656.0;5.0;-236.0;-568.0
542.0;244.0;580.0;-125.0;310.0;128.0;-60.0
610.0;73.0;671.0;-383.0;404.0;485.0;66.0
553.0;148.0;539.0;-272.0;472.0;249.0;40.0
