InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion2
-616.0;-5.0;-10.0;-279.0;-350.0;-194.0;-571.0;-466.0;-225.0;105.0;530.0;-706.0;353.0
-618.0;-38.0;14.0;-306.0;-352.0;-201.0;-568.0;-469.0;-227.0;118.0;523.0;-707.0;356.0
-665.0;2.0;135.0;-297.0;-336.0;-211.0;-601.0;-431.0;-186.0;145.0;509.0;-701.0;336.0
-672.0;22.0;109.0;-278.0;-337.0;-213.0;-603.0;-418.0;-188.0;125.0;510.0;-699.0;336.0
-639.0;-30.0;142.0;-360.0;-350.0;-192.0;-618.0;-462.0;-193.0;146.0;505.0;-691.0;321.0
-635.0;-42.0;120.0;-366.0;-351.0;-177.0;-621.0;-464.0;-182.0;149.0;508.0;-696.0;311.0
-577.0;-141.0;245.0;-474.0;-410.0;-221.0;-642.0;-525.0;-105.0;235.0;473.0;-705.0;281.0
-584.0;-119.0;207.0;-447.0;-406.0;-223.0;-638.0;-521.0;-114.0;221.0;472.0;-706.0;285.0
-590.0;-101.0;174.0;-424.0;-405.0;-230.0;-634.0;-518.0;-122.0;208.0;469.0;-706.0;291.0
-599.0;-83.0;152.0;-408.0;-405.0;-239.0;-631.0;-509.0;-126.0;192.0;466.0;-707.0;294.0
-621.0;-94.0;198.0;-422.0;-413.0;-252.0;-634.0;-470.0;-126.0;203.0;472.0;-715.0;266.0
-612.0;-103.0;219.0;-445.0;-412.0;-255.0;-637.0;-484.0;-125.0;219.0;471.0;-715.0;259.0
-587.0;-115.0;169.0;-455.0;-419.0;-244.0;-645.0;-512.0;-112.0;211.0;466.0;-714.0;248.0
-570.0;-91.0;186.0;-435.0;-406.0;-251.0;-622.0;-549.0;-116.0;222.0;457.0;-724.0;275.0
-582.0;-84.0;178.0;-432.0;-417.0;-285.0;-622.0;-533.0;-123.0;207.0;452.0;-721.0;279.0
-586.0;-86.0;185.0;-438.0;-423.0;-297.0;-622.0;-523.0;-123.0;205.0;453.0;-721.0;278.0
-590.0;-100.0;212.0;-459.0;-419.0;-284.0;-629.0;-518.0;-133.0;206.0;457.0;-717.0;270.0
-585.0;-96.0;201.0;-458.0;-415.0;-267.0;-633.0;-524.0;-138.0;196.0;460.0;-712.0;271.0
-577.0;-96.0;187.0;-460.0;-417.0;-251.0;-635.0;-528.0;-141.0;184.0;462.0;-705.0;283.0
-578.0;-117.0;166.0;-492.0;-410.0;-225.0;-635.0;-523.0;-119.0;193.0;473.0;-719.0;256.0
-660.0;-53.0;166.0;-333.0;-313.0;-153.0;-614.0;-400.0;-129.0;160.0;554.0;-717.0;302.0
-677.0;-2.0;82.0;-276.0;-301.0;-140.0;-609.0;-377.0;-152.0;123.0;556.0;-713.0;311.0
-706.0;55.0;-2.0;-215.0;-305.0;-203.0;-594.0;-328.0;-217.0;73.0;549.0;-695.0;342.0
-699.0;45.0;17.0;-243.0;-300.0;-178.0;-600.0;-341.0;-224.0;79.0;552.0;-691.0;337.0
-670.0;8.0;-10.0;-258.0;-311.0;-134.0;-604.0;-393.0;-215.0;96.0;547.0;-690.0;334.0
-660.0;-30.0;5.0;-318.0;-325.0;-134.0;-604.0;-415.0;-195.0;129.0;535.0;-708.0;309.0
-654.0;-55.0;9.0;-346.0;-331.0;-150.0;-606.0;-426.0;-190.0;160.0;531.0;-710.0;302.0
-649.0;-77.0;10.0;-370.0;-335.0;-171.0;-606.0;-433.0;-188.0;183.0;529.0;-712.0;300.0
-643.0;-114.0;3.0;-411.0;-343.0;-212.0;-604.0;-436.0;-182.0;207.0;528.0;-716.0;297.0
