InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit LUA Quaternion1
826.0;137.0;118.0;68.0;88.0;288.0;50.0
813.0;118.0;82.0;-112.0;129.0;403.0;20.0
812.0;108.0;139.0;58.0;149.0;311.0;-39.0
815.0;192.0;103.0;59.0;83.0;438.0;26.0
352.0;-77.0;761.0;-49.0;-375.0;274.0;-134.0
219.0;-400.0;856.0;-656.0;5.0;-236.0;-568.0
787.0;272.0;143.0;133.0;246.0;675.0;258.0
851.0;269.0;-35.0;200.0;262.0;559.0;236.0
734.0;253.0;-160.0;242.0;160.0;537.0;197.0
792.0;75.0;62.0;14.0;128.0;231.0;-1.0
816.0;-100.0;-62.0;-245.0;226.0;-531.0;123.0
671.0;644.0;-673.0;619.0;111.0;729.0;739.0
258.0;556.0;-866.0;598.0;293.0;635.0;774.0
526.0;513.0;-582.0;526.0;560.0;692.0;512.0
776.0;376.0;-250.0;318.0;359.0;628.0;308.0
805.0;295.0;-173.0;114.0;301.0;534.0;185.0
483.0;-312.0;-653.0;-370.0;444.0;-525.0;-232.0
750.0;14.0;284.0;-39.0;-26.0;277.0;-133.0
816.0;255.0;-68.0;209.0;208.0;516.0;174.0
806.0;267.0;47.0;200.0;60.0;413.0;120.0
816.0;184.0;146.0;51.0;192.0;452.0;112.0
798.0;200.0;-55.0;197.0;165.0;428.0;62.0
800.0;169.0;7.0;162.0;167.0;380.0;17.0
788.0;140.0;-112.0;170.0;238.0;386.0;51.0
782.0;151.0;-137.0;207.0;244.0;379.0;54.0
-94.0;670.0;835.0;686.0;-502.0;672.0;730.0
-661.0;422.0;484.0;317.0;-497.0;614.0;313.0
-545.0;-547.0;720.0;-518.0;316.0;462.0;-393.0
741.0;209.0;407.0;-125.0;429.0;379.0;293.0
715.0;151.0;459.0;-144.0;399.0;357.0;251.0
520.0;234.0;401.0;-75.0;409.0;349.0;195.0
505.0;242.0;407.0;-93.0;385.0;261.0;111.0
610.0;73.0;671.0;-383.0;404.0;485.0;66.0
553.0;148.0;539.0;-272.0;472.0;249.0;40.0
881.0;86.0;292.0;-32.0;143.0;333.0;-35.0
791.0;84.0;183.0;97.0;169.0;366.0;1.0
773.0;102.0;297.0;39.0;90.0;388.0;-14.0
208.0;-471.0;794.0;-526.0;-414.0;-355.0;-636.0
682.0;116.0;580.0;-145.0;-20.0;14.0;-178.0
-184.0;-513.0;887.0;-528.0;106.0;455.0;-402.0
779.0;171.0;-151.0;241.0;242.0;377.0;66.0
779.0;189.0;-153.0;256.0;231.0;374.0;82.0
778.0;197.0;-144.0;232.0;217.0;353.0;99.0
849.0;616.0;-179.0;241.0;-129.0;-153.0;565.0
780.0;193.0;-127.0;182.0;207.0;335.0;109.0
904.0;314.0;152.0;-14.0;147.0;327.0;224.0
784.0;219.0;-154.0;195.0;287.0;481.0;147.0
768.0;242.0;-224.0;225.0;299.0;430.0;138.0
815.0;326.0;-139.0;461.0;336.0;553.0;235.0
529.0;229.0;626.0;258.0;-340.0;34.0;478.0
824.0;79.0;494.0;-185.0;192.0;587.0;-66.0
814.0;186.0;-101.0;55.0;264.0;425.0;77.0
238.0;539.0;-878.0;450.0;-172.0;-617.0;311.0
416.0;574.0;-815.0;601.0;-29.0;-431.0;447.0
717.0;406.0;-66.0;131.0;692.0;375.0;369.0
857.0;281.0;479.0;-5.0;173.0;696.0;200.0
-131.0;617.0;-805.0;610.0;513.0;586.0;711.0
780.0;293.0;-263.0;196.0;271.0;457.0;166.0
-222.0;491.0;-748.0;541.0;326.0;165.0;646.0
-178.0;482.0;-713.0;797.0;123.0;-45.0;632.0
-15.0;656.0;-813.0;658.0;540.0;-355.0;592.0
801.0;200.0;175.0;108.0;84.0;370.0;49.0
772.0;522.0;-446.0;149.0;-202.0;111.0;719.0
-97.0;494.0;-772.0;622.0;231.0;281.0;487.0
811.0;148.0;-14.0;110.0;180.0;362.0;14.0
-314.0;-653.0;749.0;-640.0;-452.0;-508.0;-755.0
805.0;174.0;-2.0;3.0;184.0;438.0;100.0
164.0;535.0;-800.0;384.0;576.0;387.0;732.0
-693.0;110.0;-546.0;350.0;66.0;-95.0;328.0
-785.0;-433.0;315.0;-366.0;-458.0;-699.0;-472.0
701.0;395.0;317.0;60.0;241.0;258.0;236.0
762.0;57.0;186.0;36.0;21.0;333.0;-62.0
748.0;165.0;-326.0;-179.0;419.0;567.0;254.0
800.0;218.0;29.0;126.0;191.0;490.0;143.0
773.0;501.0;104.0;343.0;127.0;468.0;40.0
81.0;601.0;-923.0;549.0;-122.0;-201.0;560.0
839.0;176.0;238.0;-6.0;147.0;683.0;148.0
136.0;247.0;-871.0;-225.0;-368.0;642.0;610.0
799.0;166.0;54.0;174.0;160.0;383.0;3.0
601.0;254.0;642.0;-30.0;427.0;585.0;535.0
147.0;689.0;-780.0;647.0;592.0;726.0;709.0
-59.0;422.0;-825.0;-342.0;558.0;-390.0;655.0
815.0;520.0;-132.0;426.0;296.0;754.0;453.0
803.0;328.0;-220.0;205.0;379.0;556.0;232.0
