InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit LUA Quaternion1
784.0;103.0;226.0;69.0;67.0;341.0;-53.0
702.0;464.0;-172.0;154.0;517.0;314.0;200.0
721.0;458.0;-149.0;143.0;485.0;310.0;192.0
744.0;447.0;-124.0;121.0;451.0;297.0;177.0
754.0;442.0;-113.0;110.0;437.0;288.0;170.0
766.0;436.0;-100.0;98.0;417.0;281.0;162.0
786.0;426.0;-79.0;73.0;384.0;270.0;146.0
795.0;420.0;-69.0;61.0;369.0;266.0;139.0
735.0;393.0;118.0;7.0;367.0;238.0;110.0
656.0;399.0;122.0;21.0;467.0;248.0;138.0
618.0;401.0;122.0;28.0;510.0;254.0;154.0
590.0;405.0;176.0;53.0;558.0;283.0;230.0
-243.0;509.0;-738.0;526.0;315.0;84.0;526.0
-259.0;502.0;-730.0;525.0;303.0;87.0;515.0
-259.0;498.0;-732.0;527.0;303.0;91.0;518.0
-242.0;500.0;-748.0;526.0;291.0;100.0;519.0
-237.0;498.0;-752.0;526.0;287.0;96.0;521.0
-231.0;497.0;-755.0;526.0;283.0;90.0;523.0
-214.0;492.0;-767.0;529.0;279.0;79.0;532.0
-193.0;486.0;-786.0;540.0;276.0;73.0;545.0
-147.0;475.0;-785.0;589.0;192.0;345.0;554.0
-129.0;483.0;-776.0;601.0;208.0;329.0;531.0
-115.0;487.0;-770.0;607.0;218.0;311.0;503.0
-107.0;491.0;-771.0;610.0;224.0;295.0;494.0
-97.0;494.0;-772.0;622.0;231.0;281.0;487.0
-83.0;496.0;-773.0;629.0;241.0;269.0;479.0
-69.0;500.0;-773.0;633.0;252.0;252.0;474.0
-54.0;502.0;-772.0;639.0;262.0;237.0;472.0
-20.0;507.0;-770.0;639.0;284.0;206.0;472.0
-5.0;512.0;-766.0;641.0;294.0;194.0;478.0
63.0;522.0;-762.0;620.0;324.0;151.0;540.0
139.0;507.0;-751.0;595.0;339.0;290.0;689.0
278.0;714.0;-839.0;475.0;433.0;65.0;596.0
476.0;602.0;-824.0;630.0;138.0;-180.0;532.0
238.0;616.0;-828.0;197.0;498.0;32.0;778.0
355.0;605.0;-795.0;174.0;468.0;19.0;783.0
822.0;205.0;126.0;81.0;236.0;388.0;68.0
817.0;214.0;118.0;79.0;264.0;396.0;84.0
847.0;182.0;56.0;132.0;168.0;371.0;46.0
846.0;195.0;32.0;152.0;182.0;380.0;50.0
846.0;208.0;11.0;166.0;199.0;386.0;58.0
828.0;186.0;-62.0;24.0;274.0;428.0;80.0
821.0;185.0;-82.0;32.0;271.0;426.0;76.0
814.0;186.0;-101.0;55.0;264.0;425.0;77.0
806.0;191.0;-121.0;90.0;260.0;428.0;82.0
796.0;198.0;-144.0;130.0;261.0;431.0;89.0
771.0;230.0;-215.0;222.0;284.0;425.0;118.0
765.0;244.0;-233.0;224.0;293.0;410.0;138.0
768.0;242.0;-224.0;225.0;299.0;430.0;138.0
778.0;255.0;-204.0;216.0;300.0;455.0;151.0
789.0;274.0;-183.0;198.0;295.0;476.0;166.0
797.0;287.0;-168.0;174.0;288.0;490.0;175.0
792.0;291.0;-251.0;143.0;309.0;498.0;174.0
787.0;294.0;-260.0;159.0;304.0;487.0;174.0
782.0;295.0;-267.0;174.0;296.0;477.0;173.0
780.0;293.0;-263.0;196.0;271.0;457.0;166.0
781.0;291.0;-256.0;202.0;259.0;448.0;159.0
782.0;291.0;-253.0;209.0;256.0;441.0;153.0
781.0;294.0;-253.0;222.0;262.0;437.0;151.0
782.0;302.0;-252.0;241.0;280.0;440.0;156.0
709.0;352.0;-416.0;292.0;405.0;430.0;233.0
702.0;361.0;-412.0;320.0;401.0;450.0;240.0
704.0;371.0;-402.0;335.0;401.0;475.0;253.0
823.0;167.0;161.0;-26.0;125.0;276.0;1.0
833.0;194.0;122.0;16.0;154.0;303.0;35.0
909.0;316.0;131.0;-12.0;136.0;331.0;233.0
940.0;325.0;128.0;6.0;198.0;338.0;295.0
-11.0;488.0;-917.0;458.0;376.0;252.0;745.0
-144.0;367.0;-866.0;379.0;286.0;285.0;569.0
-255.0;340.0;-833.0;386.0;267.0;216.0;512.0
-295.0;333.0;-824.0;403.0;261.0;168.0;488.0
692.0;391.0;327.0;49.0;247.0;253.0;226.0
690.0;387.0;319.0;22.0;263.0;226.0;208.0
697.0;385.0;300.0;12.0;271.0;220.0;202.0
703.0;382.0;284.0;6.0;282.0;219.0;196.0
-532.0;-542.0;736.0;-536.0;286.0;437.0;-415.0
-504.0;-616.0;726.0;-539.0;323.0;675.0;-246.0
553.0;148.0;539.0;-272.0;472.0;249.0;40.0
544.0;239.0;600.0;-134.0;306.0;102.0;-88.0
524.0;244.0;506.0;-124.0;337.0;158.0;-24.0
506.0;239.0;405.0;-100.0;386.0;249.0;98.0
502.0;244.0;403.0;-83.0;386.0;280.0;126.0
500.0;243.0;403.0;-81.0;388.0;288.0;133.0
494.0;242.0;405.0;-79.0;387.0;297.0;143.0
-530.0;-623.0;689.0;-461.0;425.0;750.0;-157.0
492.0;240.0;401.0;-74.0;389.0;314.0;163.0
497.0;241.0;403.0;-72.0;393.0;320.0;170.0
806.0;117.0;132.0;31.0;46.0;359.0;-50.0
804.0;135.0;106.0;78.0;46.0;369.0;-49.0
803.0;149.0;93.0;104.0;53.0;373.0;-41.0
800.0;156.0;82.0;124.0;64.0;371.0;-30.0
799.0;156.0;79.0;144.0;91.0;368.0;-19.0
799.0;157.0;85.0;147.0;100.0;371.0;-17.0
799.0;156.0;89.0;147.0;108.0;374.0;-17.0
798.0;157.0;91.0;150.0;115.0;377.0;-16.0
798.0;157.0;91.0;153.0;121.0;379.0;-14.0
797.0;159.0;89.0;157.0;128.0;381.0;-12.0
798.0;164.0;70.0;171.0;148.0;384.0;-3.0
799.0;166.0;54.0;174.0;160.0;383.0;3.0
799.0;169.0;36.0;172.0;168.0;380.0;10.0
800.0;169.0;7.0;162.0;167.0;380.0;17.0
800.0;173.0;-6.0;164.0;161.0;389.0;22.0
799.0;188.0;-36.0;183.0;159.0;416.0;45.0
798.0;200.0;-55.0;197.0;165.0;428.0;62.0
800.0;223.0;-85.0;217.0;186.0;447.0;103.0
