PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT);NMHC(GT)
715.0;38.1;8.3;35.1;2.1144;1144.0;913.0;1782.0;972.0;1.7;68.0;89.0;-200.0
813.0;37.9;8.0;27.7;1.3842;997.0;898.0;1613.0;856.0;-200.0;97.0;65.0;-200.0
767.0;23.5;12.0;34.6;1.2691;1026.0;1048.0;1651.0;912.0;-200.0;118.0;124.0;-200.0
914.0;60.9;8.7;21.9;1.5799;1036.0;928.0;1787.0;909.0;-200.0;59.0;89.0;-200.0
832.0;38.9;7.2;28.8;1.5184;993.0;866.0;1637.0;823.0;-200.0;98.0;111.0;-200.0
831.0;44.1;6.8;27.3;1.5751;1034.0;850.0;1643.0;803.0;1.5;88.0;84.0;-200.0
806.0;50.5;5.8;24.4;1.5243;968.0;803.0;1586.0;1003.0;0.7;62.0;56.0;-200.0
725.0;15.2;12.5;41.9;1.2173;1083.0;1066.0;1621.0;912.0;1.5;121.0;99.0;-200.0
910.0;67.6;6.6;14.8;1.1352;1000.0;838.0;1580.0;942.0;1.6;-200.0;-200.0;-200.0
716.0;45.4;8.5;24.3;1.365;1096.0;921.0;1534.0;988.0;1.9;-200.0;-200.0;-200.0
867.0;50.6;4.1;24.9;1.5755;954.0;715.0;1527.0;1010.0;0.8;50.0;48.0;-200.0
815.0;27.3;11.7;32.0;1.2752;1202.0;1040.0;1506.0;886.0;-200.0;-200.0;-200.0;-200.0
756.0;16.5;11.7;38.5;1.1037;1050.0;1039.0;1558.0;734.0;-200.0;129.0;108.0;-200.0
824.0;70.3;8.3;19.7;1.5925;1053.0;913.0;1578.0;1033.0;-200.0;-200.0;-200.0;-200.0
761.0;14.9;11.0;40.5;1.114;1100.0;1014.0;1533.0;959.0;-200.0;126.0;108.0;-200.0
794.0;27.0;12.3;25.3;0.8565;1215.0;1062.0;1650.0;1381.0;2.4;119.0;199.0;-200.0
825.0;24.8;9.0;29.7;1.016;1067.0;938.0;1520.0;912.0;1.2;99.0;102.0;-200.0
871.0;38.1;5.5;24.3;1.1398;971.0;790.0;1447.0;875.0;1.1;64.0;46.0;-200.0
869.0;33.1;5.5;26.3;1.1199;986.0;790.0;1422.0;853.0;1.2;70.0;57.0;-200.0
977.0;11.8;5.6;41.4;0.9282;973.0;792.0;1356.0;620.0;0.4;70.0;53.0;-200.0
816.0;43.0;8.3;22.2;1.1363;949.0;910.0;1552.0;1015.0;1.2;77.0;71.0;-200.0
765.0;39.2;9.4;23.6;1.1306;977.0;956.0;1581.0;1114.0;1.6;93.0;93.0;-200.0
720.0;28.1;11.7;29.7;1.1544;1051.0;1039.0;1641.0;916.0;-200.0;118.0;107.0;-200.0
779.0;35.7;10.8;24.5;1.0807;1010.0;1006.0;1589.0;1000.0;1.9;100.0;102.0;-200.0
810.0;18.1;10.6;36.2;1.0724;977.0;998.0;1554.0;743.0;1.7;131.0;125.0;-200.0
742.0;18.9;12.6;35.7;1.0865;1032.0;1071.0;1619.0;840.0;2.0;131.0;127.0;-200.0
736.0;24.7;12.1;33.4;1.2516;1084.0;1052.0;1677.0;882.0;2.0;130.0;136.0;-200.0
849.0;30.0;9.0;25.3;0.9508;951.0;939.0;1488.0;868.0;1.4;101.0;96.0;-200.0
787.0;27.3;11.2;26.3;0.9238;970.0;1023.0;1552.0;1074.0;1.9;123.0;134.0;-200.0
819.0;15.0;12.6;35.1;0.8381;949.0;1069.0;1547.0;905.0;1.9;106.0;144.0;-200.0
675.0;47.6;9.4;25.0;1.4872;1052.0;956.0;1581.0;987.0;-200.0;-200.0;-200.0;-200.0
890.0;36.8;7.5;22.5;0.988;904.0;877.0;1488.0;781.0;1.5;95.0;117.0;-200.0
835.0;27.9;9.6;27.0;0.9812;962.0;963.0;1592.0;843.0;2.1;96.0;164.0;-200.0
779.0;27.3;12.1;28.5;1.0479;1024.0;1052.0;1690.0;952.0;2.1;104.0;183.0;-200.0
907.0;39.4;6.8;23.4;1.1172;942.0;849.0;1496.0;894.0;1.5;107.0;177.0;-200.0
912.0;23.5;5.9;34.4;1.2541;902.0;808.0;1408.0;632.0;1.3;64.0;57.0;-200.0
753.0;43.3;7.0;24.3;1.2973;969.0;857.0;1485.0;821.0;1.5;84.0;75.0;-200.0
655.0;53.4;10.4;24.4;1.6031;1063.0;991.0;1672.0;966.0;1.8;104.0;200.0;-200.0
859.0;41.6;6.8;25.0;1.301;959.0;848.0;1572.0;739.0;1.1;84.0;91.0;-200.0
886.0;51.0;5.9;22.0;1.3296;958.0;805.0;1551.0;835.0;0.9;74.0;92.0;-200.0
845.0;51.9;6.7;21.6;1.3254;940.0;845.0;1539.0;704.0;1.0;70.0;57.0;-200.0
719.0;73.3;7.6;16.8;1.3915;1010.0;884.0;1430.0;938.0;1.5;59.0;216.0;-200.0
845.0;19.3;9.6;34.4;1.0325;1008.0;962.0;1545.0;742.0;1.7;129.0;145.0;-200.0
828.0;20.1;9.6;32.9;0.9902;1002.0;964.0;1546.0;786.0;1.7;137.0;149.0;-200.0
829.0;24.7;9.4;30.5;1.0592;1036.0;955.0;1527.0;840.0;1.8;130.0;166.0;-200.0
819.0;15.0;9.9;41.8;1.1989;1076.0;972.0;1525.0;923.0;1.3;109.0;111.0;-200.0
801.0;15.8;10.6;40.3;1.1604;1070.0;1000.0;1538.0;1039.0;1.4;115.0;147.0;-200.0
891.0;46.6;6.8;16.7;0.8793;897.0;849.0;1253.0;910.0;1.3;90.0;157.0;-200.0
819.0;55.5;5.8;21.8;1.4323;903.0;803.0;1471.0;853.0;0.8;58.0;87.0;-200.0
750.0;70.1;8.0;17.0;1.3512;1019.0;901.0;1438.0;960.0;1.3;64.0;231.0;-200.0
846.0;39.8;6.0;28.0;1.4803;956.0;813.0;1544.0;1094.0;0.8;59.0;42.0;-200.0
792.0;11.6;11.3;41.0;0.8872;1056.0;1024.0;1555.0;1068.0;1.8;121.0;159.0;-200.0
931.0;33.9;5.1;25.7;1.1065;895.0;767.0;1463.0;985.0;0.8;69.0;55.0;-200.0
776.0;39.7;9.6;26.2;1.3249;1062.0;962.0;1674.0;1030.0;1.9;104.0;108.0;-200.0
790.0;38.7;9.0;24.7;1.1845;1025.0;939.0;1635.0;1103.0;1.5;93.0;107.0;-200.0
752.0;76.4;7.6;18.2;1.5787;983.0;881.0;1472.0;928.0;1.6;56.0;227.0;-200.0
653.0;21.0;16.0;31.1;0.9337;1120.0;1181.0;1604.0;1028.0;3.3;-200.0;-200.0;-200.0
816.0;51.0;7.2;22.6;1.3805;1007.0;864.0;1639.0;987.0;1.1;71.0;65.0;-200.0
813.0;23.8;6.8;39.9;1.7127;1022.0;849.0;1583.0;732.0;1.2;44.0;32.0;-200.0
822.0;33.4;9.0;27.4;1.2022;1045.0;940.0;1658.0;920.0;1.5;94.0;90.0;-200.0
912.0;49.3;5.9;20.5;1.176;914.0;809.0;1530.0;807.0;0.7;69.0;69.0;-200.0
1337.0;59.2;4.7;11.2;0.7848;1197.0;750.0;1393.0;949.0;1.2;96.0;89.0;38.0
793.0;39.4;6.5;32.5;1.8982;1031.0;834.0;1640.0;737.0;1.2;47.0;47.0;-200.0
854.0;37.3;7.4;24.2;1.1118;953.0;874.0;1528.0;899.0;1.1;84.0;72.0;-200.0
689.0;67.0;8.8;22.0;1.7441;1141.0;932.0;1595.0;1014.0;1.8;71.0;226.0;-200.0
780.0;34.0;10.1;25.5;1.0935;1048.0;983.0;1643.0;1064.0;1.8;119.0;134.0;-200.0
817.0;27.1;10.7;27.4;0.9736;1008.0;1004.0;1588.0;1125.0;1.9;124.0;133.0;-200.0
812.0;74.1;5.7;19.3;1.6391;997.0;797.0;1470.0;824.0;1.3;64.0;169.0;-200.0
922.0;50.5;8.5;11.1;0.6654;1163.0;919.0;1530.0;1076.0;1.8;84.0;128.0;128.0
778.0;34.7;10.2;28.7;1.3457;1078.0;985.0;1697.0;925.0;1.9;111.0;106.0;-200.0
879.0;58.6;5.4;23.4;1.6651;938.0;782.0;1685.0;1001.0;0.8;66.0;75.0;-200.0
725.0;52.1;7.8;27.6;1.8936;1083.0;889.0;1734.0;918.0;1.4;56.0;72.0;-200.0
918.0;49.3;5.1;26.9;1.7196;893.0;767.0;1607.0;805.0;0.9;50.0;36.0;-200.0
832.0;37.3;5.8;32.4;1.7808;1012.0;804.0;1638.0;766.0;0.9;48.0;53.0;-200.0
833.0;68.6;5.7;19.7;1.5563;972.0;799.0;1425.0;825.0;1.5;72.0;199.0;-200.0
797.0;53.1;7.4;26.4;1.7987;1009.0;875.0;1738.0;1060.0;0.9;61.0;81.0;-200.0
850.0;54.9;5.8;26.0;1.8141;961.0;801.0;1683.0;798.0;0.8;44.0;33.0;-200.0
743.0;38.7;9.2;30.7;1.678;1088.0;948.0;1667.0;766.0;1.5;77.0;69.0;-200.0
696.0;45.9;9.7;28.8;1.7884;1109.0;965.0;1742.0;1100.0;1.6;74.0;59.0;-200.0
770.0;21.5;12.3;37.5;1.3673;1103.0;1060.0;1748.0;940.0;1.9;118.0;126.0;-200.0
800.0;53.0;5.7;27.7;1.9423;1001.0;799.0;1642.0;753.0;1.2;46.0;59.0;-200.0
799.0;26.0;10.3;34.3;1.3865;1102.0;990.0;1685.0;849.0;1.7;103.0;90.0;-200.0
879.0;21.4;7.9;38.9;1.4605;1089.0;893.0;1609.0;791.0;1.6;110.0;90.0;-200.0
913.0;47.6;6.2;24.7;1.4597;966.0;820.0;1634.0;807.0;1.0;60.0;56.0;-200.0
873.0;47.8;6.4;25.2;1.5076;948.0;829.0;1638.0;937.0;1.0;53.0;40.0;-200.0
733.0;32.8;9.2;33.3;1.6527;1059.0;947.0;1671.0;813.0;1.7;74.0;90.0;-200.0
1021.0;71.1;6.6;11.9;0.9915;1134.0;840.0;1501.0;917.0;1.6;96.0;103.0;-200.0
711.0;42.7;9.1;29.5;1.7316;1093.0;944.0;1655.0;785.0;1.7;85.0;71.0;-200.0
861.0;37.8;8.2;29.2;1.5098;1079.0;909.0;1686.0;928.0;1.8;99.0;107.0;-200.0
955.0;26.4;6.1;34.0;1.3781;1010.0;816.0;1567.0;741.0;1.3;73.0;80.0;-200.0
918.0;17.5;8.5;36.3;1.0411;985.0;919.0;1540.0;737.0;1.4;90.0;89.0;-200.0
826.0;22.6;9.8;34.7;1.2297;1014.0;970.0;1684.0;763.0;1.9;93.0;95.0;-200.0
783.0;45.9;8.6;24.7;1.4061;1059.0;926.0;1750.0;989.0;1.5;77.0;111.0;-200.0
735.0;26.2;9.1;36.8;1.5984;1064.0;942.0;1650.0;801.0;1.7;78.0;94.0;-200.0
934.0;52.3;6.7;20.3;1.2367;917.0;842.0;1656.0;819.0;1.0;51.0;73.0;-200.0
