MotorData.IsAcceleration;NVL_Recv_Storage.GL_LightBarrier;NVL_Send_Storage.ActivateStorage;MotorData.Motor_Pos2reached;MotorData.ActSpeed;MotorData.IsForce;MotorData.ActCurrent;NVL_Recv_Storage.GL_I_Slider_OUT;NVL_Recv_Storage.GL_I_Slider_IN;NVL_Recv_Storage.GL_I_ProcessStarted;PLC_PRG.Gripper;MotorData.Motor_Pos3reached
0;1;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;-2;-4;1;0;0;0;1
0;1;0;0;0;-1;0;1;0;1;0;1
0;1;0;0;0;-1;0;1;0;1;0;1
0;1;0;0;0;-2;-3;0;1;0;0;1
0;1;0;0;0;-2;-3;0;1;0;0;1
0;1;0;0;0;-1;0;0;1;0;0;0
0;1;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;0;-3;0;1;0;0;1
0;1;0;0;0;-2;-4;0;1;0;0;1
0;1;0;0;0;-2;-2;0;1;0;0;1
0;1;0;0;0;-1;0;0;1;0;0;1
0;1;0;0;0;-1;-4;0;1;0;0;1
0;1;0;0;0;-1;1;0;1;0;1;0
0;1;0;0;0;1;3;0;0;0;0;1
0;1;0;0;0;-1;3;0;1;0;0;0
0;1;0;0;0;-1;0;0;1;0;0;0
0;1;0;0;0;2;0;0;1;0;0;0
0;1;0;0;0;-2;-2;1;0;0;0;1
0;1;0;0;0;0;2;1;0;1;0;1
0;1;0;0;0;0;0;1;0;1;0;1
0;1;0;0;0;-1;3;0;1;0;0;0
0;1;0;0;0;0;1;1;0;1;0;1
0;1;0;0;0;0;1;1;0;1;0;1
0;1;0;0;0;0;0;0;1;0;0;1
0;1;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;1;6;0;1;0;0;1
0;1;0;0;0;1;6;0;1;0;0;1
0;1;0;0;0;2;6;0;1;0;0;1
0;1;0;0;0;0;-3;0;1;0;0;1
0;1;0;0;0;-1;0;0;1;0;0;0
0;1;0;0;0;1;0;0;1;0;0;0
0;1;0;0;0;1;2;0;0;0;0;1
0;1;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;1;0;0;0;0;0;1
0;1;0;0;0;1;0;0;0;0;0;1
0;1;0;0;0;-1;-4;1;0;1;0;1
0;1;0;0;0;1;5;1;0;1;0;1
0;1;0;0;0;1;5;1;0;1;0;1
0;1;0;0;0;-1;0;0;1;0;0;0
0;1;0;0;0;0;-4;1;0;1;0;1
0;1;0;0;0;0;6;1;0;1;0;1
0;1;0;0;0;0;6;1;0;1;0;1
0;1;0;0;0;0;4;1;0;1;0;1
0;1;0;0;0;-1;3;0;1;0;0;0
0;1;0;0;0;0;1;1;0;1;0;1
0;1;0;0;0;0;4;1;0;1;0;1
0;1;0;0;0;0;4;1;0;1;0;1
0;1;0;0;0;0;6;1;0;1;0;1
0;1;0;0;0;0;-2;0;1;0;0;1
0;1;0;0;0;0;-2;0;1;0;0;1
0;1;0;0;0;0;0;0;1;0;0;1
0;1;0;0;0;1;3;0;1;0;0;0
0;1;0;0;0;-2;-4;0;1;0;0;1
0;1;0;0;0;-1;3;0;1;0;0;0
0;1;0;0;0;-2;-4;0;1;0;0;1
0;1;0;0;0;-2;-4;0;1;0;0;1
0;1;0;0;0;2;2;0;1;0;0;1
0;1;0;0;0;2;1;0;1;0;0;1
0;1;0;0;0;2;1;0;1;0;0;1
0;1;0;0;0;1;-3;0;0;0;0;1
0;1;0;0;0;2;-2;1;0;1;0;1
0;1;0;0;0;0;6;0;1;0;0;1
0;1;0;0;0;1;0;0;1;0;0;0
0;1;0;0;0;3;1;0;1;0;0;1
0;1;0;0;0;-1;-4;0;1;0;0;1
0;1;0;0;0;0;4;0;1;0;0;1
0;1;0;0;0;0;4;0;1;0;0;1
0;1;0;0;0;1;4;0;1;0;0;1
0;1;0;0;0;0;0;0;1;1;0;0
0;1;0;0;0;-1;0;0;1;0;0;0
0;1;0;0;0;1;0;0;1;0;0;0
0;1;0;0;0;-1;0;0;1;0;0;0
0;1;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;1;0;0;1;0;0;0
0;1;0;0;0;1;0;0;1;0;0;0
0;1;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;2;0;0;1;0;0;0
0;1;0;0;0;2;0;0;1;0;0;0
0;1;0;0;0;-1;3;0;1;0;0;0
0;1;0;0;0;0;0;0;1;0;0;0
0;1;0;0;0;-1;-5;0;1;0;0;0
0;1;0;0;0;6;8;0;0;0;0;1
0;1;0;0;0;7;16;1;0;1;0;1
0;1;0;0;0;2;20;0;1;0;0;0
0;1;0;0;0;0;12;0;1;0;0;0
0;1;0;0;0;0;12;0;1;0;0;0
0;1;0;0;0;0;12;0;1;0;0;0
0;1;0;0;0;0;-5;0;1;0;0;0
0;1;0;0;0;2;-9;0;1;0;0;0
0;1;0;0;0;2;-9;0;1;0;0;0
0;1;0;0;0;0;-5;0;1;0;0;0
0;1;0;0;0;1;12;0;1;0;0;0
0;1;0;0;0;1;12;0;1;0;0;0
0;1;0;0;0;-1;12;0;1;0;0;0
0;1;0;0;0;-3;7;0;1;0;0;0
0;1;0;0;0;0;7;0;1;0;0;0
0;1;0;0;0;1;12;0;1;0;0;0
0;1;0;0;-89697;-167;-447;0;1;0;1;0
0;1;0;0;0;0;7;0;1;0;0;0
0;1;0;0;0;-1;16;0;1;0;0;0
0;1;0;0;0;2;-9;0;1;0;0;0
0;1;0;0;0;-1;16;0;1;0;0;0
0;1;0;0;0;-1;16;0;1;0;0;0
0;1;0;0;0;1;-5;0;1;0;0;0
0;1;0;0;0;0;-5;0;1;0;0;0
0;1;0;0;0;5;21;1;0;1;0;1
0;1;0;0;0;1;12;0;1;0;0;0
0;1;0;0;0;1;12;0;1;0;0;0
0;1;0;0;0;1;7;0;1;0;0;0
0;1;0;0;0;6;19;1;0;1;0;1
0;1;0;0;0;-3;12;0;1;0;0;0
0;1;0;0;0;1;-5;0;1;0;0;0
0;1;0;0;0;1;-5;0;1;0;0;0
0;1;0;0;0;0;-5;0;1;0;0;0
0;1;0;0;0;2;-5;0;1;0;0;0
0;1;0;0;0;6;13;1;0;1;0;1
0;1;1;0;0;5;17;0;1;1;0;1
0;1;1;0;0;5;13;0;1;1;0;1
0;1;0;0;0;-1;-5;0;1;0;0;0
0;1;0;0;0;-4;-21;1;0;0;0;1
0;1;0;0;0;-3;-8;1;0;0;0;1
0;1;0;0;0;-2;-23;1;0;0;0;1
0;1;0;0;0;-2;-23;1;0;0;0;1
0;1;0;0;0;-3;-15;1;0;1;0;1
0;1;0;0;0;-3;-8;1;0;1;0;1
0;1;1;0;0;5;13;0;1;1;0;1
0;1;0;0;0;5;13;0;1;1;0;1
0;1;0;0;0;-3;-18;1;0;1;0;1
