NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Ind.GL_Metall;PLC_PRG.MaterialIsMetal;MotorData.Motor_Pos4reached;MotorData.ActPosition;MotorData.Motor_Pos1reached
1;0;0;0;235799;0
1;0;0;0;235973;0
1;0;0;0;235973;0
1;0;0;0;236350;0
1;0;0;0;234987;0
1;0;0;0;236350;0
1;0;0;0;237220;0
1;0;0;0;237220;0
1;0;0;0;236495;0
1;0;0;0;236495;0
1;0;0;0;237220;0
1;0;0;0;235306;0
1;0;0;0;235480;0
1;0;0;0;237133;0
1;0;0;0;237133;0
1;0;0;0;236756;0
1;0;0;0;235335;0
1;0;0;0;236756;0
1;0;0;0;235074;0
1;0;0;0;235944;0
1;0;0;0;236756;0
1;0;0;0;235074;0
1;0;0;0;235074;0
1;0;0;0;237220;0
1;0;0;0;237452;0
1;0;0;0;236756;0
1;0;0;0;237394;0
1;0;0;0;237394;0
1;0;0;0;237075;0
1;0;0;0;235538;0
1;0;0;0;235538;0
1;0;0;0;235799;0
1;0;0;0;237220;0
1;0;0;0;237220;0
1;0;0;0;235799;0
1;0;0;0;236814;0
1;0;0;0;236582;0
1;0;0;0;236437;0
1;0;0;0;236437;0
1;0;0;0;237220;0
1;0;0;0;236669;0
1;0;0;0;237220;0
1;0;0;0;236669;0
1;0;0;0;235451;0
1;0;0;0;235538;0
1;0;0;0;236350;0
1;0;0;0;235480;0
1;0;0;0;235132;0
1;0;0;0;237307;0
1;0;0;0;235538;0
1;0;0;0;237539;0
1;0;0;0;234987;0
1;0;0;0;236292;0
1;0;0;0;235132;0
1;0;0;0;236292;0
1;0;0;0;236872;0
1;0;0;0;236872;0
1;0;0;0;234871;0
1;0;0;0;234697;0
1;0;0;0;238148;0
1;0;0;0;238177;0
1;0;0;0;260014;0
1;0;0;0;253634;0
1;0;0;0;238177;0
1;0;0;0;248356;0
1;0;0;0;244354;0
1;0;0;0;238902;0
1;0;0;0;238554;0
1;0;0;0;222749;0
1;0;0;0;226577;0
1;0;0;0;238554;0
1;0;0;0;229303;0
1;0;0;0;231797;0
1;0;0;0;233392;0
1;0;0;0;185223;0
1;0;0;0;238380;0
1;0;0;0;238496;0
1;0;0;0;194909;0
1;0;0;0;202652;0
1;0;0;0;241338;0
1;0;0;0;210105;0
1;0;0;0;238264;0
1;0;0;0;238264;0
1;0;0;0;234697;0
1;0;0;0;237974;0
1;0;0;0;380335;0
1;0;0;0;234175;0
1;0;0;0;153468;0
1;0;0;0;234581;0
1;0;0;0;234581;0
1;0;0;0;166257;0
1;0;0;0;217935;0
1;0;0;0;238119;0
1;0;0;0;238119;0
1;0;0;0;140012;0
1;0;0;0;176668;0
1;0;0;0;238177;0
1;0;0;0;238148;0
1;0;0;0;239801;0
1;0;0;0;28971;0
