MotorData.ActSpeed;PLC_PRG.Gripper;MotorData.Motor_Pos3reached;MotorData.Motor_Pos4reached;MotorData.ActPosition;NVL_Recv_Storage.GL_LightBarrier;NVL_Send_Storage.ActivateStorage;NVL_Recv_Storage.GL_I_Slider_IN;NVL_Recv_Storage.GL_I_ProcessStarted;MotorData.Motor_Pos2reached
0;0;0;0;140012;1;0;1;0;1
0;0;0;0;140012;1;0;1;0;1
0;1;0;1;389992;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
