NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Ind.GL_Metall;PLC_PRG.MaterialIsMetal;MotorData.Motor_Pos4reached;MotorData.ActPosition;MotorData.Motor_Pos1reached
1;0;0;0;235538;0
1;0;0;0;232812;0
1;0;0;0;238177;0
1;0;0;0;245079;0
1;0;0;0;239714;0
1;0;0;0;223387;0
1;0;0;0;226577;0
1;0;0;0;239714;0
1;0;0;0;243078;0
1;0;0;0;233798;0
1;0;0;0;229709;0
1;0;0;0;243078;0
1;0;0;0;237220;0
1;0;0;0;237220;0
1;0;0;0;234030;0
1;0;0;0;227389;0
1;0;0;0;231130;0
1;0;0;0;227853;0
1;0;0;0;221531;0
1;0;0;0;225910;0
1;0;0;0;222546;0
1;0;0;0;224344;0
1;0;0;0;235944;0
1;0;0;0;239308;0
1;0;0;0;239308;0
1;0;0;0;245775;0
1;0;0;0;224344;0
1;0;0;0;223532;0
1;0;0;0;226577;0
1;0;0;0;226577;0
1;0;0;0;223532;0
1;0;0;0;228868;0
1;0;0;0;244354;0
1;0;0;0;244354;0
1;0;0;0;224315;0
1;0;0;0;223793;0
1;0;0;0;230463;0
1;0;0;0;230463;0
1;0;0;0;238177;0
1;0;0;0;240758;0
1;0;0;0;233595;0
1;0;0;0;235132;0
1;0;0;0;228433;0
1;0;0;0;224750;0
1;0;0;0;224750;0
1;0;0;0;240062;0
1;0;0;0;234697;0
1;0;0;0;243223;0
1;0;0;0;238148;0
1;0;0;0;243542;0
1;0;0;0;242498;0
1;0;0;0;222691;0
1;0;0;0;232174;0
1;0;0;0;235132;0
1;0;0;0;241309;0
1;0;0;0;244412;0
1;0;0;0;244412;0
1;0;0;0;240352;0
1;0;0;0;224170;0
1;0;0;0;236495;0
1;0;0;0;235944;0
1;0;0;0;235480;0
1;0;0;0;234465;0
1;0;0;0;234465;0
1;0;0;0;238148;0
1;0;0;0;243310;0
1;0;0;0;236669;0
1;0;0;0;230666;0
1;0;0;0;227534;0
1;0;0;0;227534;0
1;0;0;0;244789;0
1;0;0;0;230695;0
1;0;0;0;239453;0
1;0;0;0;230028;0
1;0;0;0;226345;0
1;0;0;0;224576;0
1;0;0;0;243861;0
1;0;0;0;236350;0
1;0;0;0;234349;0
1;0;0;0;227795;0
1;0;0;0;245224;0
1;0;0;0;240903;0
1;0;0;0;240903;0
1;0;0;0;240903;0
1;0;0;0;224344;0
1;0;0;0;240381;0
1;0;0;0;240381;0
1;0;0;0;234987;0
1;0;0;0;231623;0
1;0;0;0;224663;0
1;0;0;0;224663;0
1;0;0;0;221531;0
1;0;0;0;243861;0
1;0;0;0;236350;0
1;0;0;0;233102;0
1;0;0;0;227186;0
1;0;0;0;229709;0
1;0;0;0;240497;0
1;0;0;0;243600;0
1;0;0;0;223010;0
1;0;0;0;223387;0
1;0;0;0;237394;0
1;0;0;0;223010;0
1;0;0;0;230492;0
1;0;0;0;225794;0
1;0;0;0;234175;0
1;0;0;0;240816;0
1;0;0;0;242353;0
1;0;0;0;236350;0
1;0;0;0;231855;0
1;0;0;0;234987;0
1;0;0;0;245137;0
1;0;0;0;242121;0
1;0;0;0;242121;0
1;0;0;0;241541;0
1;0;0;0;241541;0
1;0;0;0;227476;0
1;0;0;0;235944;0
1;0;0;0;222894;0
1;0;0;0;222894;0
1;0;0;0;243136;0
1;0;0;0;236756;0
1;0;0;0;233537;0
1;0;0;0;233537;0
1;0;0;0;227534;0
1;0;0;0;229158;0
1;0;0;0;224547;0
1;0;0;0;223793;0
1;0;0;0;230347;0
1;0;0;0;242933;0
1;0;0;0;223155;0
1;0;0;0;229796;0
1;0;0;0;232899;0
1;0;0;0;233218;0
1;0;0;0;226751;0
1;0;0;0;229158;0
1;0;0;0;226026;0
1;0;0;0;238757;0
1;0;0;0;242498;0
1;0;0;0;244876;0
1;0;0;0;232899;0
1;0;0;0;238670;0
1;0;0;0;244876;0
1;0;0;0;237974;0
1;0;0;0;242933;0
1;0;0;0;239656;0
1;0;0;0;221908;0
1;0;0;0;226316;0
1;0;0;0;232551;0
1;0;0;0;238554;0
1;0;0;0;238554;0
1;0;0;0;238554;0
1;0;0;0;242382;0
1;0;0;0;234697;0
1;0;0;0;233102;0
1;0;0;0;224547;0
1;0;0;0;228694;0
1;0;0;0;228694;0
1;0;0;0;245775;0
1;0;0;0;242179;0
1;0;0;0;239453;0
1;0;0;0;225707;0
1;0;0;0;236031;0
1;0;0;0;236031;0
1;0;0;0;245311;0
1;0;0;0;225591;0
1;0;0;0;230115;0
1;0;0;0;235944;0
1;0;0;0;245079;0
1;0;0;0;226577;0
1;0;0;0;226258;0
1;0;0;0;245079;0
1;0;0;0;230347;0
1;0;0;0;245949;0
1;0;0;0;243223;0
1;0;0;0;225591;0
1;0;0;0;224431;0
1;0;0;0;236437;0
1;0;0;0;236437;0
1;0;0;0;227853;0
1;0;0;0;234175;0
1;0;0;0;221792;0
1;0;0;0;221792;0
1;0;0;0;228433;0
1;0;0;0;233305;0
1;0;0;0;227215;0
1;0;0;0;227795;0
1;0;0;0;233624;0
1;0;0;0;226345;0
1;0;0;0;235799;0
1;0;0;0;228839;0
1;0;0;0;235480;0
1;0;0;0;231942;0
1;0;0;0;238757;0
1;0;0;0;238757;0
1;0;0;0;237394;0
1;0;0;0;230985;0
1;0;0;0;224982;0
1;0;0;0;221850;0
1;0;0;0;241338;0
1;0;0;0;241338;0
1;0;0;0;235335;0
1;0;0;0;228868;0
1;0;0;0;246036;0
1;0;0;0;226258;0
1;0;0;0;224431;0
1;0;0;0;228868;0
1;0;0;0;228868;0
1;0;0;0;235016;0
1;0;0;0;238699;0
1;0;0;0;238177;0
1;0;0;0;226577;0
1;0;0;0;226577;0
1;0;0;0;234175;0
1;0;0;0;228868;0
1;0;0;0;225678;0
1;0;0;0;224054;0
1;0;0;0;244934;0
1;0;0;0;244934;0
1;0;0;0;227186;0
1;0;0;0;237220;0
1;0;0;0;236756;0
1;0;0;0;233624;0
1;0;0;0;243252;0
1;0;0;0;236872;0
1;0;0;0;236872;0
1;0;0;0;222894;0
1;0;0;0;238380;0
1;0;0;0;244470;0
1;0;0;0;243774;0
1;0;0;0;233653;0
1;0;0;0;243861;0
1;0;0;0;240468;0
1;0;0;0;225707;0
1;0;0;0;236495;0
1;0;0;0;233392;0
1;0;0;0;233653;0
1;0;0;0;227476;0
1;0;0;0;229535;0
1;0;0;0;240671;0
1;0;0;0;240671;0
1;0;0;0;245630;0
1;0;0;0;241947;0
1;0;0;0;241947;0
1;0;0;0;246181;0
1;0;0;0;246674;0
1;0;0;0;221154;0
1;0;0;0;246703;0
1;0;0;0;246674;0
1;0;0;0;221067;0
1;0;0;0;246587;0
1;0;0;0;246500;0
1;0;0;0;221067;0
1;0;0;0;246355;0
