NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Ind.GL_Metall;PLC_PRG.MaterialIsMetal;MotorData.Motor_Pos4reached;MotorData.ActPosition;MotorData.Motor_Pos1reached
1;0;0;0;372679;0
1;0;0;0;240468;0
1;0;0;0;238177;0
1;0;0;0;245079;0
1;0;0;0;248356;0
1;0;0;0;254591;0
1;0;0;0;257462;0
1;0;0;0;257462;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;235944;0
1;0;0;0;239308;0
1;0;0;0;239308;0
1;0;0;0;245775;0
1;0;0;0;251720;0
1;0;0;0;251720;0
1;0;0;0;254736;0
1;0;0;0;254736;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;232174;0
1;0;0;0;235132;0
1;0;0;0;241309;0
1;0;0;0;244412;0
1;0;0;0;244412;0
1;0;0;0;251314;0
1;0;0;0;254736;0
1;0;0;0;259927;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;246674;0
1;0;0;0;243310;0
1;0;0;0;236669;0
1;0;0;0;230666;0
1;0;0;0;227534;0
1;0;0;0;227534;0
1;0;0;0;221067;0
1;0;0;0;214571;0
1;0;0;0;211381;0
1;0;0;0;230028;0
1;0;0;0;226345;0
1;0;0;0;220255;0
1;0;0;0;220255;0
1;0;0;0;214426;0
1;0;0;0;210656;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;192328;0
1;0;0;0;240381;0
1;0;0;0;240381;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;247776;0
1;0;0;0;253866;0
1;0;0;0;260014;0
1;0;0;0;243600;0
1;0;0;0;249661;0
1;0;0;0;258274;0
1;0;0;0;260014;0
1;0;0;0;258274;0
1;0;0;0;258274;0
1;0;0;0;251952;0
1;0;0;0;248356;0
1;0;0;0;248356;0
1;0;0;0;242353;0
1;0;0;0;236350;0
1;0;0;0;258274;0
1;0;0;0;251401;0
1;0;0;0;245137;0
1;0;0;0;242121;0
1;0;0;0;242121;0
1;0;0;0;253402;0
1;0;0;0;253402;0
1;0;0;0;259463;0
1;0;0;0;246355;0
1;0;0;0;222894;0
1;0;0;0;222894;0
1;0;0;0;243136;0
1;0;0;0;236756;0
1;0;0;0;233537;0
1;0;0;0;233537;0
1;0;0;0;227534;0
1;0;0;0;217065;0
1;0;0;0;210424;0
1;0;0;0;223793;0
1;0;0;0;213933;0
1;0;0;0;217152;0
1;0;0;0;223155;0
1;0;0;0;229796;0
1;0;0;0;232899;0
1;0;0;0;233218;0
1;0;0;0;226751;0
1;0;0;0;220661;0
1;0;0;0;220661;0
1;0;0;0;217065;0
1;0;0;0;217065;0
1;0;0;0;210830;0
1;0;0;0;232899;0
1;0;0;0;238670;0
1;0;0;0;248994;0
1;0;0;0;255403;0
1;0;0;0;255403;0
1;0;0;0;256418;0
1;0;0;0;221908;0
1;0;0;0;226316;0
1;0;0;0;232551;0
1;0;0;0;238554;0
1;0;0;0;238554;0
1;0;0;0;238554;0
1;0;0;0;242382;0
1;0;0;0;248617;0
1;0;0;0;251575;0
1;0;0;0;252909;0
1;0;0;0;246761;0
1;0;0;0;246761;0
1;0;0;0;256998;0
1;0;0;0;256998;0
1;0;0;0;239453;0
1;0;0;0;225707;0
1;0;0;0;209873;0
1;0;0;0;209873;0
1;0;0;0;245311;0
1;0;0;0;248414;0
1;0;0;0;254359;0
1;0;0;0;235944;0
1;0;0;0;232812;0
1;0;0;0;226577;0
1;0;0;0;254359;0
1;0;0;0;257636;0
1;0;0;0;230347;0
1;0;0;0;246442;0
1;0;0;0;243223;0
1;0;0;0;250995;0
1;0;0;0;254185;0
1;0;0;0;236437;0
1;0;0;0;236437;0
1;0;0;0;220574;0
1;0;0;0;217297;0
1;0;0;0;211236;0
1;0;0;0;211236;0
1;0;0;0;211236;0
1;0;0;0;233305;0
1;0;0;0;227215;0
1;0;0;0;220661;0
1;0;0;0;258912;0
1;0;0;0;258912;0
1;0;0;0;209061;0
1;0;0;0;217297;0
1;0;0;0;217297;0
1;0;0;0;22156;1
1;0;0;0;140012;0
1;0;0;0;198128;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;218341;0
1;0;0;0;218341;0
1;0;0;0;224431;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;238177;0
1;0;0;0;226577;0
1;0;0;0;226577;0
1;0;0;0;219791;0
1;0;0;0;216514;0
1;0;0;0;209699;0
1;0;0;0;209699;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
1;0;0;0;260014;0
