6876;MotorData.IsAcceleration;0
12955;NVL_Send_Storage.ActivateStorage;0
1201;NVL_Recv_Storage.GL_I_ProcessStarted;0
3868;NVL_Recv_Storage.GL_I_ProcessStarted;0
3582;MotorData.Motor_Pos4reached;0
9220;NVL_Send_Storage.ActivateStorage;0
5491;MotorData.Motor_Pos3reached;0
5043;MotorData.ActCurrent;-170
5159;NVL_Recv_Ind.GL_Metall;0
7759;NVL_Send_Storage.ActivateStorage;0
9587;MotorData.Motor_Pos3reached;0
4907;NVL_Recv_Storage.GL_I_Slider_OUT;1
658;MotorData.IsAcceleration;0
10854;NVL_Recv_Storage.GL_I_ProcessStarted;1
7753;MotorData.ActSpeed;77111
14062;MotorData.ActPosition;192821
1419;MotorData.IsForce;4
4140;PLC_PRG.MaterialIsMetal;0
3173;MotorData.Motor_Pos3reached;0
6918;NVL_Recv_Ind.GL_NonMetall;1
6421;MotorData.Motor_Pos1reached;0
12164;NVL_Recv_Storage.GL_LightBarrier;1
459;MotorData.IsAcceleration;0
981;NVL_Recv_Storage.GL_I_ProcessStarted;0
13404;NVL_Recv_Ind.GL_Metall;1
10333;PLC_PRG.Gripper;1
752;MotorData.IsAcceleration;0
14341;NVL_Recv_Ind.GL_NonMetall;1
1916;PLC_PRG.Gripper;0
5604;MotorData.IsForce;10
13219;MotorData.Motor_Pos2reached;0
11351;MotorData.Motor_Pos2reached;0
4552;NVL_Recv_Storage.GL_LightBarrier;1
15497;MotorData.Motor_Pos2reached;0
10255;MotorData.IsForce;-34
1627;MotorData.IsForce;172
10478;NVL_Recv_Ind.GL_Metall;0
6936;MotorData.Motor_Pos2reached;0
10705;MotorData.ActCurrent;540
197;MotorData.Motor_Pos4reached;0
10135;PLC_PRG.MaterialIsMetal;0
15288;MotorData.ActPosition;389992
1896;NVL_Send_Storage.ActivateStorage;0
14610;NVL_Recv_Ind.GL_NonMetall;1
419;PLC_PRG.Gripper;1
3676;MotorData.ActSpeed;-89320
11869;PLC_PRG.Gripper;1
8983;PLC_PRG.Gripper;1
2914;MotorData.Motor_Pos2reached;0
10060;MotorData.Motor_Pos4reached;0
13974;MotorData.ActSpeed;-83433
14966;PLC_PRG.Gripper;0
4696;PLC_PRG.MaterialIsMetal;0
11503;MotorData.ActCurrent;311
233;MotorData.ActPosition;201231
6618;PLC_PRG.MaterialIsMetal;0
8600;NVL_Recv_Storage.GL_I_Slider_IN;1
10096;MotorData.IsAcceleration;0
15014;MotorData.Motor_Pos4reached;0
9910;PLC_PRG.MaterialIsMetal;0
11504;PLC_PRG.Gripper;1
1601;PLC_PRG.Gripper;1
7556;MotorData.Motor_Pos3reached;1
9383;MotorData.Motor_Pos2reached;0
244;MotorData.ActSpeed;-74704
12303;MotorData.Motor_Pos4reached;0
371;NVL_Recv_Ind.GL_Metall;0
14926;MotorData.Motor_Pos1reached;0
5704;NVL_Recv_Storage.GL_LightBarrier;1
37;MotorData.Motor_Pos1reached;0
7524;NVL_Recv_Storage.GL_I_Slider_OUT;0
14355;MotorData.ActPosition;41064
4188;PLC_PRG.Gripper;0
6905;PLC_PRG.Gripper;0
3814;MotorData.IsAcceleration;0
13969;PLC_PRG.MaterialIsMetal;0
1293;MotorData.Motor_Pos2reached;0
433;MotorData.Motor_Pos4reached;0
6927;MotorData.Motor_Pos1reached;1
1679;PLC_PRG.MaterialIsMetal;0
8423;MotorData.ActPosition;76009
14581;NVL_Recv_Storage.GL_I_Slider_OUT;0
2190;NVL_Recv_Storage.GL_LightBarrier;1
