adbr;bfo1;cfo1;amud;asin2;bso1;bfo2;bso3;cso1;arnd;asin1
1.0;16.3239251545817;26.63782798984301;35.0;0.990967933010274;35.99033546405068;39.20399466352732;0.3385983696901691;73.4782585564474;19.518831810841384;-0.6975322196904897
0.0;0.0223028472604988;33.00328006472142;30.0;0.6427572578782197;30.638988244466315;23.937756175222795;0.2353762325837677;55.60395415227127;20.92362217992563;-0.6427845745511184
1.0;9.05010510697839;32.38401407218844;32.0;0.6581060819189282;32.66179576815836;26.975718259110472;0.215392263531864;57.05204544731874;26.81326364828804;-0.7647464557733125
1.0;15.261592469642595;27.046383180760028;32.0;0.613985925073622;32.61785398380568;23.90198019580409;0.1864459155600463;55.206674084710514;25.94481574939605;-0.768419500257451
0.0;17.490047907429773;22.518624876236625;32.0;0.6508477855469829;32.654568328496104;29.93129622111506;0.2322802650195492;60.99403981590281;26.08301426233122;-0.7653646613566606
1.0;10.060680707314171;30.77142871761974;32.0;0.3222455071331492;32.32688439969869;40.42870467432115;0.3814394484103214;73.78234689172989;24.47599218359476;-0.7892997721635393
1.0;14.46970043254261;30.94150947895465;35.0;0.9519987292571748;35.9534991458067;29.928991023033195;0.281652359582356;62.39062017385084;23.115360038287083;-0.7287588813784937
1.0;13.80475316235853;28.325029153964785;32.0;0.3192145627836835;32.32385848299829;40.14088941184405;0.375049777879887;72.92350223783707;23.330865285858543;-0.7894962143199128
1.0;15.853035290623364;26.170350968476253;32.0;0.3167495121945426;32.32139748236128;41.09772334656444;0.377854504181464;72.32245691816381;22.47540269932369;-0.7896557640448907
1.0;15.982939085499398;26.009086064738355;32.0;0.3165598040162217;32.32120808441661;41.177645855801686;0.3784293343282415;72.30220672239025;22.413382455879177;-0.7896680348897542
1.0;16.247967664757663;25.68925074828033;32.0;0.3161803496798843;32.320829249989856;41.336906343411705;0.3796197514308701;72.27766192836482;22.730673782395005;-0.7896925756318833
1.0;16.37343545658704;25.530866862141245;32.0;0.315990603537154;32.320639813522945;41.41624527071384;0.3802302267843182;72.2737465512465;22.58428854135038;-0.7897048455291391
1.0;16.492626742652963;25.37368779329997;32.0;0.3158008447546917;32.32045036423043;41.49539061770772;0.3808482455909041;72.2756027233598;22.39278180534465;-0.7897171151105044
1.0;16.601726931950505;25.217952099234218;32.0;0.3156110733403036;32.32026090211991;41.57434285597339;0.3814722844961281;72.28334021082031;22.002355200056314;-0.7897293843759914
1.0;16.99528067802796;24.611220706867776;32.0;0.3148518615140224;32.31950292564926;41.88823011320586;0.3840069989455192;72.3741580606409;21.73811669249187;-0.7897784582789555
