adfl;bso2;aimp;ced1;bed1;bed2
1.0;0.9321449768970166;0.0;299.6497230442289;0.1849422399042937;2.748616771548492e-06
1.0;0.9651321906698116;0.0;298.9338666926015;0.1830928175052508;2.6111859329710672e-06
1.0;0.9971674689754174;0.0;298.21832698185386;0.1812618893301983;2.480626636322514e-06
1.0;1.027974369229113;0.0;297.5031212713452;0.1794492704368963;2.356595304506388e-06
1.0;1.0572993198735174;0.0;296.7882666852637;0.1776547777325273;2.2387655392810685e-06
1.0;1.084913218451162;0.0;296.07378011516306;0.1758782299552021;2.126827262317015e-06
1.0;1.110612674229885;0.0;295.35967822247324;0.1741194476556501;2.020485899201164e-06
1.0;1.1342210408308886;0.0;?;0.1723782531790936;?
1.0;1.155589086030211;0.0;293.93269397930925;0.1706544706473027;1.8234885240290503e-06
1.0;1.1745953573196988;0.0;293.21984382331215;0.1689479259408296;1.732314097827598e-06
1.0;1.1911463058494305;0.0;292.50744273852365;0.1672584466814213;1.6456983929362182e-06
1.0;1.2051761035069908;0.0;291.7955062725227;0.1655858622146071;1.5634134732894072e-06
1.0;1.2166461992493771;0.0;291.0840497572976;0.1639300035924611;1.4852427996249368e-06
1.0;1.22554461675198;0.0;290.37308831158225;0.1622907035565365;1.41098065964369e-06
1.0;1.231885037604525;0.0;289.66263684316846;0.1606677965209711;1.3404316266615057e-06
1.0;1.2357056613141455;0.0;?;0.1590611185557614;1.27341004532843e-06
1.0;1.2370678535175;0.0;288.2433224284114;0.1574705073702038;1.2097395430620083e-06
1.0;1.2360546660314176;?;287.53448826342265;0.1558958022965017;1.1492525659089082e-06
1.0;1.2327691612368157;0.0;286.8262216429059;?;1.0917899376134629e-06
1.0;1.227332632343123;0.0;286.118536453808;0.1527934758308013;1.0372004407327897e-06
0.0;1.2149527754723806;0.0;285.41144638551907;0.1512655410724933;9.8534041869615e-07
0.0;1.1911585067696175;0.0;284.70496493202427;0.1497528856617684;9.360733977613426e-07
0.0;1.156630444318626;0.0;283.99910539403334;0.1482553568051507;8.892697278732755e-07
0.0;1.1121276505400377;0.0;283.29388088108834;0.1467728032370992;8.448062414796117e-07
0.0;1.0584771216917024;0.0;282.5893043136498;0.1453050752047282;8.025659294056311e-07
0.0;0.9965630777572474;0.0;281.8853884251615;?;7.624376329353495e-07
0.0;0.9273159077712302;0.0;281.1821457640942;0.1424135042081541;7.243157512885821e-07
?;0.8517013867927444;0.0;280.47958869596795;0.1409893691660726;6.880999637241529e-07
0.0;0.7707097864218174;0.0;279.7777294053545;0.1395794754744118;6.536949655379453e-07
0.0;0.6853452148433655;0.0;279.0765798978581;?;6.21010217261048e-07
0.0;0.5966152369416163;?;278.376152002077;0.1368018439124711;5.899597063979956e-07
0.0;0.5055208761920379;0.0;277.67645737154413;0.1354338254733464;5.604617210780958e-07
0.0;0.4130470628909471;0.0;276.9775074866481;0.1340794872186129;5.32438635024191e-07
0.0;0.3201536225035833;0.0;276.2793136565346;0.1327386923464268;5.058167032729815e-07
0.0;0.2277668483116427;0.0;275.58188702098795;0.1314113054229625;4.805258681093324e-07
0.0;0.1367717533634862;0.0;274.88523855229374;0.1300971923687329;4.564995747038658e-07
0.0;0.0480049872942031;0.0;274.1893790570819;0.1287962204450455;4.336745959686725e-07
0.0;-0.037751365649749;0.0;273.4943191781513;0.1275082582405951;4.119908661702389e-07
0.0;-0.1197754117383879;0.0;272.800069396275;0.1262331756581891;3.913913228617269e-07
0.0;-0.1974101121373257;0.0;272.1066400319877;0.1249708439016072;3.718217567186406e-07
0.0;-0.270067184482758;0.0;271.4140412473544;0.1237211354625912;3.5323066888270853e-07
0.0;-0.337230166524101;0.0;270.7222830477202;0.1224839241079653;3.355691354385731e-07
0.0;-0.3984566665861786;0.0;270.03137528344394;0.1212590848668856;3.1879067866664445e-07
0.0;-0.4533797626097953;0.0;269.3413276516118;0.1200464940182167;3.028511447333122e-07
0.0;-0.5017086801901717;0.0;268.652149697735;0.1188460290780346;2.877085874966466e-07
0.0;-0.5432286142953094;0.0;267.96385081742903;0.1176575687872542;2.733231581218143e-07
0.0;-0.5777998869302758;0.0;267.2764402580761;0.1164809930993817;2.596570002157236e-07
0.0;-0.6053563617632167;0.0;266.5899271204703;0.1153161831683879;2.466741502049374e-07
0.0;-0.6259031914643057;0.0;265.9043203604456;0.114163021336704;2.343404426946905e-07
0.0;-0.6395139817904609;0.0;265.21962879048755;0.113021391123337;2.22623420559956e-07
1.0;-0.6413974648386428;0.0;264.53586108132816;0.1118911772121036;2.1149224953195819e-07
1.0;-0.627130462273723;0.0;263.85302576352416;0.1107722654399826;2.009176370553603e-07
1.0;-0.5974859821738124;0.0;263.1711312290192;0.1096645427855827;1.9087175520259226e-07
1.0;-0.5533573366408504;0.0;262.49018573268984;0.1085678973577269;1.8132816744246266e-07
1.0;-0.4957446751517966;?;261.810197393876;0.1074822183841496;1.722617590703395e-07
1.0;-0.4257409994872788;0.0;261.13117419789467;0.1064073962003081;1.6364867111682253e-07
1.0;-0.3445178572549056;0.0;260.4531239975393;0.105343322238305;1.554662375609814e-07
1.0;-0.2533106745444824;0.0;259.77605451456265;0.104289889015922;1.4769292568293237e-07
