adfl;bso2;aimp;ced1;bed1;bed2
0.0;-0.1767709523864848;0.0;351.33157891693963;1.7823861847000608;0.4890317287855975
1.0;0.9646088258511905;0.0;355.0792508827043;0.6524109882388223;0.0028953266399455
0.0;0.8663581465606064;0.0;353.3784888415578;2.2158676354548734;0.8845645650144333
1.0;-0.3829654332837178;0.0;355.79586667936985;0.4713720010145615;0.0003282197817478
1.0;-0.3757305382959385;0.0;355.19513736036646;0.4666582810044159;0.0003118087926604
1.0;-0.3553047639425833;0.0;354.5915436465057;0.4619916981943717;0.0002962183530274
1.0;-0.3224053921846858;0.0;353.9851407968009;0.457371781212428;0.000281407435376
1.0;-0.2778437521526339;0.0;353.37598343783;0.4527980634003037;0.0002673370636072
1.0;-0.2225135859806602;0.0;352.7641255702992;0.4482700827663007;0.0002539702104269
1.0;-0.1573790965187124;0.0;352.149620575541;0.4437873819386377;0.0002412716999055
1.0;-0.0018325565057499;0.0;350.91287967132826;0.4349560130380588;0.0002177477091647
1.0;0.0864091965792685;0.0;350.29074748523084;0.4306064529076782;0.0002068603237065
1.0;0.1801390824794335;0.0;349.66617563116137;0.4263003883786014;0.0001965173075212
1.0;1.1212825127117931;0.0;350.9097528820809;0.5951366199281577;0.0098953035379035
1.0;1.0966075958500956;0.0;351.3687214576068;0.601148100937533;0.0104161089872669
1.0;1.0699408336141352;0.0;351.823041350622;0.6072203039773061;0.0109643252497546
1.0;0.9800246755371051;0.0;353.1573555030664;0.6258074098574832;0.012788249307193
1.0;0.9475515257211116;0.0;353.5923229707395;0.6321286968257406;0.0134613150602032
1.0;0.914287791210936;0.0;354.0222586104606;0.6385138351775157;0.0141698053265297
1.0;0.8805403098794606;0.0;354.4470831797609;0.6449634698762785;0.0149155845542418
1.0;0.8129062047594567;0.0;355.28107765137435;0.658058840808365;0.0165269634950047
1.0;0.77970982903049;0.0;355.6900845500327;0.6647058998064292;0.0173968036789523
1.0;0.7163554966057931;0.0;356.49170321600434;0.6782021220349242;0.0192762367633821
1.0;0.6869310261924612;0.0;356.8841463705461;0.6850526485201255;0.0202907755404022
1.0;0.6594972049286519;0.0;357.2708980621843;0.691972372242551;0.0213587110951602
0.0;-0.458475474837867;0.0;351.24939664831766;0.405843071449679;0.001271684051337
0.0;-0.4685420295063046;0.0;351.89925132879785;0.4099424964138172;0.0013386147908811
0.0;-0.4742429937350294;0.0;352.5469496790224;0.4140833297109265;0.0014090682009275
0.0;-0.4753420875475735;0.0;353.19244367754646;0.4182659896069965;0.0014832296851868
0.0;-0.4492454056181891;0.0;355.1152108523079;0.4310691751789876;0.0017299661002325
0.0;-0.4303711998350291;0.0;355.7513958595301;0.4354234092717047;0.0018210169476131
0.0;-0.4063394404131969;0.0;356.38512782770283;0.4398216255269744;0.0019168599448559
1.0;1.507911488132493;0.0;356.5520393648899;0.5175293029945432;0.0034558443672292
0.0;0.4262599677634523;0.0;350.22220696113953;0.2106355170498467;2.360436466917236e-05
0.0;0.4620553760050831;0.0;351.06476574131364;0.2127631485351987;2.484669965176037e-05
0.0;0.4946013410371079;0.0;351.9077257700887;0.2149122712476755;2.615442068606356e-05
0.0;0.5481063418774219;0.0;353.59476790036854;0.219275860879171;2.8979967519184e-05
0.0;0.5681985874677838;0.0;354.438808464884;0.2214907685648192;3.05052289675621e-05
0.0;0.5972527192862997;0.0;356.9727529472105;0.2282706346856167;3.55797976003057e-05
1.0;1.8036638186773883;0.0;351.6505248696559;1.8000450048213497;0.3019315369098803
1.0;1.7640829006850276;0.0;352.40121699374424;1.782044554773136;0.2868349600643863
1.0;1.4703802681823366;0.0;350.4766632504145;0.4778130251012196;0.0084780556293248
1.0;1.4210943994503369;0.0;351.0520056328309;0.4826394192941612;0.0089242690834997
1.0;1.3039197478776514;0.0;352.19330273170283;0.492438954488482;0.0098883867961216
1.0;1.236723526883052;0.0;352.75914023101905;0.497413085341901;0.0104088282064438
0.0;-0.4560484737959721;0.0;355.8222114841534;0.4848467027932639;0.0008184475363691
0.0;-0.4062964267591543;0.0;356.4065845344151;0.4897441442356201;0.0008615237224938
