adbr;bfo1;cfo1;amud;asin2;bso1;bfo2;bso3;cso1;arnd;asin1
1.0;10.744219936960084;20.45626084430472;27.0;-0.1759865990365776;26.51861849649057;45.48381373442056;0.3272219120775689;72.10291149484188;11.253658783629971;-0.5733818719904229
1.0;10.755461614073228;20.418974160485217;27.0;-0.1757897170057224;?;45.55845164954923;0.3279318798114274;72.18979423317748;11.3119374349325;-0.5733982576406564
1.0;10.765141789822792;20.38302099473008;27.0;-0.1755928279431666;26.549391576185123;45.6329073335203;0.3286410983425498;72.2758223523451;11.244320974409158;-0.573414643061519
1.0;10.778402966163892;20.348265597830704;27.0;-0.1753959318570097;26.56453365619193;45.7071812302645;0.3293495684596054;72.36108568852252;11.434847137690976;-0.5734310282530275
1.0;10.789697813303697;20.314723312856653;27.0;?;26.579490023221062;45.781273782631146;0.3300572909507941;72.44566781165688;11.348805618386445;-0.5734474132151518
1.0;10.80070243897296;20.2823639572772;27.0;?;26.594244813399484;45.85518543239072;0.3307642666037791;72.52964554082291;11.34544383931507;-0.5734637979479088
1.0;10.81206627108766;20.2511404383348;27.0;-0.1748052015347962;26.608783100978;45.92891662023754;0.3314704962056323;72.61308855974332;11.374588929794728;-0.5734801824512687
1.0;10.82314579300583;20.22102370546488;27.0;-0.1746082774325481;26.62309088489983;?;0.3321759805427905;72.6960591334488;?;-0.5734965667252482
1.0;10.835374596354924;20.1919469066674;27.0;-0.174411346345857;26.637155074738228;46.07583936760507;0.3328807204010195;72.7786119218912;11.44071465122996;-0.5735129507698173
1.0;10.846651209057992;20.163900683979183;27.0;-0.174214408282824;26.650963475111883;46.14903180315709;0.3335847165653857;72.86079388915587;11.404856361684056;-0.5735293345849929
1.0;10.857720410227364;20.136855767631985;27.0;-0.1740174632512147;26.66450477003951;46.2220455288642;0.3342879698202322;72.94264430408754;11.40565837513811;-0.5735457181707568
1.0;10.868698481953734;20.110780289149886;27.0;-0.1738205112587949;26.67776850606011;?;0.3349904809491599;73.024194825965;11.412125397273106;-0.5735621015270908
1.0;10.87806702739126;20.085683462422573;27.0;-0.1736235523136667;26.69074507482718;46.36753859109368;0.3356922507350127;73.10546967327737;11.341820032415542;-0.5735784846540115
1.0;?;20.061491589342424;27.0;-0.1734265864234844;26.70342569500032;46.44001879514227;0.3363932799598654;73.18648586676439;11.426023524732797;-0.5735948675514893
1.0;10.90024060923722;20.03815963036641;27.0;-0.1732296135963507;26.715802393576265;46.51232202440356;0.3370935694050134;73.2672535432333;11.460751837560304;-0.5736112502195407
1.0;10.91159172229742;20.01565541901303;27.0;-0.1730326338399205;?;46.58444871000347;0.3377931198509656;73.34777633002174;11.473484732922444;-0.573627632658136
1.0;10.922938210965803;19.9939483435049;27.0;-0.1728356471622969;26.739616060527045;46.6563992820177;0.3384919320774373;73.42805177694328;11.4846023025734;-0.5736440148672919
1.0;10.933038383537696;19.97304156768949;27.0;-0.1726386535711355;26.751040949656748;46.72817416947424;0.3391900068633464;73.5080718358716;11.433007971973998;-0.5736603968469784
1.0;10.937605684892144;19.95305234310112;27.0;-0.1724416530745399;26.76213771810364;46.799773800355965;0.3398873449868088;?;11.163690732664756;-0.5736767785972126
1.0;10.937184228215488;19.9340801737062;27.0;-0.1722446456802782;26.77290213779085;46.87119860160317;0.3405839472251361;73.66728876545965;10.916322586162876;-0.573693160117976
1.0;10.938031052790963;19.916028011842563;27.0;-0.1720476313961188;26.78333066746953;46.8425707690812;0.3411787237542154;73.74631756270436;10.979947938092325;-0.5737095414092505
1.0;10.93970836969438;19.89879285533481;27.0;-0.1718506102301661;26.79342043139652;46.81401226648848;0.3415961479103258;73.82462446676345;11.022735264677925;?
1.0;10.940580657540494;19.882326778576623;27.0;-0.171653582190077;26.803169197709224;46.785522924939286;0.3418691383301837;73.90191302189595;10.98375794673874;-0.5737423033033531
1.0;10.938482046266248;19.866647998090723;27.0;-0.1714565472839567;26.81257535658;46.75710257595927;0.3420245164347817;73.97787863804864;10.834600406181533;-0.5737586839061681
1.0;10.940193861164442;19.851599215340915;27.0;-0.1712595055194625;26.82163789833119;46.728751051484494;?;74.05221168488865;11.024928461480403;-0.573775064279468
1.0;10.939727197220815;19.83719154408435;27.0;-0.1710624569047001;26.83035639158397;46.70046818386047;0.3420658024263996;74.1246005653364;?;-0.5737914444232696
1.0;10.938484626867108;19.823402690443576;27.0;-0.1708654014474394;26.838730961165435;46.6722538058411;?;74.19473478331402;10.876978280625776;-0.5738078243375428
1.0;10.937312600592406;19.810191355018617;27.0;-0.1706683391554507;26.84676226599666;46.64410775058772;?;74.26230795888199;10.87929825495272;-0.5738242040223047
1.0;10.93543781780652;19.79754056028284;27.0;-0.1704712700368405;26.85445151315872;46.61602985166808;0.3416752385255678;74.32702075888729;10.84263605117772;-0.5738405834775252
1.0;10.934089647629596;19.78540313686596;27.0;-0.1702741940992675;26.86180035498406;46.58801994305537;0.3414657097077685;74.38858372227216;10.86735596909929;-0.5738569627032211
1.0;10.932701748258134;19.7737500363804;27.0;-0.1700771113508387;26.868810924328432;?;0.3412284330497392;74.44671990447394;10.864001430937265;-0.5738733416993742
