adbr;bfo1;cfo1;bfo2;bso3;cso1
?;?;20.45626084430472;?;0.3272219120775689;?
?;10.755461614073228;20.418974160485217;45.55845164954923;0.3279318798114274;72.18979423317748
1.0;10.765141789822792;20.38302099473008;45.6329073335203;0.3286410983425498;72.2758223523451
1.0;10.778402966163892;20.348265597830704;45.7071812302645;0.3293495684596054;72.36108568852252
1.0;10.789697813303697;20.314723312856653;45.781273782631146;?;72.44566781165688
1.0;10.80070243897296;20.2823639572772;45.85518543239072;0.3307642666037791;72.52964554082291
1.0;10.81206627108766;20.2511404383348;?;?;?
1.0;10.82314579300583;20.22102370546488;46.00246778579239;0.3321759805427905;?
1.0;10.835374596354924;20.1919469066674;46.07583936760507;?;72.7786119218912
1.0;10.846651209057992;?;46.14903180315709;0.3335847165653857;72.86079388915587
1.0;10.857720410227364;?;46.2220455288642;0.3342879698202322;72.94264430408754
1.0;10.868698481953734;20.110780289149886;46.29488098007904;0.3349904809491599;73.024194825965
1.0;10.87806702739126;20.085683462422573;46.36753859109368;?;73.10546967327737
1.0;?;20.061491589342424;46.44001879514227;0.3363932799598654;73.18648586676439
1.0;?;?;?;0.3370935694050134;73.2672535432333
1.0;10.91159172229742;20.01565541901303;46.58444871000347;?;73.34777633002174
?;10.922938210965803;19.9939483435049;46.6563992820177;0.3384919320774373;73.42805177694328
1.0;10.933038383537696;19.97304156768949;46.72817416947424;0.3391900068633464;73.5080718358716
?;?;19.95305234310112;?;0.3398873449868088;73.58782338150104
1.0;10.937184228215488;19.9340801737062;46.87119860160317;0.3405839472251361;73.66728876545965
1.0;10.938031052790963;19.916028011842563;46.8425707690812;0.3411787237542154;73.74631756270436
?;?;19.89879285533481;?;0.3415961479103258;73.82462446676345
1.0;10.940580657540494;19.882326778576623;46.785522924939286;0.3418691383301837;73.90191302189595
1.0;10.938482046266248;?;46.75710257595927;0.3420245164347817;73.97787863804864
1.0;10.940193861164442;?;46.728751051484494;?;?
1.0;10.939727197220815;19.83719154408435;46.70046818386047;0.3420658024263996;74.1246005653364
1.0;10.938484626867108;19.823402690443576;46.6722538058411;0.3419840248300425;74.19473478331402
1.0;10.937312600592406;19.810191355018617;46.64410775058772;0.3418506260671034;74.26230795888199
1.0;10.93543781780652;?;46.61602985166808;0.3416752385255678;?
1.0;10.934089647629596;19.78540313686596;46.58801994305537;0.3414657097077685;?
1.0;?;?;46.56007785912726;?;74.44671990447394
1.0;?;19.76258921728148;46.53220343466485;?;74.50116743421896
1.0;10.924856664831026;19.75195730870698;46.5043965048517;0.3406905066249;74.55168181891621
?;10.920069064469724;?;46.47665690527296;0.3403975583104925;74.59803806458773
1.0;10.91500348299802;19.73215601903048;46.44898447191421;0.3400925895918959;?
1.0;10.911379597511036;19.72290671922304;46.42137904116064;0.3397778956739343;74.67748480538441
?;10.902785940946154;19.7141818379401;46.39384044979597;0.3394553463595439;74.7102386990422
1.0;10.891393524113928;19.70603201317313;?;0.3391264653012769;74.73816383383006
1.0;10.879778521310085;19.69843830555186;46.3389631343554;?;74.76115634524545
1.0;10.86883439535906;?;46.31162408583113;0.3384544446265927;?
1.0;10.85919163921009;?;46.284351227797096;0.3381131413214437;?
1.0;10.848565737742016;19.678576912041954;46.2571443990154;0.337769270609164;74.79990712755973
?;10.840973633775818;19.672778654724763;46.23000343864094;0.3374233669527396;74.80267608860069
1.0;10.833809224604233;19.66731289924746;46.202928186220426;0.3370758759728917;?
1.0;?;19.662191155624804;46.17591848169141;0.3367271608502861;74.79314927391651
1.0;10.816014865521993;19.65743350707484;46.148974165381446;?;74.78099860984172
1.0;10.807119575420232;19.65300486929375;46.12209507800697;0.3360271871855853;74.76406170961448
?;10.796531774523904;19.64893478936979;?;0.3356763643088386;74.74247217989674
1.0;?;19.64519680601819;?;?;?
1.0;?;19.64174924203939;46.041847602476;?;74.68597851427128
1.0;10.762239291256884;?;?;0.3347234979259716;74.65157438868111
1.0;10.748181305021664;19.636225676589795;?;?;74.61364566765576
1.0;?;?;?;0.3347197630703197;74.57268839771646
1.0;?;19.632371774328792;?;0.3349067768208077;74.5292178030485
?;10.71486646409436;?;46.406355616363136;0.3351889836227332;74.48376367695262
?;10.70555499860622;19.63019285800557;46.478724084106695;0.3355486159741012;74.43686593216962
