aimp;arnd;amud;asin1;asin2;bso1;ced1;bed1;bed2;adfl;bso2
0.0;11.3119374349325;27.0;-0.5733982576406564;-0.1757897170057224;26.53408059751792;298.9338666926015;0.1830928175052508;2.6111859329710672e-06;1.0;0.9651321906698116
0.0;11.244320974409158;27.0;-0.573414643061519;-0.1755928279431666;26.549391576185123;298.21832698185386;0.1812618893301983;2.480626636322514e-06;1.0;0.9971674689754174
0.0;11.433007971973998;27.0;-0.5736603968469784;-0.1726386535711355;26.751040949656748;287.53448826342265;0.1558958022965017;1.1492525659089082e-06;1.0;1.2360546660314176
0.0;11.163690732664756;27.0;-0.5736767785972126;-0.1724416530745399;26.76213771810364;286.8262216429059;0.1543368442735367;1.0917899376134629e-06;1.0;1.2327691612368157
0.0;10.84263605117772;27.0;-0.5738405834775252;-0.1704712700368405;26.85445151315872;279.7777294053545;0.1395794754744118;6.536949655379453e-07;0.0;0.7707097864218174
0.0;10.327087854874804;27.0;-0.5740207423341994;-0.1683030614218194;26.917239984235845;272.1066400319877;0.1249708439016072;3.718217567186406e-07;0.0;-0.1974101121373257
0.0;10.0;27.0;-0.574364604813917;-0.1641615009074596;26.94586663817519;257.750805652544;0.1011923750222601;1.2662822215740413e-07;0.0;0.0622773499920715
0.0;10.0;27.0;-0.5743809766909947;-0.1639642109303789;26.94507002880409;257.0777336868583;0.1001804512720375;1.2029681104953394e-07;0.0;0.165812713038278
0.0;10.150870141015115;27.0;-0.5747083659757316;-0.1600170445883685;26.90886386433532;258.68271059426456;0.9954555335906616;0.6302494528493225;0.0;0.6171575953439288
0.0;10.682307187523056;27.0;-0.5749374837659313;-0.1572525010294084;26.87638258007497;262.0026722226157;0.8647978266045965;0.3073568887558675;1.0;-0.0224688918596327
1.0;10.841808343772886;27.0;-0.5750356633071311;-0.1560673179770583;26.863971175178424;265.22940015123095;1.8141899869933555;1.2259355564521686;1.0;0.1609210298554864
0.0;10.709534424388869;27.0;-0.575150195639455;-0.1546843204934079;26.85157577807032;279.0254518637383;1.6909436213963391;0.8561165216779941;1.0;0.6426175533570483
0.0;10.353349781109651;27.0;-0.5753137937013895;-0.152708084547775;26.83843449575782;289.467260404957;1.5292591010413237;0.5125885858208894;1.0;1.3231250044426823
0.0;10.364833909130637;27.0;-0.5755264367771671;-0.1501380658064117;26.82951150451044;297.26756903491787;1.3419570107762644;0.2631332925105908;1.0;1.492577288888156
0.0;10.90292062198143;27.0;-0.5757717458271696;-0.1471713995148686;26.828827766620105;302.45976515254387;1.1541613386875758;0.1219073467832178;0.0;0.7410913209474886
0.0;10.695989546137731;27.0;-0.5758044497857349;-0.146775743349906;26.829329887778;302.9209945282766;1.131193528047693;0.1100213804718541;0.0;0.5516428051982144
0.0;10.918929708188482;27.0;-0.5758371528230131;-0.1463800637008247;26.829940901670525;303.33351695899404;1.108682776839544;0.0992942958758483;0.0;0.3556242049700646
0.0;10.90698055330794;27.0;-0.575853503996159;-0.1461822150894672;26.830284209190665;303.5219517083912;1.0975959490711484;0.0943295810820559;0.0;0.2576792247858205
0.0;11.33145123341014;27.0;-0.5760006541882777;-0.1444013154095759;26.83429597267671;304.7117781685872;1.00267283024467;0.0594511627965354;0.0;-0.4704455205918395
0.0;11.620388292156225;27.0;-0.5762785536288519;-0.1410361219506108;26.84430633064867;304.7505886897212;0.8451962374457422;0.0248577401176572;0.0;-0.4404090811068985
