aimp;arnd;amud;asin1;asin2;bso1;ced1;bed1;bed2;adfl;bso2
0.0;11.525770039094562;29.0;-0.6130597645200568;0.3108546319664759;29.306197431361014;315.2784590736943;0.744078462142211;0.024959052423232;1.0;0.1278373366084399
0.0;31.67846621060742;36.0;-0.6750907734114919;0.9034250848701418;36.757257770443694;366.5862888461064;1.096079133480008;0.067195240960816;1.0;1.110438399448826
0.0;32.695670740469815;36.0;-0.674736583011627;0.9013567046280622;36.75342883744223;363.2281678006453;1.395073983290254;0.2301293382961357;1.0;0.6990986573168396
0.0;33.47579883828387;36.0;-0.6746627737749137;0.9009231765565548;36.77475545099894;361.4586124334239;1.4669701154464772;0.2974089010769094;1.0;0.7309380129489653
0.0;33.09306645422377;36.0;-0.6743083955386625;0.8988297086346416;37.03148780460455;341.08790308080376;1.8671387674592648;1.018561919409164;1.0;1.5381396457456564
1.0;32.158368944651095;36.0;-0.6742788570050422;0.8986543175246889;37.06488154074207;337.0742944560229;1.905049247484201;1.128600464719295;1.0;1.5653818233405534
0.0;31.74190960720565;36.0;-0.673850427056097;0.8960950028648952;37.65760507608208;332.3265478573707;1.2112995845941463;0.5691909478001362;0.0;0.0203347661616721
0.0;31.92031920289728;36.0;-0.6735843909941622;0.8944912953289024;37.888956385237;326.51109080270663;0.3786172798234045;0.0009839915267744;0.0;-0.6444905440325449
0.0;31.6098203900566;37.0;-0.6734513402248384;0.8936850930330067;37.89046433999008;331.85897216657213;0.4144610086633146;0.0015612732223015;0.0;-0.4016886409690628
0.0;31.080583521431524;37.0;-0.6733626275895587;0.8931460160413662;37.88928625189311;335.3184767235132;0.4402227799778976;0.0021239157202158;0.0;0.0413174602245938
0.0;31.093114530107133;37.0;-0.6733330545563121;0.8929660378657408;37.88887775651566;336.450593964956;0.4491610855809587;0.0023533692190756;0.0;0.2202377435201498
0.0;31.55817855898706;37.0;-0.6732591172599626;0.8925154674135333;37.88783042641964;339.23082731998863;0.4723089222943916;0.0030413895005983;0.0;0.6768690662657486
0.0;28.94817185777501;37.0;-0.6731408035823296;0.8917926984457142;37.88611641191412;343.51584558189217;0.5118522221221894;0.0045844073488795;0.0;1.1855961764200302
0.0;10.364833909130637;27.0;-0.5755264367771671;-0.1501380658064117;26.82951150451044;297.26756903491787;1.3419570107762644;0.2631332925105908;1.0;1.492577288888156
0.0;10.90292062198143;27.0;-0.5757717458271696;-0.1471713995148686;26.828827766620105;302.45976515254387;1.1541613386875758;0.1219073467832178;0.0;0.7410913209474886
0.0;10.695989546137731;27.0;-0.5758044497857349;-0.146775743349906;26.829329887778;302.9209945282766;1.131193528047693;0.1100213804718541;0.0;0.5516428051982144
0.0;10.918929708188482;27.0;-0.5758371528230131;-0.1463800637008247;26.829940901670525;303.33351695899404;1.108682776839544;0.0992942958758483;0.0;0.3556242049700646
0.0;10.90698055330794;27.0;-0.575853503996159;-0.1461822150894672;26.830284209190665;303.5219517083912;1.0975959490711484;0.0943295810820559;0.0;0.2576792247858205
0.0;11.33145123341014;27.0;-0.5760006541882777;-0.1444013154095759;26.83429597267671;304.7117781685872;1.00267283024467;0.0594511627965354;0.0;-0.4704455205918395
0.0;11.620388292156225;27.0;-0.5762785536288519;-0.1410361219506108;26.84430633064867;304.7505886897212;0.8451962374457422;0.0248577401176572;0.0;-0.4404090811068985
0.0;11.386865223440598;27.0;-0.576360276081747;-0.1400460471469307;26.847360319052925;304.2828262455408;0.8037732120238186;0.0192344454523722;0.0;-0.1905789712361837
0.0;11.321645093147422;27.0;-0.5763929634491397;-0.1396499779570973;26.848558883092903;304.04100554584323;0.7877781251045446;0.0173590870207659;0.0;-0.0880264463442009
0.0;11.22519660440968;27.0;-0.5764093067869978;-0.1394519349791649;26.84915124715093;303.9087873579457;0.7799003438534992;0.0164911326697276;0.0;-0.038216783077863
0.0;11.347170964442103;27.0;-0.5764419927710277;-0.1390558322971025;26.85031998074668;303.62224230678635;0.7643803270108145;0.0148832472344291;0.0;0.0562557963403287
0.0;11.173927792000685;27.0;-0.5765890682848619;-0.1372730958124144;26.855246818228466;301.98732239809823;0.6982746123615645;0.0093801577842844;1.0;0.5490098227496641
