MotorData.ActSpeed;PLC_PRG.Gripper;MotorData.Motor_Pos3reached;MotorData.Motor_Pos4reached;MotorData.ActPosition;NVL_Recv_Storage.GL_LightBarrier;NVL_Send_Storage.ActivateStorage;NVL_Recv_Storage.GL_I_Slider_IN;NVL_Recv_Storage.GL_I_ProcessStarted;MotorData.Motor_Pos2reached
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;1;1;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
9947;1;0;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;1;0;260014;1;0;1;1;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;1;0;260014;1;1;0;1;0
0;0;1;0;260014;1;1;1;1;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;1;0;260014;1;1;0;1;0
0;0;1;0;260014;1;1;1;1;0
0;0;1;0;260014;1;1;0;1;0
0;0;1;0;260014;1;1;0;1;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;1;1;1;0
0;0;1;0;260014;1;1;1;1;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;1;1;1;0
0;0;1;0;260014;1;0;1;1;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;1;0;1;0
0;0;1;0;260014;1;0;1;1;0
0;0;1;0;260014;1;1;1;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;0;1;0;1;0
0;0;1;0;260014;1;1;1;1;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;1;0;1;0
0;0;1;0;260014;1;1;1;1;0
0;0;1;0;260014;1;1;1;1;0
0;0;1;0;260014;1;0;1;1;0
-5365;1;0;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;1;0;1;0
0;0;1;0;260014;1;1;0;1;0
0;0;1;0;260014;1;0;1;1;0
0;0;1;0;260014;1;1;1;1;0
0;0;1;0;260014;1;0;0;0;0
0;0;0;0;268975;1;0;1;0;0
0;0;1;0;260014;1;0;1;1;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;0;1;0;1;0
0;1;0;0;260014;1;0;1;0;0
1624;1;0;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;0;1;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;1;0
0;0;1;0;260014;1;0;0;0;0
0;1;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;1;1;1;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;0;0;0;0
0;1;1;0;260014;1;0;1;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;0;0;0;0
0;0;1;0;260014;1;1;0;1;0
0;0;1;0;260014;0;1;0;1;0
0;0;0;0;268975;1;0;1;0;0
0;0;0;0;140012;1;0;0;1;1
0;1;0;1;389992;1;0;1;0;0
-70992;1;0;0;386483;1;0;1;0;0
0;1;0;0;22011;1;0;1;0;0
-65772;1;0;0;356236;1;0;1;0;0
-71369;1;0;0;337125;1;0;1;0;0
-81838;1;0;0;330310;1;0;1;0;0
-67396;1;0;0;283446;1;0;1;0;0
-73747;1;0;0;280227;1;0;1;0;0
0;0;0;0;140012;1;0;1;0;1
0;0;0;0;140012;1;0;1;0;1
0;0;0;0;140012;1;0;1;0;1
0;0;0;0;140012;1;0;1;0;1
-83926;1;0;0;142767;1;0;1;0;0
-69774;1;0;0;204392;1;0;1;0;0
-66584;1;0;0;256476;1;0;1;0;0
-65192;1;0;0;310880;1;0;1;0;0
64757;1;0;0;275790;1;0;1;0;0
83868;1;0;0;233624;1;0;1;0;0
76647;1;0;0;198505;1;0;1;0;0
-80649;1;0;0;336893;1;0;1;0;0
-100253;1;0;0;373433;1;0;1;0;0
0;1;0;1;389992;1;0;1;0;0
66613;1;0;0;173072;1;0;1;0;0
77227;1;0;0;102341;1;0;1;0;0
-89407;0;0;0;221850;1;0;1;0;0
-93177;0;0;0;215383;1;0;1;0;0
-80359;0;0;0;179307;1;0;1;0;0
-80272;0;0;0;166170;1;0;1;0;0
-71340;0;0;0;102341;1;0;1;0;0
-98890;0;0;0;93032;1;0;1;0;0
-82360;0;0;0;83375;1;0;1;0;0
-71514;0;0;0;51272;1;0;1;0;0
0;1;0;0;22011;1;0;1;0;0
0;1;0;0;22011;1;0;1;0;0
0;1;0;0;22011;1;0;1;0;0
0;1;0;0;22011;1;0;1;0;0
85260;1;0;0;136010;1;0;1;0;0
-85695;1;0;0;330571;1;0;1;0;0
76096;1;0;0;72645;1;0;1;0;0
88827;1;0;0;123221;1;0;1;0;0
84071;1;0;0;129920;1;0;1;0;0
82882;1;0;0;180264;1;0;1;0;0
79808;1;0;0;252909;1;0;1;0;0
74617;1;0;0;300904;1;0;1;0;0
97353;1;0;0;304587;1;0;1;0;0
101906;1;0;0;326598;1;0;1;0;0
80185;1;0;0;345564;1;0;1;0;0
0;1;0;1;389992;1;0;1;0;0
-81867;1;0;0;343534;1;0;1;0;0
-54955;1;0;0;366096;1;0;1;0;0
-72471;1;0;0;360557;1;0;1;0;0
-73660;1;0;0;350320;1;0;1;0;0
-73660;1;0;0;343998;1;0;1;0;0
-67541;1;0;0;293509;1;0;1;0;0
-100456;1;0;0;283446;1;0;1;0;0
0;1;0;1;389992;1;0;1;0;0
0;1;0;1;389992;1;0;1;0;0
0;1;0;1;389992;1;0;1;0;0
81055;1;0;0;345245;1;0;1;0;0
91292;1;0;0;328048;1;0;1;0;0
91292;1;0;0;328048;1;0;1;0;0
