116;22;-24;230.0;-569.0;752.0;44;989.0;138.0;799;-1554.0;?;554.0;86.0;-1.0;-625.0;-227.0;-422.0;?;-673.0;-736.0;-628.0;-1078.0;74;-683.0;335.0;263.0;-583.0;-448.0;-219.0
116;21;-24;222.0;-213.0;755.0;26;935.0;99.0;797;-1267.0;421.0;388.0;76.0;13.0;-823.0;-192.0;-403.0;1082.0;?;-743.0;-732.0;-1076.0;74;-672.0;268.0;-591.0;-583.0;-469.0;-271.0
116;22;-24;211.0;-263.0;741.0;?;960.0;66.0;801;-634.0;447.0;330.0;68.0;7.0;-1082.0;-164.0;-394.0;?;-649.0;?;-710.0;-1038.0;74;-675.0;261.0;79.0;-578.0;-477.0;-314.0
116;21;-24;199.0;-307.0;791.0;-4;1017.0;50.0;?;-228.0;460.0;343.0;66.0;15.0;-929.0;-149.0;-394.0;981.0;-640.0;-803.0;-744.0;-913.0;74;-672.0;361.0;-52.0;-582.0;?;-272.0
116;21;?;192.0;-432.0;?;12;992.0;53.0;791;60.0;455.0;323.0;72.0;1.0;-830.0;-148.0;-398.0;962.0;-633.0;-1004.0;-641.0;-772.0;?;-670.0;350.0;-142.0;-596.0;-470.0;-211.0
116;21;-24;193.0;-432.0;817.0;-1;969.0;66.0;797;?;441.0;?;?;9.0;-750.0;?;-405.0;935.0;?;-1025.0;-710.0;-1049.0;74;-668.0;342.0;-127.0;-611.0;-459.0;-197.0
116;?;-24;194.0;-439.0;759.0;-7;?;?;?;432.0;?;370.0;94.0;-5.0;-691.0;-151.0;-412.0;888.0;-629.0;-804.0;-709.0;-1313.0;?;-665.0;?;-49.0;-620.0;-445.0;-167.0
116;19;-24;192.0;-429.0;734.0;12;?;113.0;796;?;414.0;419.0;110.0;11.0;-591.0;-166.0;-420.0;?;-632.0;-739.0;-620.0;-1257.0;74;?;193.0;19.0;-627.0;?;-318.0
116;18;?;196.0;-405.0;702.0;1;?;154.0;797;764.0;396.0;?;127.0;-4.0;-658.0;-195.0;-430.0;?;-634.0;-633.0;-547.0;-1186.0;74;-668.0;290.0;319.0;-635.0;-402.0;-605.0
116;21;-24;?;-291.0;607.0;17;932.0;587.0;797;35.0;-357.0;841.0;700.0;-22.0;?;-678.0;-218.0;1015.0;-688.0;-151.0;-632.0;-658.0;74;-658.0;431.0;-56.0;-246.0;?;165.0
116;19;-24;581.0;-290.0;591.0;14;931.0;602.0;795;13.0;-353.0;1051.0;702.0;-42.0;-689.0;-677.0;?;988.0;-691.0;-300.0;-664.0;-659.0;74;-657.0;299.0;-100.0;-246.0;251.0;277.0
116;20;?;580.0;?;596.0;47;961.0;603.0;?;85.0;-345.0;1285.0;705.0;-33.0;-611.0;?;-215.0;971.0;-696.0;-325.0;-773.0;-628.0;?;-657.0;486.0;-83.0;-246.0;251.0;306.0
116;20;-24;573.0;-389.0;663.0;-16;958.0;?;?;202.0;-333.0;?;710.0;-9.0;?;-682.0;-220.0;997.0;-708.0;-461.0;-828.0;-693.0;74;-657.0;399.0;-89.0;-245.0;247.0;406.0
116;19;-24;561.0;-455.0;?;-15;957.0;595.0;793;218.0;-315.0;?;715.0;-7.0;-372.0;-690.0;-228.0;972.0;?;-443.0;?;-686.0;74;-657.0;322.0;-81.0;-244.0;238.0;?
116;21;-24;?;?;754.0;39;941.0;596.0;797;82.0;-291.0;1098.0;717.0;-2.0;-234.0;-693.0;-238.0;853.0;-747.0;?;-999.0;-801.0;74;-656.0;379.0;-64.0;-245.0;222.0;338.0
116;13;-24;?;?;732.0;-21;937.0;609.0;798;-87.0;-260.0;1063.0;711.0;-16.0;?;?;?;801.0;-770.0;-464.0;-1026.0;-810.0;74;-656.0;471.0;?;-252.0;195.0;174.0
116;15;-24;503.0;?;789.0;-17;920.0;619.0;792;-128.0;-220.0;987.0;696.0;-50.0;-159.0;-702.0;-268.0;851.0;-792.0;-532.0;-1001.0;-877.0;74;-657.0;619.0;192.0;-268.0;161.0;-112.0
116;26;-24;475.0;-481.0;747.0;5;933.0;628.0;796;-367.0;-170.0;897.0;674.0;-37.0;-234.0;-708.0;-288.0;848.0;-812.0;-489.0;-999.0;-936.0;74;-657.0;708.0;-56.0;?;117.0;-232.0
116;25;-24;445.0;-489.0;738.0;-16;965.0;633.0;797;?;-112.0;706.0;641.0;17.0;-241.0;-707.0;-307.0;806.0;-828.0;-512.0;-977.0;-867.0;74;?;?;-200.0;-322.0;67.0;-292.0
