InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK Quaternion3;Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ
324.0;158.0;359.0;-182.0;113.0;-205;186.0;236.0;17.0
378.0;141.0;372.0;-222.0;-38.0;146;5.0;525.0;190.0
429.0;290.0;286.0;-188.0;153.0;-169;425.0;505.0;-92.0
526.0;208.0;182.0;-67.0;187.0;-200;271.0;429.0;-92.0
419.0;-17.0;-120.0;92.0;144.0;179;503.0;126.0;-179.0
498.0;323.0;185.0;-275.0;51.0;190;253.0;524.0;103.0
493.0;247.0;187.0;-281.0;21.0;179;402.0;551.0;154.0
488.0;297.0;187.0;-277.0;-42.0;176;289.0;425.0;124.0
484.0;280.0;186.0;-290.0;-98.0;184;439.0;468.0;139.0
480.0;218.0;183.0;-344.0;-85.0;176;458.0;546.0;177.0
475.0;317.0;182.0;-355.0;-56.0;182;197.0;547.0;220.0
469.0;314.0;176.0;-400.0;-66.0;178;393.0;609.0;215.0
464.0;317.0;170.0;-392.0;13.0;179;354.0;557.0;278.0
460.0;317.0;168.0;-462.0;15.0;181;309.0;537.0;181.0
455.0;229.0;165.0;-497.0;0.0;176;297.0;527.0;183.0
559.0;235.0;193.0;-619.0;-297.0;-176;82.0;508.0;461.0
374.0;345.0;136.0;-387.0;-150.0;-172;343.0;402.0;279.0
364.0;263.0;137.0;-396.0;-124.0;-186;381.0;434.0;213.0
583.0;246.0;408.0;-341.0;-24.0;140;317.0;537.0;3.0
426.0;316.0;292.0;-177.0;185.0;-171;430.0;532.0;-73.0
423.0;374.0;314.0;-141.0;35.0;-170;427.0;604.0;72.0
423.0;390.0;317.0;-198.0;34.0;-191;426.0;634.0;80.0
422.0;403.0;319.0;-216.0;28.0;-152;453.0;643.0;85.0
419.0;398.0;320.0;-255.0;-32.0;-218;459.0;608.0;102.0
120.0;122.0;242.0;-140.0;75.0;-176;424.0;436.0;22.0
417.0;381.0;320.0;-245.0;-30.0;-120;510.0;585.0;100.0
415.0;328.0;319.0;-281.0;-38.0;179;467.0;550.0;98.0
413.0;305.0;316.0;-265.0;-76.0;186;442.0;519.0;108.0
204.0;118.0;314.0;-308.0;52.0;-174;469.0;416.0;-16.0
218.0;117.0;325.0;-381.0;-72.0;-162;275.0;435.0;30.0
410.0;315.0;312.0;-278.0;-95.0;166;423.0;453.0;103.0
406.0;311.0;306.0;-248.0;-120.0;162;399.0;451.0;104.0
303.0;323.0;220.0;-247.0;-12.0;183;182.0;526.0;80.0
314.0;308.0;231.0;-279.0;-79.0;168;167.0;465.0;88.0
360.0;145.0;229.0;-331.0;-91.0;141;187.0;342.0;281.0
14.0;39.0;277.0;665.0;82.0;177;295.0;603.0;-2.0
191.0;185.0;266.0;-230.0;-23.0;-6;411.0;587.0;-16.0
574.0;332.0;400.0;-250.0;69.0;144;276.0;590.0;14.0
568.0;321.0;398.0;-231.0;126.0;102;355.0;663.0;43.0
811.0;652.0;583.0;-446.0;-260.0;-176;278.0;917.0;677.0
749.0;221.0;557.0;-84.0;147.0;173;663.0;747.0;113.0
721.0;166.0;647.0;56.0;163.0;136;169.0;497.0;289.0
542.0;188.0;262.0;-505.0;-7.0;157;314.0;371.0;183.0
532.0;181.0;213.0;-504.0;-68.0;166;325.0;217.0;157.0
669.0;69.0;512.0;-673.0;25.0;-172;-590.0;-272.0;444.0
401.0;304.0;301.0;-269.0;-140.0;201;436.0;470.0;72.0
618.0;432.0;437.0;334.0;-50.0;-164;590.0;511.0;-81.0
260.0;331.0;204.0;-248.0;18.0;166;414.0;605.0;147.0
260.0;318.0;203.0;-251.0;-61.0;-137;463.0;657.0;57.0
260.0;320.0;202.0;-335.0;-124.0;-213;502.0;684.0;-88.0
235.0;329.0;148.0;-427.0;-115.0;-176;292.0;596.0;118.0
233.0;312.0;145.0;-410.0;-76.0;-176;315.0;605.0;110.0
-179.0;207.0;-271.0;-304.0;-117.0;-174;359.0;658.0;-101.0
-68.0;123.0;-156.0;-206.0;17.0;-166;487.0;466.0;87.0
133.0;191.0;20.0;-216.0;16.0;-168;309.0;591.0;-7.0
-120.0;228.0;-193.0;-280.0;-20.0;-209;185.0;471.0;109.0
121.0;285.0;25.0;-214.0;7.0;-168;199.0;473.0;5.0
-229.0;163.0;-180.0;6.0;86.0;-174;224.0;446.0;58.0
-132.0;232.0;-195.0;-452.0;8.0;-159;118.0;544.0;144.0
782.0;540.0;511.0;-334.0;-184.0;-167;531.0;364.0;336.0
743.0;295.0;624.0;108.0;7.0;-147;898.0;274.0;289.0
435.0;180.0;277.0;-130.0;12.0;-176;605.0;575.0;40.0
427.0;291.0;264.0;-84.0;3.0;-173;629.0;545.0;32.0
385.0;347.0;448.0;-379.0;-47.0;172;182.0;512.0;188.0
365.0;124.0;223.0;-355.0;19.0;122;217.0;309.0;326.0
371.0;67.0;219.0;-367.0;-108.0;97;246.0;279.0;336.0
376.0;329.0;447.0;-409.0;-62.0;147;135.0;474.0;236.0
728.0;257.0;640.0;-586.0;-53.0;178;-19.0;664.0;777.0
20.0;-25.0;217.0;-144.0;113.0;-177;353.0;261.0;16.0
661.0;270.0;479.0;-383.0;194.0;-176;253.0;507.0;201.0
693.0;414.0;592.0;-654.0;11.0;-176;17.0;948.0;529.0
410.0;207.0;282.0;-330.0;6.0;-209;4.0;425.0;155.0
407.0;248.0;277.0;-402.0;-104.0;-125;142.0;464.0;128.0
665.0;158.0;480.0;-251.0;1.0;-178;164.0;728.0;16.0
394.0;111.0;242.0;-278.0;-41.0;92;206.0;447.0;161.0
396.0;97.0;242.0;-313.0;-103.0;74;228.0;448.0;148.0
396.0;69.0;243.0;-395.0;-144.0;60;227.0;416.0;210.0
290.0;27.0;345.0;-794.0;-524.0;105;213.0;410.0;8.0
399.0;53.0;241.0;-516.0;-132.0;76;232.0;404.0;131.0
402.0;51.0;240.0;-370.0;-152.0;127;274.0;376.0;-6.0
410.0;-41.0;241.0;-477.0;-215.0;168;291.0;244.0;129.0
410.0;0.0;244.0;-314.0;64.0;177;320.0;410.0;-14.0
402.0;-22.0;241.0;-342.0;72.0;177;319.0;491.0;-31.0
267.0;249.0;140.0;-255.0;194.0;184;223.0;616.0;155.0
250.0;216.0;128.0;-277.0;256.0;176;438.0;578.0;208.0
639.0;140.0;493.0;-237.0;-12.0;81;228.0;461.0;265.0
570.0;102.0;392.0;-150.0;1.0;37;242.0;472.0;143.0
234.0;189.0;118.0;-298.0;236.0;172;381.0;358.0;216.0
217.0;191.0;109.0;-388.0;117.0;198;326.0;366.0;220.0
198.0;186.0;100.0;-520.0;0.0;139;322.0;430.0;262.0
479.0;-21.0;502.0;-544.0;-162.0;46;230.0;245.0;242.0
156.0;293.0;79.0;-510.0;-24.0;94;427.0;412.0;301.0
-139.0;139.0;-214.0;-459.0;32.0;-181;365.0;440.0;166.0
697.0;257.0;516.0;-352.0;-116.0;44;250.0;466.0;144.0
640.0;144.0;496.0;-253.0;38.0;97;295.0;556.0;226.0
766.0;325.0;544.0;-430.0;-76.0;106;144.0;622.0;236.0
760.0;121.0;595.0;-383.0;-13.0;-148;208.0;405.0;84.0
747.0;133.0;546.0;-392.0;98.0;-154;248.0;419.0;122.0
45.0;-20.0;208.0;-380.0;-44.0;-175;189.0;392.0;57.0
757.0;156.0;550.0;-283.0;117.0;-172;244.0;522.0;67.0
45.0;-1.0;201.0;-369.0;45.0;-176;142.0;419.0;46.0
45.0;-12.0;191.0;-389.0;67.0;-175;298.0;440.0;-4.0
-466.0;66.0;-82.0;-77.0;-21.0;-177;329.0;-9.0;-225.0
594.0;-67.0;201.0;-132.0;111.0;-177;602.0;413.0;-142.0
837.0;175.0;546.0;-93.0;179.0;-174;545.0;635.0;282.0
783.0;310.0;621.0;-806.0;-217.0;-171;-443.0;706.0;872.0
695.0;191.0;652.0;-517.0;12.0;-190;351.0;273.0;323.0
198.0;-23.0;66.0;-284.0;-111.0;171;195.0;547.0;23.0
-75.0;293.0;69.0;-548.0;-93.0;-157;273.0;277.0;214.0
527.0;181.0;511.0;-186.0;86.0;-163;220.0;432.0;245.0
214.0;138.0;309.0;-448.0;96.0;176;360.0;566.0;-47.0
759.0;180.0;550.0;-326.0;125.0;-175;316.0;579.0;16.0
224.0;147.0;316.0;-374.0;282.0;177;405.0;534.0;21.0
239.0;153.0;326.0;-182.0;270.0;177;424.0;508.0;88.0
253.0;154.0;336.0;-176.0;273.0;177;393.0;426.0;127.0
526.0;206.0;509.0;-204.0;206.0;-159;227.0;461.0;221.0
267.0;131.0;347.0;-162.0;166.0;177;317.0;415.0;143.0
281.0;76.0;357.0;-200.0;141.0;177;271.0;417.0;68.0
-73.0;464.0;-118.0;-123.0;14.0;-172;726.0;772.0;180.0
282.0;384.0;369.0;-371.0;38.0;-178;439.0;936.0;266.0
270.0;376.0;344.0;-298.0;47.0;-178;328.0;743.0;218.0
271.0;368.0;348.0;-154.0;77.0;-178;412.0;743.0;267.0
784.0;124.0;601.0;-320.0;-81.0;159;182.0;308.0;26.0
801.0;209.0;591.0;-176.0;58.0;-174;526.0;494.0;-103.0
743.0;96.0;542.0;-324.0;29.0;-172;230.0;572.0;8.0
740.0;157.0;544.0;-345.0;50.0;-172;260.0;558.0;-11.0
756.0;-52.0;558.0;-357.0;-55.0;-140;205.0;252.0;-56.0
657.0;30.0;487.0;-425.0;106.0;-177;288.0;298.0;-31.0
685.0;14.0;458.0;-269.0;59.0;-177;223.0;466.0;-50.0
750.0;-19.0;528.0;-187.0;124.0;-178;190.0;324.0;-76.0
705.0;-40.0;537.0;-178.0;124.0;-164;263.0;389.0;-31.0
527.0;239.0;510.0;-302.0;188.0;-161;262.0;502.0;193.0
530.0;245.0;511.0;-282.0;99.0;-163;291.0;538.0;124.0
534.0;254.0;513.0;-205.0;103.0;-162;287.0;541.0;14.0
534.0;213.0;517.0;-182.0;154.0;-163;338.0;582.0;32.0
671.0;182.0;568.0;225.0;158.0;-164;566.0;541.0;104.0
529.0;195.0;525.0;-167.0;117.0;-163;382.0;636.0;44.0
527.0;244.0;526.0;-133.0;176.0;-163;366.0;586.0;-5.0
524.0;183.0;528.0;-233.0;184.0;-162;411.0;642.0;-11.0
528.0;146.0;530.0;-179.0;94.0;-164;394.0;654.0;-21.0
756.0;-154.0;560.0;19.0;393.0;-175;689.0;564.0;159.0
829.0;199.0;557.0;28.0;151.0;-171;716.0;501.0;79.0
-114.0;8.0;-233.0;-79.0;181.0;-175;365.0;199.0;-7.0
647.0;106.0;431.0;-303.0;178.0;-157;346.0;383.0;-164.0
940.0;61.0;300.0;-236.0;62.0;-165;477.0;545.0;-105.0
652.0;272.0;458.0;-221.0;15.0;-160;309.0;371.0;71.0
653.0;272.0;464.0;-287.0;-30.0;-154;224.0;426.0;106.0
-10.0;88.0;-177.0;14.0;100.0;178;464.0;233.0;7.0
654.0;284.0;467.0;-287.0;-26.0;-148;126.0;421.0;171.0
325.0;-98.0;178.0;-384.0;-202.0;179;294.0;182.0;62.0
440.0;44.0;264.0;-397.0;-136.0;157;386.0;269.0;38.0
652.0;329.0;468.0;-324.0;-16.0;-153;81.0;432.0;115.0
759.0;118.0;547.0;-322.0;235.0;-176;344.0;581.0;71.0
724.0;139.0;643.0;-49.0;134.0;-202;93.0;503.0;368.0
278.0;318.0;112.0;-100.0;-26.0;179;231.0;638.0;-46.0
274.0;304.0;115.0;-152.0;-52.0;168;336.0;689.0;-2.0
271.0;298.0;120.0;-248.0;-39.0;191;350.0;664.0;16.0
271.0;293.0;126.0;-369.0;31.0;157;273.0;623.0;70.0
752.0;162.0;580.0;81.0;159.0;-176;839.0;307.0;-51.0
710.0;416.0;375.0;-338.0;-47.0;-156;165.0;503.0;186.0
546.0;239.0;403.0;-323.0;-7.0;107;138.0;377.0;218.0
698.0;168.0;508.0;-628.0;-133.0;27;175.0;312.0;146.0
756.0;388.0;650.0;-570.0;-103.0;-177;243.0;881.0;400.0
787.0;15.0;585.0;-229.0;65.0;176;240.0;296.0;-85.0
746.0;72.0;533.0;-234.0;39.0;189;400.0;607.0;24.0
762.0;288.0;614.0;-362.0;57.0;219;470.0;793.0;161.0
161.0;26.0;23.0;-361.0;-103.0;166;174.0;621.0;148.0
279.0;472.0;368.0;-136.0;18.0;-178;534.0;825.0;278.0
-42.0;205.0;-76.0;-331.0;-75.0;179;177.0;419.0;55.0
767.0;132.0;587.0;-519.0;-191.0;-192;238.0;302.0;55.0
654.0;200.0;448.0;-372.0;21.0;-159;234.0;489.0;42.0
652.0;205.0;443.0;-219.0;75.0;-165;232.0;511.0;104.0
660.0;122.0;417.0;-145.0;156.0;-169;223.0;431.0;-10.0
655.0;235.0;460.0;-220.0;90.0;-176;335.0;620.0;56.0
627.0;183.0;440.0;-433.0;161.0;67;273.0;570.0;-62.0
538.0;162.0;161.0;-232.0;9.0;-176;501.0;404.0;-41.0
538.0;193.0;162.0;-263.0;81.0;-176;552.0;436.0;-99.0
838.0;295.0;540.0;-168.0;91.0;-176;524.0;670.0;534.0
790.0;144.0;575.0;-255.0;-14.0;-57;303.0;583.0;113.0
697.0;74.0;510.0;-135.0;169.0;-176;201.0;391.0;-65.0
-692.0;92.0;-570.0;-290.0;29.0;-177;268.0;460.0;87.0
710.0;-7.0;511.0;-461.0;-3.0;-197;167.0;201.0;-73.0
601.0;51.0;362.0;-374.0;14.0;-178;201.0;325.0;-2.0
114.0;129.0;204.0;-409.0;-103.0;87;395.0;341.0;157.0
235.0;286.0;221.0;-401.0;-145.0;-180;166.0;431.0;119.0
232.0;261.0;223.0;-420.0;-146.0;-180;163.0;434.0;137.0
223.0;273.0;227.0;-401.0;-141.0;-180;157.0;424.0;110.0
218.0;258.0;231.0;-389.0;-136.0;-180;163.0;435.0;119.0
189.0;198.0;249.0;-357.0;-131.0;-180;230.0;453.0;91.0
124.0;187.0;205.0;-365.0;-26.0;84;309.0;408.0;240.0
