MotorData.ActPosition;MotorData.Motor_Pos1reached;MotorData.ActSpeed;MotorData.IsForce;MotorData.ActCurrent;NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Ind.GL_Metall;PLC_PRG.MaterialIsMetal;MotorData.Motor_Pos4reached;MotorData.IsAcceleration
260014;0;0;5;24;1;0;0;0;0
260014;0;0;7;20;1;0;0;0;0
260014;0;0;6;29;1;0;0;0;0
260014;0;0;6;34;1;0;0;0;0
260014;0;0;6;26;1;0;0;0;0
260014;0;0;5;33;1;0;0;0;0
260014;0;0;6;30;1;0;0;0;0
260014;0;0;6;26;1;0;0;0;0
260014;0;0;6;32;1;0;0;0;0
260014;0;0;7;30;1;0;0;0;0
260014;0;0;5;22;1;0;0;0;0
260014;0;0;4;29;1;0;0;0;0
260014;0;0;7;30;1;0;1;0;0
260014;0;0;6;31;1;0;0;0;0
260014;0;0;4;31;1;0;0;0;0
260014;0;0;6;26;1;0;0;0;0
260014;0;0;6;30;1;0;0;0;0
260014;0;0;8;25;1;0;0;0;0
260014;0;0;5;28;1;0;0;0;0
260014;0;0;5;28;1;0;0;0;0
260014;0;0;6;30;1;0;0;0;0
260014;0;0;6;28;1;0;0;0;0
260014;0;0;5;24;1;0;0;0;0
260014;0;0;5;24;1;0;0;0;0
260014;0;0;5;21;1;0;0;0;0
260014;0;0;7;31;1;0;0;0;0
260014;0;0;9;31;1;0;0;0;0
260014;0;0;7;30;1;0;0;0;0
260014;0;0;7;26;1;0;0;0;0
260014;0;0;6;30;1;0;0;0;0
260014;0;0;9;26;1;0;0;0;0
260014;0;0;9;31;1;0;0;0;0
260014;0;0;5;31;1;0;0;0;0
260014;0;0;7;31;1;0;0;0;0
260014;0;0;6;30;1;0;0;0;0
260014;0;0;5;28;1;0;0;0;0
260014;0;0;5;31;1;0;0;0;0
260014;0;0;9;26;1;0;0;0;0
260014;0;0;7;26;1;0;0;0;0
260014;0;0;3;24;1;0;0;0;0
260014;0;0;5;20;1;0;0;0;0
260014;0;0;5;23;1;0;0;0;0
260014;0;0;7;31;1;0;0;0;0
260014;0;0;6;34;1;0;0;0;0
260014;0;0;6;21;1;0;0;0;0
260014;0;0;5;30;1;0;0;0;0
260014;0;0;4;31;1;0;0;0;0
260014;0;0;3;30;1;0;0;0;0
260014;0;0;5;23;1;0;0;0;0
260014;0;0;5;33;1;0;0;0;0
260014;0;0;5;30;1;0;0;0;0
260014;0;0;6;31;1;0;0;0;0
260014;0;0;5;20;1;0;0;0;0
260014;0;0;3;23;1;0;0;0;0
260014;0;0;6;21;1;0;0;0;0
260014;0;0;4;28;1;0;0;0;0
260014;0;0;0;25;1;0;0;0;0
260014;0;0;5;32;1;0;0;0;0
260014;0;0;7;28;1;0;0;0;0
260014;0;0;3;29;1;0;0;0;0
260014;0;0;1;30;1;0;0;0;0
260014;0;0;3;26;1;0;0;0;0
260014;0;0;2;20;1;0;0;0;0
260014;0;0;7;30;1;0;0;0;0
260014;0;0;2;26;1;0;0;0;0
260014;0;0;4;25;1;0;0;0;0
260014;0;0;5;29;1;0;0;0;0
260014;0;0;5;31;1;0;0;0;0
260014;0;0;2;26;1;0;0;0;0
260014;0;0;4;27;1;0;0;0;0
260014;0;0;5;30;1;0;0;0;0
260014;0;0;5;25;1;0;0;0;0
260014;0;0;1;28;1;0;0;0;0
260014;0;0;3;30;1;0;0;0;0
260014;0;0;3;26;1;0;0;0;0
260014;0;0;6;30;1;0;0;0;0
260014;0;0;1;21;1;0;0;0;0
260014;0;0;6;22;1;0;0;0;0
260014;0;0;6;33;1;0;0;0;0
260014;0;0;3;28;1;0;0;0;0
260014;0;0;9;29;1;0;0;0;0
260014;0;0;8;26;1;0;0;0;0
260014;0;0;6;31;1;0;0;0;0
260014;0;0;9;25;1;0;0;0;0
260014;0;0;7;30;1;0;0;0;0
260014;0;0;9;26;1;0;0;0;0
260014;0;0;7;31;1;0;0;0;0
260014;0;0;4;28;1;0;0;0;0
260014;0;0;4;28;1;0;0;0;0
260014;0;0;6;27;1;0;0;0;0
260014;0;0;8;30;1;0;0;0;0
260014;0;0;7;33;1;0;0;0;0
260014;0;0;3;21;1;0;0;0;0
260014;0;0;6;20;1;0;0;0;0
260014;0;0;7;26;1;0;0;0;0
260014;0;0;6;31;1;0;0;0;0
260014;0;0;5;28;1;0;0;0;0
260014;0;0;8;30;1;0;0;0;0
260014;0;0;5;31;1;0;0;0;0
260014;0;0;5;19;1;0;0;0;0
260014;0;0;5;29;1;0;0;0;0
260014;0;0;3;25;1;0;0;0;0
260014;0;0;5;28;1;0;0;0;0
260014;0;0;7;25;1;0;0;0;0
260014;0;0;5;31;1;0;0;0;0
260014;0;0;5;19;1;0;0;0;0
260014;0;0;6;33;1;0;0;0;0
260014;0;0;6;28;1;0;0;0;0
260014;0;0;7;32;1;0;0;0;0
