aimp;adfl;bso2;bed1;bed2;amud;asin2;bso1;ced1;arnd;asin1
?;1.0;0.9321449768970166;0.1849422399042937;2.748616771548492e-06;27.0;-0.1759865990365776;26.51861849649057;299.6497230442289;11.253658783629971;-0.5733818719904229
0.0;1.0;0.9651321906698116;0.1830928175052508;?;27.0;-0.1757897170057224;26.53408059751792;298.9338666926015;11.3119374349325;-0.5733982576406564
0.0;1.0;?;0.1812618893301983;2.480626636322514e-06;27.0;-0.1755928279431666;26.549391576185123;298.21832698185386;11.244320974409158;-0.573414643061519
0.0;?;1.027974369229113;0.1794492704368963;?;27.0;?;26.56453365619193;297.5031212713452;11.434847137690976;-0.5734310282530275
0.0;1.0;1.0572993198735174;0.1776547777325273;2.2387655392810685e-06;27.0;-0.1751990287549035;?;296.7882666852637;11.348805618386445;-0.5734474132151518
0.0;1.0;1.084913218451162;0.1758782299552021;2.126827262317015e-06;27.0;-0.1750021186449482;26.594244813399484;296.07378011516306;11.34544383931507;?
0.0;1.0;1.110612674229885;0.1741194476556501;?;?;-0.1748052015347962;26.608783100978;295.35967822247324;?;-0.5734801824512687
0.0;1.0;1.1342210408308886;0.1723782531790936;1.919461604241106e-06;27.0;-0.1746082774325481;26.62309088489983;294.6459774409849;11.371594663231424;-0.5734965667252482
0.0;1.0;1.155589086030211;?;1.8234885240290503e-06;27.0;-0.174411346345857;26.637155074738228;293.93269397930925;11.44071465122996;-0.5735129507698173
0.0;1.0;?;0.1689479259408296;1.732314097827598e-06;27.0;-0.174214408282824;26.650963475111883;293.21984382331215;11.404856361684056;-0.5735293345849929
0.0;1.0;?;?;1.6456983929362182e-06;27.0;-0.1740174632512147;?;292.50744273852365;11.40565837513811;-0.5735457181707568
0.0;1.0;1.2051761035069908;0.1655858622146071;1.5634134732894072e-06;27.0;-0.1738205112587949;26.67776850606011;291.7955062725227;11.412125397273106;?
0.0;1.0;1.2166461992493771;0.1639300035924611;1.4852427996249368e-06;27.0;?;26.69074507482718;?;?;-0.5735784846540115
0.0;1.0;1.22554461675198;0.1622907035565365;?;27.0;-0.1734265864234844;26.70342569500032;290.37308831158225;11.426023524732797;-0.5735948675514893
0.0;1.0;1.231885037604525;0.1606677965209711;1.3404316266615057e-06;27.0;-0.1732296135963507;26.715802393576265;289.66263684316846;11.460751837560304;-0.5736112502195407
0.0;1.0;1.2357056613141455;0.1590611185557614;?;27.0;-0.1730326338399205;26.72786798687969;?;11.473484732922444;-0.573627632658136
?;1.0;1.2370678535175;0.1574705073702038;?;27.0;-0.1728356471622969;26.739616060527045;288.2433224284114;11.4846023025734;-0.5736440148672919
0.0;1.0;1.2360546660314176;?;1.1492525659089082e-06;27.0;-0.1726386535711355;26.751040949656748;?;11.433007971973998;-0.5736603968469784
